Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Fabrício,br BRA,"DF,MF",27.0,34,3058.0,90.0,89.4,34.0,34,90.0,32.0,0,,0,1.76,47.0,36.0,11.0,0.32,0.08,Matches
Andrés D'Alessandro,ar ARG,"FW,MF",32.0,33,2752.0,83.0,80.5,30.6,33,83.0,23.0,0,,0,1.85,46.0,32.0,14.0,0.46,0.73,Matches
Willians,br BRA,MF,28.0,28,2385.0,85.0,69.7,26.5,27,88.0,22.0,1,19.0,2,2.04,42.0,30.0,12.0,0.45,0.45,Matches
Ernando,br BRA,DF,25.0,29,2443.0,84.0,71.4,27.1,26,89.0,25.0,3,43.0,9,1.72,32.0,30.0,2.0,0.07,-0.85,Matches
Dida,br BRA,GK,40.0,27,2381.0,88.0,69.6,26.5,26,90.0,25.0,1,45.0,10,1.74,35.0,26.0,9.0,0.34,0.08,Matches
Alex,br BRA,MF,31.0,28,1975.0,71.0,57.7,21.9,25,75.0,7.0,3,35.0,1,1.86,30.0,22.0,8.0,0.36,0.12,Matches
Charles Aránguiz,cl CHI,MF,24.0,24,2089.0,87.0,61.1,23.2,24,87.0,23.0,0,,0,2.08,36.0,22.0,14.0,0.6,0.74,Matches
Rafael Moura,br BRA,FW,30.0,26,2024.0,78.0,59.2,22.5,22,88.0,16.0,4,23.0,7,1.85,32.0,24.0,8.0,0.36,0.1,Matches
Paulão,br BRA,DF,27.0,23,1929.0,84.0,56.4,21.4,22,86.0,20.0,1,39.0,8,1.96,32.0,24.0,8.0,0.37,0.13,Matches
Juan,br BRA,DF,34.0,21,1784.0,85.0,52.2,19.8,20,88.0,19.0,1,28.0,1,1.86,30.0,18.0,12.0,0.61,0.61,Matches
Wellington Martins,br BRA,MF,23.0,19,1634.0,86.0,47.8,18.2,19,86.0,16.0,0,,0,1.79,23.0,12.0,11.0,0.61,0.56,Matches
Alan Patrick,br BRA,MF,22.0,24,1376.0,57.0,40.2,15.3,19,70.0,5.0,5,11.0,9,1.71,21.0,17.0,4.0,0.26,-0.09,Matches
Wellington Silva,br BRA,DF,25.0,14,1042.0,74.0,30.5,11.6,13,77.0,7.0,1,45.0,1,1.57,13.0,11.0,2.0,0.17,-0.21,Matches
Gilberto,br BRA,"DF,MF",20.0,14,1126.0,80.0,32.9,12.5,12,84.0,8.0,2,60.0,13,1.86,18.0,19.0,-1.0,-0.08,-0.59,Matches
Jorge Henrique,br BRA,"DF,FW",31.0,19,1069.0,56.0,31.3,11.9,12,75.0,3.0,7,25.0,8,1.68,14.0,13.0,1.0,0.08,-0.34,Matches
Alisson,br BRA,GK,21.0,11,990.0,90.0,28.9,11.0,11,90.0,11.0,0,,4,2.0,17.0,14.0,3.0,0.27,-0.06,Matches
Wellington Paulista,br BRA,FW,29.0,26,1037.0,40.0,30.3,11.5,10,83.0,7.0,16,13.0,9,1.73,16.0,10.0,6.0,0.52,0.29,Matches
Alan Costa,br BRA,DF,23.0,10,767.0,77.0,22.4,8.5,9,82.0,7.0,1,26.0,6,2.0,11.0,12.0,-1.0,-0.12,-0.56,Matches
Eduardo Sasha,br BRA,"FW,MF",21.0,12,710.0,59.0,20.8,7.9,7,78.0,2.0,5,33.0,13,1.92,12.0,6.0,6.0,0.76,0.56,Matches
Diogo Mateus,br BRA,"DF,MF",20.0,7,620.0,89.0,18.1,6.9,7,89.0,6.0,0,,11,1.71,10.0,7.0,3.0,0.44,0.15,Matches
Ygor Santiago,br BRA,MF,29.0,14,593.0,42.0,17.3,6.6,7,79.0,4.0,7,6.0,21,1.86,2.0,12.0,-10.0,-1.52,-2.22,Matches
Valdívia,br BRA,MF,19.0,27,979.0,36.0,28.6,10.9,6,75.0,0.0,21,25.0,7,1.52,14.0,15.0,-1.0,-0.09,-0.57,Matches
Cláudio Winck,br BRA,"DF,MF",19.0,12,632.0,53.0,18.5,7.0,6,78.0,5.0,6,27.0,4,2.33,11.0,3.0,8.0,1.14,1.01,Matches
Nilmar,br BRA,FW,29.0,8,539.0,67.0,15.8,6.0,6,79.0,2.0,2,33.0,0,1.25,9.0,12.0,-3.0,-0.5,-0.97,Matches
Matheus Bertotto,br BRA,MF,20.0,9,469.0,52.0,13.7,5.2,5,81.0,2.0,4,16.0,14,2.11,5.0,7.0,-2.0,-0.38,-0.81,Matches
Alan Ruschel,br BRA,"DF,MF",24.0,5,366.0,73.0,10.7,4.1,4,90.0,3.0,1,8.0,33,2.4,5.0,5.0,0.0,0.0,-0.35,Matches
Otávio,pt POR,"FW,MF",18.0,6,228.0,38.0,6.7,2.5,2,78.0,1.0,4,18.0,4,1.0,2.0,4.0,-2.0,-0.79,-1.18,Matches
Taiberson,br BRA,FW,20.0,5,139.0,28.0,4.1,1.5,1,73.0,0.0,4,17.0,1,2.0,5.0,2.0,3.0,1.94,1.7,Matches
Índio,br BRA,DF,38.0,1,63.0,63.0,1.8,0.7,1,63.0,0.0,0,,6,1.0,1.0,0.0,1.0,1.43,1.13,Matches
Muriel Becker,br BRA,GK,26.0,1,44.0,44.0,1.3,0.5,1,44.0,0.0,0,,14,3.0,1.0,0.0,1.0,2.05,1.75,Matches
João Afonso Crispim,br BRA,MF,18.0,1,35.0,35.0,1.0,0.4,1,35.0,0.0,0,,3,0.0,0.0,2.0,-2.0,-5.14,-5.52,Matches
Leandro,br BRA,FW,19.0,5,97.0,19.0,2.8,1.1,0,,0.0,5,18.0,2,1.8,2.0,0.0,2.0,1.86,1.58,Matches
Carlos Luque,ar ARG,"FW,MF",20.0,1,54.0,54.0,1.6,0.6,0,,0.0,1,54.0,1,3.0,2.0,0.0,2.0,3.33,3.07,Matches
Gustavo Ferrareis,br BRA,"DF,FW",18.0,2,51.0,26.0,1.5,0.6,0,,0.0,2,25.0,1,3.0,3.0,0.0,3.0,5.29,5.05,Matches
Jair,br BRA,MF,19.0,1,41.0,41.0,1.2,0.5,0,,0.0,1,40.0,3,1.0,0.0,1.0,-1.0,-2.2,-2.54,Matches
Gladestony,br BRA,MF,20.0,1,27.0,27.0,0.8,0.3,0,,0.0,1,26.0,2,1.0,0.0,1.0,-1.0,-3.33,-3.68,Matches
Aylon,br BRA,"FW,MF",21.0,2,14.0,7.0,0.4,0.2,0,,0.0,2,6.0,6,0.0,0.0,1.0,-1.0,-6.43,-6.77,Matches
Maurides,br BRA,FW,19.0,1,11.0,11.0,0.3,0.1,0,,0.0,1,10.0,0,3.0,0.0,0.0,0.0,0.0,-0.32,Matches
Andrigo,br BRA,"FW,MF",18.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Artur,br BRA,"DF,MF",19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Carlinhos,br BRA,"DF,MF",19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Agenor Detofol,br BRA,GK,24.0,0,,,,,0,,0.0,0,,9,,,,,,,Matches
Geferson,br BRA,"DF,MF",19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Bruno Gomes,br BRA,FW,17.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Thales,br BRA,DF,20.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
William,br BRA,"DF,MF",18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Squad Total,,,27.8,38,3420.0,90.0,100.0,38.0,418,84.0,,113,22.0,254,1.82,53.0,41.0,12.0,0.32,,
Opponent Total,,,26.2,38,3420.0,90.0,100.0,38.0,418,84.0,,109,25.0,263,1.03,41.0,53.0,-12.0,-0.32,,
