Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Vitão,br BRA,DF,21.0,31.0,6,0.19,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fabricio Bustos,ar ARG,DF,25.0,29.7,63,2.12,57,4,1,1,0,0,8,0.27,7,1,0,0,0,0,Matches
Carlos de Pena,uy URU,"MF,FW",29.0,29.3,105,3.59,66,29,0,4,2,4,15,0.51,9,3,0,1,0,2,Matches
Renê,br BRA,DF,29.0,27.5,54,1.96,42,8,0,1,2,1,1,0.04,1,0,0,0,0,0,Matches
Edenílson,br BRA,MF,32.0,24.3,80,3.3,55,14,3,5,1,2,9,0.37,4,0,1,2,1,1,Matches
Gabriel,br BRA,MF,29.0,23.8,37,1.55,33,1,0,1,0,2,1,0.04,1,0,0,0,0,0,Matches
Gabriel Mercado,ar ARG,DF,34.0,23.6,16,0.68,13,0,0,0,2,1,2,0.08,1,0,0,0,1,0,Matches
Daniel,br BRA,GK,27.0,23.0,3,0.13,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alexandre Alemão,br BRA,FW,23.0,22.3,66,2.96,35,0,14,4,12,1,15,0.67,8,0,3,1,3,0,Matches
Wanderson,br BRA,"FW,MF",27.0,17.8,66,3.7,46,1,6,8,3,2,6,0.34,5,0,0,1,0,0,Matches
Alan Patrick,br BRA,"MF,FW",30.0,17.5,99,5.65,65,18,6,8,2,0,12,0.69,9,1,0,2,0,0,Matches
Mauricio,br BRA,"FW,MF",20.0,17.4,70,4.02,57,1,2,5,4,1,8,0.46,7,0,0,1,0,0,Matches
Johnny Cardoso,us USA,MF,20.0,15.7,41,2.62,34,0,1,2,2,2,2,0.13,1,0,0,1,0,0,Matches
Pedro Henrique,br BRA,"FW,MF",31.0,17.7,68,3.84,42,0,8,5,13,0,9,0.51,5,0,1,1,2,0,Matches
Keiller,br BRA,GK,25.0,15.0,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodrigo Moledo,br BRA,DF,34.0,13.5,7,0.52,3,0,0,3,1,0,1,0.07,0,0,0,1,0,0,Matches
David,br BRA,FW,26.0,9.1,12,1.28,9,0,0,1,2,0,2,0.21,2,0,0,0,0,0,Matches
Moisés,br BRA,DF,26.0,6.5,13,1.99,10,0,0,1,1,1,0,0.0,0,0,0,0,0,0,Matches
Taison,br BRA,"MF,FW",34.0,8.1,34,4.22,29,4,1,0,0,0,3,0.37,2,1,0,0,0,0,Matches
Liziero,br BRA,MF,23.0,5.6,13,2.3,8,3,1,0,0,1,1,0.18,1,0,0,0,0,0,Matches
Kaique Rocha,br BRA,DF,20.0,5.0,2,0.4,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodrigo Dourado,br BRA,MF,27.0,5.0,4,0.8,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruno Méndez,uy URU,DF,22.0,4.8,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Heitor,br BRA,DF,21.0,4.4,10,2.28,7,1,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Thauan Lara,br BRA,"DF,FW",18.0,3.8,5,1.3,2,0,0,1,2,0,1,0.26,0,0,0,0,1,0,Matches
Wesley Moraes,br BRA,FW,25.0,3.3,15,4.47,12,0,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Braian Romero,ar ARG,FW,30.0,3.8,3,0.78,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Igor Gomes,br BRA,DF,20.0,1.3,4,3.19,1,0,1,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Caio Vidal,br BRA,"FW,MF",21.0,1.7,5,2.9,1,0,0,2,2,0,0,0.0,0,0,0,0,0,0,Matches
Matheus Dias,br BRA,MF,24.0,1.2,3,2.5,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Matheus Cadorini,br BRA,FW,19.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Andrés D'Alessandro,ar ARG,FW,40.0,0.8,5,6.34,2,2,1,0,0,0,1,1.27,0,0,1,0,0,0,Matches
Estevão,br BRA,"FW,MF",19.0,1.2,5,4.21,5,0,0,0,0,0,1,0.84,1,0,0,0,0,0,Matches
Lucas Ramos,br BRA,"MF,FW",21.0,0.9,1,1.17,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Boschilia,br BRA,"MF,FW",25.0,0.6,5,8.04,5,0,0,0,0,0,1,1.61,1,0,0,0,0,0,Matches
Weverton,br BRA,DF,22.0,0.5,2,4.0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Gustavo Maia,br BRA,FW,21.0,0.2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.4,38.0,925,24.34,659,88,46,57,56,19,99,2.61,65,6,6,11,8,3,
Opponent Total,,,27.3,38.0,839,22.08,592,88,42,49,57,11,56,1.47,32,7,4,6,7,0,
