Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Iago,br BRA,"DF,MF",20.0,35,3113.0,89.0,91.0,34.6,35,89.0,33.0,0,,1,1.77,44.0,26.0,18.0,0.52,-0.65,Matches
Patrick,br BRA,"FW,MF",25.0,36,3072.0,85.0,89.8,34.1,35,87.0,31.0,1,15.0,0,1.81,43.0,25.0,18.0,0.53,-0.51,Matches
Víctor Cuesta,ar ARG,DF,29.0,34,3049.0,90.0,89.2,33.9,34,90.0,33.0,0,,0,1.82,46.0,24.0,22.0,0.65,0.65,Matches
Rodrigo Dourado,br BRA,MF,23.0,33,2962.0,90.0,86.6,32.9,33,90.0,31.0,0,,1,1.94,46.0,23.0,23.0,0.7,0.9,Matches
Edenílson,br BRA,"FW,MF",28.0,33,2901.0,88.0,84.8,32.2,33,88.0,29.0,0,,0,1.88,43.0,22.0,21.0,0.65,0.48,Matches
William Pottker,br BRA,"FW,MF",24.0,30,2210.0,74.0,64.6,24.6,27,79.0,11.0,3,21.0,1,2.03,32.0,17.0,15.0,0.61,0.09,Matches
Rodrigo Moledo,br BRA,DF,30.0,26,2339.0,90.0,68.4,26.0,26,90.0,25.0,0,,0,2.04,35.0,16.0,19.0,0.73,0.48,Matches
Nicolás López,uy URU,"FW,MF",24.0,35,2337.0,67.0,68.3,26.0,26,81.0,13.0,9,26.0,2,1.86,40.0,21.0,19.0,0.73,0.48,Matches
Marcelo Lomba,br BRA,GK,31.0,24,2160.0,90.0,63.2,24.0,24,90.0,24.0,0,,13,1.92,34.0,18.0,16.0,0.67,0.24,Matches
Fabiano Leismann,br BRA,DF,26.0,25,1862.0,74.0,54.4,20.7,20,85.0,14.0,5,31.0,5,2.0,32.0,16.0,16.0,0.77,0.43,Matches
Leandro Damião,br BRA,FW,28.0,26,1717.0,66.0,50.2,19.1,19,79.0,6.0,7,31.0,0,1.69,24.0,14.0,10.0,0.52,-0.11,Matches
Zeca,br BRA,DF,23.0,19,1351.0,71.0,39.5,15.0,17,78.0,10.0,2,17.0,10,1.79,17.0,12.0,5.0,0.33,-0.41,Matches
Danilo Fernandes,br BRA,GK,29.0,14,1215.0,87.0,35.5,13.5,14,87.0,13.0,0,,0,1.64,16.0,10.0,6.0,0.44,-0.21,Matches
Andrés D'Alessandro,ar ARG,"FW,MF",36.0,24,1265.0,53.0,37.0,14.1,12,87.0,7.0,12,19.0,2,1.54,16.0,14.0,2.0,0.14,-0.69,Matches
Lucca,br BRA,"FW,MF",27.0,15,826.0,55.0,24.2,9.2,10,77.0,3.0,5,11.0,1,1.93,14.0,11.0,3.0,0.33,-0.33,Matches
Jonatan Álvez,uy URU,FW,29.0,17,798.0,47.0,23.3,8.9,10,71.0,1.0,7,13.0,5,1.88,11.0,5.0,6.0,0.68,0.13,Matches
Rossi,br BRA,"FW,MF",24.0,27,883.0,33.0,25.8,9.8,9,60.0,0.0,18,19.0,5,1.96,16.0,3.0,13.0,1.33,1.01,Matches
Emerson Santos,br BRA,"DF,MF",22.0,9,809.0,90.0,23.7,9.0,9,90.0,8.0,0,,13,1.67,12.0,8.0,4.0,0.44,-0.18,Matches
Willian Klaus,br BRA,DF,24.0,6,451.0,75.0,13.2,5.0,5,90.0,5.0,1,0.0,26,1.17,6.0,7.0,-1.0,-0.2,-0.9,Matches
Fernando Camilo Farias,br BRA,"FW,MF",31.0,15,507.0,34.0,14.8,5.6,4,81.0,1.0,11,17.0,21,1.27,9.0,4.0,5.0,0.89,0.36,Matches
Gabriel Dias,br BRA,DF,23.0,8,368.0,46.0,10.8,4.1,4,84.0,2.0,4,8.0,20,1.75,2.0,5.0,-3.0,-0.73,-1.47,Matches
