Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-04-15,16:00,Série A,Matchweek 1,Sun,Home,W,2,0,Bahia,45,16663,Andrés D'Alessandro,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2018-04-22,16:00,Série A,Matchweek 2,Sun,Away,L,0,1,Palmeiras,55,25504,Rodrigo Dourado,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2018-04-29,19:00,Série A,Matchweek 3,Sun,Home,D,0,0,Cruzeiro,58,20913,Andrés D'Alessandro,4-2-3-1,4-4-2,Wagner do Nascimento Magalhaes,Match Report,
2018-05-06,16:00,Série A,Matchweek 4,Sun,Away,L,0,2,Flamengo,43,60182,Andrés D'Alessandro,4-1-4-1,4-1-4-1,Luiz Flávio de Oliveira,Match Report,
2018-05-12,16:00,Série A,Matchweek 5,Sat,Away,D,0,0,Grêmio,23,48035,Rodrigo Dourado,4-3-3,4-2-3-1,Wilton Sampaio,Match Report,
2018-05-21,20:00,Série A,Matchweek 6,Mon,Home,W,3,0,Chapecoense,49,13082,Rodrigo Dourado,4-2-3-1,4-1-4-1,Flavio Rodrigues De Souza,Match Report,
2018-05-27,16:00,Série A,Matchweek 7,Sun,Home,W,2,1,Corinthians,55,28627,Rodrigo Dourado,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2018-05-30,19:30,Série A,Matchweek 8,Wed,Away,W,3,2,Vitória,77,5591,Rodrigo Dourado,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2018-06-02,16:00,Série A,Matchweek 9,Sat,Home,D,0,0,Sport Recife,55,28320,Rodrigo Dourado,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2018-06-05,21:30,Série A,Matchweek 10,Tue,Away,D,0,0,São Paulo,52,14730,Danilo Fernandes,4-2-3-1,4-1-4-1,Paulo Roberto Alves Júnior,Match Report,
2018-06-10,19:00,Série A,Matchweek 11,Sun,Away,W,2,1,Santos,39,8124,Rodrigo Dourado,4-2-3-1,4-3-3,Wagner do Nascimento Magalhaes,Match Report,
2018-06-13,21:45,Série A,Matchweek 12,Wed,Home,W,3,1,Vasco da Gama,54,19733,Rodrigo Dourado,4-2-2-2,4-2-3-1,Raphael Claus,Match Report,
2018-07-19,21:00,Série A,Matchweek 13,Thu,Away,D,2,2,Ath Paranaense,47,8184,Rodrigo Dourado,4-3-3,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2018-07-23,20:00,Série A,Matchweek 14,Mon,Home,W,1,0,Ceará,60,21013,Rodrigo Dourado,4-2-3-1,4-4-2,Bruno Arleu de Araujo,Match Report,
2018-07-26,20:00,Série A,Matchweek 15,Thu,Away,L,1,2,América (MG),57,4625,Danilo Fernandes,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2018-07-29,16:00,Série A,Matchweek 16,Sun,Home,W,3,0,Botafogo (RJ),53,26608,Rodrigo Dourado,4-3-3,4-2-3-1,Igor Junior Benevenuto,Match Report,
2018-08-06,20:00,Série A,Matchweek 17,Mon,Away,W,1,0,Atlético Mineiro,36,22035,Rodrigo Dourado,4-3-3,4-3-3,Jailson Macêdo Freitas,Match Report,
2018-08-13,20:00,Série A,Matchweek 18,Mon,Away,W,3,0,Fluminense,41,14640,Rodrigo Dourado,4-2-3-1,4-1-4-1,Savio Pereira,Match Report,
2018-08-19,11:00,Série A,Matchweek 19,Sun,Home,W,1,0,Paraná,75,40894,Rodrigo Dourado,4-2-3-1,4-4-1-1,Leandro Bizzio Marinho,Match Report,
2018-08-22,19:30,Série A,Matchweek 20,Wed,Away,W,1,0,Bahia,39,18671,Rodrigo Dourado,4-2-3-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,
2018-08-26,16:00,Série A,Matchweek 21,Sun,Home,D,0,0,Palmeiras,57,40125,Rodrigo Dourado,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2018-09-02,19:00,Série A,Matchweek 22,Sun,Away,D,0,0,Cruzeiro,49,16247,Rodrigo Dourado,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2018-09-05,21:45,Série A,Matchweek 23,Wed,Home,W,2,1,Flamengo,39,31487,Rodrigo Dourado,4-1-4-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2018-09-09,16:00,Série A,Matchweek 24,Sun,Home,W,1,0,Grêmio,43,41742,Rodrigo Dourado,4-3-3,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2018-09-17,20:00,Série A,Matchweek 25,Mon,Away,L,1,2,Chapecoense,49,16981,Marcelo Lomba,4-3-3,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2018-09-23,16:00,Série A,Matchweek 26,Sun,Away,D,1,1,Corinthians,46,26916,Rodrigo Dourado,4-3-3,4-2-4-0,Eduardo Tomaz De Aquino Valadão,Match Report,
