Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Marcelo Lomba,br BRA,GK,32.0,34,34,3020,33.6,34,1.01,143,109,79.0,14,8,12,11,32.4,5,4,1,0,20.0,Matches
Danilo Fernandes,br BRA,GK,30.0,5,4,394,4.4,5,1.14,27,22,81.5,2,1,1,1,25.0,0,0,0,0,,Matches
Squad Total,,,27.9,38,38,3414,38.0,39,1.03,170,131,79.4,16,9,13,12,31.6,5,4,1,0,20.0,
Opponent Total,,,27.6,38,38,3420,38.0,44,1.16,177,133,75.7,13,9,16,11,28.9,3,1,1,1,50.0,
