Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Sergio Rochet,uy URU,GK,30.0,28,28,2520,28.0,27,0.96,100,73,76.0,15,7,6,8,28.6,3,3,0,0,0.0,Matches
Fabrício,br BRA,GK,38.0,8,8,720,8.0,8,1.0,34,26,79.4,2,3,3,3,37.5,1,1,0,0,0.0,Matches
Anthoni,br BRA,GK,22.0,2,2,180,2.0,1,0.5,5,3,80.0,1,1,0,1,50.0,1,0,1,0,100.0,Matches
Squad Total,,,27.5,38,38,3420,38.0,36,0.95,139,102,77.0,18,11,9,12,31.6,5,4,1,0,20.0,
Opponent Total,,,27.6,38,38,3420,38.0,53,1.39,193,138,74.6,9,11,18,7,18.4,8,4,3,1,42.9,
