Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-05-15,18:30,Série A,Matchweek 1,Sun,Home,D,0,0,Chapecoense,69,18219,,4-2-3-1,4-3-3,Nielson Nogueira Dias,Match Report,
2016-05-22,16:00,Série A,Matchweek 2,Sun,Away,W,2,1,São Paulo,46,19509,,4-3-2-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2016-05-26,16:00,Série A,Matchweek 3,Thu,Home,W,1,0,Sport Recife,51,24840,,4-3-2-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2016-05-29,18:30,Série A,Matchweek 4,Sun,Away,W,1,0,Santos,50,4468,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2016-06-01,19:30,Série A,Matchweek 5,Wed,Home,W,1,0,Ath Paranaense,49,17874,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2016-06-05,16:00,Série A,Matchweek 6,Sun,Away,L,0,1,Vitória,60,8924,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2016-06-11,16:00,Série A,Matchweek 7,Sat,Home,W,3,1,América (MG),51,15640,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2016-06-16,19:30,Série A,Matchweek 8,Thu,Home,W,2,0,Atlético Mineiro,45,21881,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2016-06-19,16:00,Série A,Matchweek 9,Sun,Away,L,2,3,Figueirense,59,8741,,4-2-3-1,4-4-1-1,Luiz Flavio De Oliveira,Match Report,
2016-06-23,21:30,Série A,Matchweek 10,Thu,Away,D,1,1,Coritiba,45,8798,,4-2-3-1,4-1-4-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2016-06-26,16:00,Série A,Matchweek 11,Sun,Home,L,2,3,Botafogo (RJ),62,21562,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2016-06-29,19:30,Série A,Matchweek 12,Wed,Away,L,0,1,Flamengo,59,21000,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2016-07-03,11:00,Série A,Matchweek 13,Sun,Home,L,0,1,Grêmio,54,36229,,4-1-3-2,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2016-07-10,16:00,Série A,Matchweek 14,Sun,Away,L,0,1,Santa Cruz,52,8749,,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,
2016-07-17,16:00,Série A,Matchweek 15,Sun,Home,L,0,1,Palmeiras,58,27293,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2016-07-24,11:00,Série A,Matchweek 16,Sun,Away,D,2,2,Ponte Preta,49,5940,,4-2-3-1,4-2-3-1,Leonardo Garcia Cavaleiro,Match Report,
2016-07-31,16:00,Série A,Matchweek 17,Sun,Home,L,0,1,Corinthians,54,30098,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2016-08-04,21:00,Série A,Matchweek 18,Thu,Away,L,2,4,Cruzeiro,58,12454,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2016-08-07,16:15,Série A,Matchweek 19,Sun,Home,D,2,2,Fluminense,53,19552,,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
2016-08-15,20:00,Série A,Matchweek 20,Mon,Away,L,0,1,Chapecoense,43,11360,,4-2-3-1,4-3-2-1,Joao Batista de Arruda,Match Report,
2016-08-21,16:00,Série A,Matchweek 21,Sun,Home,D,1,1,São Paulo,58,23079,,4-2-3-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,
2016-08-28,18:30,Série A,Matchweek 22,Sun,Away,D,1,1,Sport Recife,38,5288,,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2016-09-08,21:00,Série A,Matchweek 23,Thu,Home,W,2,1,Santos,59,29996,,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,
2016-09-11,16:00,Série A,Matchweek 24,Sun,Away,L,1,2,Ath Paranaense,47,12756,,4-2-3-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,
2016-09-15,21:00,Série A,Matchweek 25,Thu,Home,L,0,1,Vitória,66,20942,,4-2-3-1,4-4-1-1,Emerson Luiz Sobral,Match Report,
2016-09-19,20:00,Série A,Matchweek 26,Mon,Away,L,0,1,América (MG),56,1737,,4-1-4-1,4-1-4-1,Rafael Traci,Match Report,
2016-09-25,18:30,Série A,Matchweek 27,Sun,Away,L,1,3,Atlético Mineiro,44,20311,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2016-10-01,21:00,Série A,Matchweek 28,Sat,Home,W,1,0,Figueirense,41,30796,,4-2-3-1,4-4-1-1,Luis César De Oliveira Magalhães,Match Report,
2016-10-06,19:30,Série A,Matchweek 29,Thu,Home,W,1,0,Coritiba,54,31431,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2016-10-12,21:45,Série A,Matchweek 30,Wed,Away,L,0,1,Botafogo (RJ),47,10176,,4-2-3-1,4-3-1-2,Marielson Alves Silva,Match Report,
2016-10-16,17:00,Série A,Matchweek 31,Sun,Home,W,2,1,Flamengo,44,31981,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2016-10-23,17:00,Série A,Matchweek 32,Sun,Away,D,0,0,Grêmio,31,47622,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2016-10-29,18:30,Série A,Matchweek 33,Sat,Home,D,1,1,Santa Cruz,47,35376,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2016-11-06,17:00,Série A,Matchweek 34,Sun,Away,L,0,1,Palmeiras,51,31967,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2016-11-17,21:00,Série A,Matchweek 35,Thu,Home,D,1,1,Ponte Preta,55,28774,,4-2-3-1,4-1-4-1,Heber Roberto Lopes,Match Report,
2016-11-21,20:00,Série A,Matchweek 36,Mon,Away,L,0,1,Corinthians,42,19493,,4-2-3-1,4-1-4-1,Rodolpho Toski Marques,Match Report,
2016-11-27,17:00,Série A,Matchweek 37,Sun,Home,W,1,0,Cruzeiro,51,25352,,4-2-3-1,4-4-2,Marcelo Aparecido Ribeiro De Souza,Match Report,
2016-12-11,17:00,Série A,Matchweek 38,Sun,Away,D,1,1,Fluminense,46,3377,,4-2-3-1,4-4-1-1,Heber Roberto Lopes,Match Report,
