Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
7,Fluminense,38,16,8,14,51,47,4,56,1.47,49.9,48.6,1.3,0.03,34431,Germán Cano - 10,Fábio,
8,Ath Paranaense,38,14,14,10,51,43,8,56,1.47,51.1,46.6,4.5,0.12,22378,Vitor Roque - 12,Bento,
9,Internacional,38,15,10,13,46,45,1,55,1.45,42.4,47.2,-4.8,-0.13,26675,Enner Valencia - 9,Sergio Rochet,
10,Fortaleza,38,15,9,14,45,44,1,54,1.42,51.5,43.7,7.8,0.2,33540,Juan Martín Lucero - 9,João Ricardo Riedi,
11,São Paulo,38,14,11,13,40,38,2,53,1.39,49.5,36.7,12.7,0.33,43800,"Luciano, Jonathan Calleri - 9",Rafael Pires,
