Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Wesley,br BRA,"FW,MF",24.0,27.9,883,860,21,3,6,13,72,10,6,2,2,0,644,2,36,Matches
Sergio Rochet,uy URU,GK,30.0,28.0,742,514,224,76,0,0,0,0,0,0,0,0,496,4,1,Matches
Vitão,br BRA,DF,23.0,27.8,1468,1407,56,51,1,13,4,3,0,0,0,0,1285,5,3,Matches
Thiago Maia,br BRA,MF,26.0,21.1,1068,1032,34,24,2,7,7,6,0,0,0,0,908,2,16,Matches
Bruno Gomes,br BRA,"DF,MF",22.0,24.0,1577,1331,243,37,2,8,58,199,6,0,5,1,1253,3,41,Matches
Alexandro Bernabei,ar ARG,DF,23.0,22.9,1357,1052,302,32,4,2,105,249,21,6,12,0,1040,3,42,Matches
Rafael Borré,co COL,FW,28.0,20.8,442,415,24,0,2,2,12,6,1,0,0,0,334,3,7,Matches
Bruno Henrique,br BRA,"MF,FW",34.0,21.2,1027,958,65,32,3,2,60,3,23,12,9,0,835,4,15,Matches
Romulo,br BRA,MF,23.0,19.9,916,901,13,10,1,1,3,3,0,0,0,0,771,2,11,Matches
Alan Patrick,br BRA,"MF,FW",32.0,19.7,959,808,144,59,8,4,111,6,72,34,28,2,751,7,10,Matches
Fernando,br BRA,"MF,DF",36.0,17.2,971,935,35,33,0,4,0,1,0,0,0,0,887,1,2,Matches
Gabriel Carvalho,br BRA,"FW,MF",16.0,14.5,676,646,26,11,3,4,50,3,11,8,3,0,534,4,19,Matches
Bruno Tabata,br BRA,"FW,MF",26.0,11.9,515,465,47,12,2,2,63,10,21,14,2,0,372,3,14,Matches
Gabriel Mercado,ar ARG,DF,36.0,13.2,724,708,16,15,0,2,1,1,0,0,0,0,646,0,3,Matches
Agustín Rogel,uy URU,DF,26.0,11.7,530,513,16,13,0,5,1,3,0,0,0,0,461,1,5,Matches
Renê,br BRA,DF,31.0,11.6,799,666,128,43,1,8,21,85,0,0,0,0,607,5,15,Matches
Enner Valencia,ec ECU,FW,34.0,10.7,177,153,24,1,0,1,12,2,1,0,0,0,131,0,8,Matches
Wanderson,br BRA,"FW,MF",29.0,11.3,346,323,22,3,1,0,50,10,9,4,4,0,269,1,13,Matches
Robert Renan,br BRA,DF,20.0,10.7,604,562,40,12,0,4,12,28,0,0,0,0,521,2,4,Matches
Fabricio Bustos,ar ARG,DF,27.0,9.6,602,515,86,8,0,2,26,77,1,0,0,0,496,1,10,Matches
Fabrício,br BRA,GK,38.0,8.0,202,137,63,13,0,0,0,0,0,0,0,0,134,2,1,Matches
Igor Gomes,br BRA,DF,22.0,7.6,445,395,49,8,0,0,11,41,0,0,0,0,352,1,8,Matches
Lucas Alario,ar ARG,"FW,MF",31.0,7.1,113,108,4,0,0,0,2,0,0,0,0,0,82,1,2,Matches
Clayton,br BRA,DF,23.0,5.9,317,307,10,10,0,4,0,0,0,0,0,0,272,0,3,Matches
Mauricio,br BRA,MF,22.0,4.2,144,131,13,1,1,0,14,3,9,6,1,0,104,0,6,Matches
Hugo Mallo,es ESP,DF,32.0,4.0,219,188,31,5,0,1,11,25,1,0,0,0,168,0,4,Matches
Gustavo Prado,br BRA,"FW,MF",18.0,7.4,271,264,6,1,1,3,35,1,4,0,4,0,208,1,9,Matches
Hyoran,br BRA,"FW,MF",30.0,3.7,105,95,9,1,0,0,14,1,6,2,3,0,69,1,5,Matches
Lucca Holanda,br BRA,"FW,MF",20.0,3.3,43,43,0,0,0,0,2,0,0,0,0,0,28,0,4,Matches
Charles Aránguiz,cl CHI,MF,34.0,3.2,166,159,7,3,0,1,2,0,0,0,0,0,131,0,0,Matches
Anthoni,br BRA,GK,22.0,2.0,72,39,33,7,0,0,0,0,0,0,0,0,37,0,0,Matches
Lucca Drummond,br BRA,FW,20.0,1.8,35,35,0,0,0,0,0,0,0,0,0,0,27,0,3,Matches
Braian Aguirre,ar ARG,DF,23.0,1.0,46,37,9,0,0,0,4,9,0,0,0,0,32,0,0,Matches
Matheus Dias,br BRA,"FW,MF",26.0,0.8,38,36,2,1,0,0,1,1,0,0,0,0,30,0,0,Matches
Ricardo Mathias,br BRA,"FW,MF",17.0,1.0,16,14,1,0,0,0,3,1,0,0,0,0,6,1,1,Matches
Luis Otávio,br BRA,MF,16.0,0.6,45,45,0,0,0,0,0,0,0,0,0,0,37,0,2,Matches
Nathan,br BRA,DF,22.0,0.1,7,6,1,0,0,0,1,1,0,0,0,0,6,0,0,Matches
Squad Total,,,27.5,38.0,18667,16803,1804,525,38,93,768,788,192,88,73,3,14964,60,323,
Opponent Total,,,27.6,38.0,16588,14555,1944,608,23,178,644,786,163,40,78,7,12806,89,356,
