Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Ernando,br BRA,DF,27.0,37,37,3318.0,36.9,2.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,0.05,0.11,0.16,0.05,0.16,Matches
William,br BRA,"DF,MF",20.0,32,31,2808.0,31.2,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches
Paulão,br BRA,DF,29.0,31,31,2688.0,29.9,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danilo Fernandes,br BRA,GK,27.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vitinho,br BRA,"FW,MF",22.0,28,26,2183.0,24.3,8.0,4.0,12.0,7.0,1.0,1.0,8.0,0.0,0.33,0.16,0.49,0.29,0.45,Matches
Eduardo Sasha,br BRA,"FW,MF",23.0,31,25,2223.0,24.7,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches
Fábio Gonçalves,br BRA,MF,29.0,24,23,1944.0,21.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches
Rodrigo Dourado,br BRA,MF,21.0,23,22,1935.0,21.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches
Artur,br BRA,"DF,MF",21.0,20,19,1664.0,18.5,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
Fernando Bob,br BRA,MF,28.0,18,17,1437.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches
Gustavo Ferrareis,br BRA,"DF,FW",20.0,24,16,1407.0,15.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.13,0.06,0.19,0.13,0.19,Matches
Valdívia,br BRA,MF,21.0,27,15,1339.0,14.9,4.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.27,0.07,0.34,0.27,0.34,Matches
Luis Manuel Seijas,ve VEN,MF,29.0,19,15,1212.0,13.5,4.0,1.0,5.0,3.0,1.0,1.0,3.0,0.0,0.3,0.07,0.37,0.22,0.3,Matches
Anselmo de Moraes,br BRA,MF,26.0,17,15,1118.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Geferson,br BRA,"DF,MF",21.0,15,13,1027.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Alex,br BRA,MF,33.0,23,12,1093.0,12.1,1.0,2.0,3.0,0.0,1.0,1.0,8.0,2.0,0.08,0.16,0.25,0.0,0.16,Matches
Ceará,br BRA,DF,35.0,12,10,867.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anderson,br BRA,MF,27.0,20,9,959.0,10.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.09,0.19,0.28,0.09,0.28,Matches
Aylon,br BRA,"FW,MF",23.0,21,9,921.0,10.2,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,0.39,0.1,0.49,0.39,0.49,Matches
Nicolás López,uy URU,"FW,MF",22.0,12,8,775.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrigo,br BRA,"FW,MF",20.0,11,8,575.0,6.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.16,0.16,0.31,0.16,0.31,Matches
Marcelo Lomba,br BRA,GK,29.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alan Costa,br BRA,DF,25.0,5,5,450.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.4,0.4,0.0,0.4,Matches
Eduardo Gabriel,br BRA,DF,19.0,5,4,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eduardo Henrique,br BRA,MF,20.0,7,4,371.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Muriel Becker,br BRA,GK,28.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ariel Nahuelpán,ar ARG,FW,28.0,11,2,379.0,4.2,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.24,0.24,0.47,0.24,0.47,Matches
Leandro Almeida Silva,br BRA,DF,28.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Raphinha,br BRA,DF,22.0,2,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paulo Magalhães,cl CHI,"DF,MF",26.0,2,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
