Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Alisson,br BRA,GK,23.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jacsson,br BRA,GK,21.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marquinhos,br BRA,"DF,FW",26.0,5,0,154.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.58,Matches
Jair,br BRA,MF,21.0,2,0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nílton,br BRA,MF,28.0,2,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mike,br BRA,"FW,MF",22.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Baio,br BRA,FW,20.0,2,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Gonçalves,br BRA,MF,21.0,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Brenner Marlos,br BRA,FW,21.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alisson Farias,br BRA,"FW,MF",19.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Bertotto,br BRA,MF,22.0,0,0,,,,,,,,,,,,,,,,Matches
Marcos Calazans,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Keiller,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches
Marcinho,br BRA,MF,31.0,0,0,,,,,,,,,,,,,,,,Matches
Maurides,br BRA,FW,21.0,0,0,,,,,,,,,,,,,,,,Matches
Yan Petter,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,Matches
Yonatthan Rak,uy URU,DF,22.0,0,0,,,,,,,,,,,,,,,,Matches
Réver,br BRA,DF,31.0,0,0,,,,,,,,,,,,,,,,Matches
Charles Rigon Matos,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.5,38,418,3420.0,38.0,34.0,30.0,64.0,31.0,3.0,5.0,104.0,6.0,0.89,0.79,1.68,0.82,1.61,
Opponent Total,,,26.8,38,418,3420.0,38.0,41.0,26.0,67.0,37.0,4.0,6.0,86.0,4.0,1.08,0.68,1.76,0.97,1.66,
