Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Marcelo Lomba,br BRA,GK,32.0,34,34,3020.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Víctor Cuesta,ar ARG,DF,30.0,31,30,2713.0,30.1,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,1.7,1.7,1.1,2.7,34.0,104.0,4.0,0.03,0.03,0.07,0.03,0.07,0.06,0.04,0.09,0.06,0.09,Matches
Edenílson,br BRA,MF,29.0,30,28,2471.0,27.5,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,3.5,3.5,2.3,5.8,46.0,148.0,73.0,0.18,0.07,0.25,0.18,0.25,0.13,0.08,0.21,0.13,0.21,Matches
Rodrigo Lindoso,br BRA,MF,29.0,27,27,2372.0,26.4,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,3.8,3.8,1.4,5.2,29.0,157.0,18.0,0.15,0.08,0.23,0.15,0.23,0.14,0.05,0.2,0.14,0.2,Matches
Paolo Guerrero,pe PER,FW,35.0,24,23,2010.0,22.3,10.0,1.0,11.0,10.0,0.0,1.0,3.0,1.0,9.4,8.6,3.0,11.6,42.0,52.0,169.0,0.45,0.04,0.49,0.45,0.49,0.42,0.14,0.56,0.38,0.52,Matches
Heitor,br BRA,DF,18.0,20,20,1743.0,19.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,1.4,1.8,39.0,46.0,98.0,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09,Matches
Patrick,br BRA,"MF,FW",26.0,24,20,1740.0,19.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,3.2,3.2,2.5,5.7,70.0,93.0,123.0,0.1,0.05,0.16,0.1,0.16,0.16,0.13,0.3,0.16,0.3,Matches
Nonato,br BRA,MF,20.0,26,20,1730.0,19.2,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.5,2.5,0.7,3.2,27.0,73.0,43.0,0.16,0.05,0.21,0.16,0.21,0.13,0.04,0.17,0.13,0.17,Matches
Zeca,br BRA,DF,24.0,20,19,1699.0,18.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.7,1.0,44.0,73.0,76.0,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,Matches
Uendel,br BRA,DF,30.0,20,19,1666.0,18.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,2.3,2.8,20.0,74.0,122.0,0.0,0.11,0.11,0.0,0.11,0.03,0.12,0.15,0.03,0.15,Matches
Nicolás López,uy URU,"FW,MF",25.0,25,19,1586.0,17.6,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,5.6,5.6,4.9,10.6,68.0,73.0,152.0,0.06,0.17,0.23,0.06,0.23,0.32,0.28,0.6,0.32,0.6,Matches
Rodrigo Moledo,br BRA,DF,31.0,17,16,1307.0,14.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.5,2.4,6.0,34.0,1.0,0.07,0.0,0.07,0.07,0.07,0.14,0.03,0.17,0.14,0.17,Matches
Andrés D'Alessandro,ar ARG,"MF,FW",37.0,23,15,1515.0,16.8,1.0,3.0,4.0,1.0,0.0,1.0,7.0,0.0,2.0,1.2,4.1,5.4,39.0,215.0,126.0,0.06,0.18,0.24,0.06,0.24,0.12,0.25,0.37,0.07,0.32,Matches
Guilherme Parede,br BRA,"FW,MF",23.0,25,14,1368.0,15.2,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.6,2.6,3.2,5.7,26.0,31.0,134.0,0.2,0.13,0.33,0.2,0.33,0.17,0.21,0.38,0.17,0.38,Matches
Rafael Sóbis,br BRA,"FW,MF",33.0,20,12,1062.0,11.8,2.0,2.0,4.0,1.0,1.0,1.0,7.0,0.0,3.5,2.7,3.6,6.3,29.0,51.0,76.0,0.17,0.17,0.34,0.08,0.25,0.29,0.3,0.6,0.23,0.53,Matches
Emerson Santos,br BRA,DF,23.0,11,10,834.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.5,3.0,22.0,0.0,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05,Matches
Bruno Fuchs,br BRA,DF,19.0,10,9,791.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,11.0,58.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Neílton,br BRA,"FW,MF",24.0,16,9,765.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.6,2.7,46.0,46.0,76.0,0.12,0.0,0.12,0.12,0.12,0.24,0.07,0.31,0.24,0.31,Matches
Wellington Silva,br BRA,"FW,MF",26.0,21,8,925.0,10.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.9,2.7,56.0,40.0,78.0,0.1,0.1,0.19,0.1,0.19,0.17,0.09,0.26,0.17,0.26,Matches
Bruno Silva,br BRA,MF,32.0,9,7,590.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.4,1.0,2.0,41.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16,Matches
Francisco Rithely,br BRA,MF,28.0,8,7,558.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,19.0,2.0,0.0,0.16,0.16,0.0,0.16,0.02,0.02,0.04,0.02,0.04,Matches
Natanael,br BRA,DF,28.0,7,7,545.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,11.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
William Pottker,br BRA,FW,25.0,10,7,512.0,5.7,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.7,2.7,1.1,3.8,35.0,17.0,62.0,0.7,0.0,0.7,0.7,0.7,0.48,0.19,0.66,0.48,0.66,Matches
