Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Marcelo Lomba,br BRA,GK,33.0,37.0,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,12,3,Matches
Víctor Cuesta,ar ARG,DF,31.0,34.8,37,23,27,9,1,18,31,58.1,13,34,20,14,39,76,101,1,Matches
Patrick,br BRA,"MF,FW",27.0,28.9,67,40,23,40,4,23,77,29.9,54,46,5,41,25,92,25,0,Matches
Edenílson,br BRA,MF,30.0,30.9,36,18,12,12,12,16,45,35.6,29,28,7,21,39,75,32,0,Matches
Moisés,br BRA,DF,24.0,24.2,51,27,29,19,3,27,39,69.2,12,17,6,11,30,81,51,1,Matches
Thiago Galhardo,br BRA,FW,30.0,20.7,16,10,5,5,6,4,25,16.0,21,21,3,18,4,20,21,0,Matches
Rodinei,br BRA,DF,28.0,20.1,36,15,21,10,5,14,30,46.7,16,17,4,13,30,66,42,0,Matches
Bruno Praxedes,br BRA,MF,17.0,13.3,28,18,8,17,3,11,29,37.9,18,16,0,16,17,45,8,0,Matches
Zé Gabriel,br BRA,DF,21.0,17.2,30,18,17,12,1,18,34,52.9,16,14,8,6,26,56,74,0,Matches
Marcos Guilherme,br BRA,"MF,FW",24.0,14.0,24,13,7,15,2,12,33,36.4,21,11,0,11,5,29,8,0,Matches
Rodrigo Lindoso,br BRA,MF,30.0,18.8,30,18,8,19,3,15,50,30.0,35,28,11,17,31,61,26,0,Matches
Rodrigo Dourado,br BRA,MF,25.0,13.4,30,10,7,21,2,12,36,33.3,24,27,9,18,32,62,25,0,Matches
Yuri Alberto,br BRA,"FW,MF",18.0,14.4,5,3,1,3,1,3,7,42.9,4,11,2,9,2,7,8,0,Matches
Uendel,br BRA,DF,31.0,11.9,13,6,4,6,3,7,15,46.7,8,11,2,9,15,28,23,1,Matches
Caio Vidal,br BRA,"MF,FW",19.0,9.2,2,1,0,0,2,1,9,11.1,8,7,0,7,10,12,8,0,Matches
Lucas Ribeiro,br BRA,DF,21.0,11.1,12,7,9,3,0,5,8,62.5,3,8,3,5,18,30,29,1,Matches
Rodrigo Moledo,br BRA,DF,32.0,10.6,16,9,13,3,0,7,9,77.8,2,16,14,2,21,37,83,0,Matches
Abel Hernández,uy URU,FW,29.0,10.3,10,6,3,4,3,3,5,60.0,2,11,1,10,4,14,7,0,Matches
Heitor,br BRA,DF,19.0,9.7,27,21,20,4,3,14,29,48.3,15,14,4,10,20,47,23,0,Matches
Gabriel Boschilia,br BRA,"MF,FW",23.0,9.5,17,14,4,10,3,7,34,20.6,27,20,1,19,6,23,5,0,Matches
Renzo Saravia,ar ARG,DF,26.0,8.0,21,12,11,7,3,9,32,28.1,23,10,1,9,13,34,10,0,Matches
Damián Musto,ar ARG,MF,32.0,7.1,15,8,6,7,2,4,10,40.0,6,8,5,3,23,38,12,1,Matches
Johnny Cardoso,us USA,MF,18.0,5.3,9,8,3,5,1,2,7,28.6,5,8,0,8,11,20,8,0,Matches
Andrés D'Alessandro,ar ARG,"MF,FW",38.0,6.0,8,6,3,2,3,4,13,30.8,9,2,0,2,0,8,4,0,Matches
Nonato,br BRA,MF,21.0,4.8,15,9,2,10,3,6,17,35.3,11,2,0,2,3,18,3,0,Matches
Peglow,br BRA,"MF,FW",18.0,3.7,6,2,2,3,1,3,8,37.5,5,10,0,10,1,7,3,0,Matches
William Pottker,br BRA,"FW,MF",26.0,3.4,2,1,0,1,1,0,4,0.0,4,5,1,4,0,2,3,0,Matches
