Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Víctor Cuesta,ar ARG,DF,32.0,34.3,36,1.05,28,0,4,0,1,3,7,0.2,5,0,1,0,1,0,Matches
Patrick,br BRA,"FW,MF",28.0,27.6,74,2.68,58,0,3,7,5,1,9,0.33,6,0,1,1,1,0,Matches
Yuri Alberto,br BRA,FW,19.0,29.9,67,2.25,50,0,6,9,2,0,9,0.3,7,0,1,0,1,0,Matches
Edenílson,br BRA,"MF,FW",31.0,30.1,112,3.72,79,24,3,2,4,0,9,0.3,5,2,0,0,2,0,Matches
Rodrigo Dourado,br BRA,MF,26.0,25.5,42,1.65,35,2,0,0,1,4,6,0.24,5,1,0,0,0,0,Matches
Bruno Méndez,uy URU,DF,21.0,24.6,7,0.28,7,0,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
Moisés,br BRA,DF,25.0,23.2,56,2.42,35,18,2,0,0,1,5,0.22,3,1,1,0,0,0,Matches
Renzo Saravia,ar ARG,DF,27.0,22.0,39,1.77,28,4,2,0,5,0,4,0.18,4,0,0,0,0,0,Matches
Daniel,br BRA,GK,26.0,23.0,3,0.13,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodrigo Lindoso,br BRA,MF,31.0,19.4,23,1.19,18,0,1,2,1,1,2,0.1,0,0,0,1,1,0,Matches
Taison,br BRA,"MF,FW",33.0,18.5,81,4.37,69,3,2,3,4,0,5,0.27,4,0,1,0,0,0,Matches
Mauricio,br BRA,"MF,FW",19.0,15.8,61,3.86,44,0,6,8,2,1,5,0.32,3,0,0,2,0,0,Matches
Marcelo Lomba,br BRA,GK,34.0,15.0,2,0.13,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Johnny Cardoso,us USA,MF,19.0,13.5,14,1.04,11,0,1,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Heitor,br BRA,DF,20.0,12.9,30,2.33,20,4,1,3,1,1,3,0.23,1,2,0,0,0,0,Matches
Caio Vidal,br BRA,"FW,MF",20.0,10.5,14,1.33,8,0,0,2,4,0,4,0.38,1,0,0,1,2,0,Matches
Gabriel Mercado,ar ARG,DF,33.0,9.3,11,1.18,9,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Carlos Palacios,cl CHI,"MF,FW",20.0,9.9,50,5.04,36,5,3,1,5,0,5,0.5,5,0,0,0,0,0,Matches
Paulo Victor,br BRA,DF,19.0,9.5,12,1.26,10,1,1,0,0,0,1,0.1,1,0,0,0,0,0,Matches
Lucas Ribeiro,br BRA,DF,22.0,4.7,6,1.28,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Thiago Galhardo,br BRA,FW,31.0,5.1,12,2.34,8,0,1,1,2,0,0,0.0,0,0,0,0,0,0,Matches
Pedro Henrique,br BRA,DF,20.0,4.0,2,0.5,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Zé Gabriel,br BRA,"DF,MF",22.0,4.2,5,1.19,2,0,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Leonardo Borges,br BRA,"DF,FW",20.0,3.1,2,0.64,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Boschilia,br BRA,MF,24.0,5.9,19,3.24,13,3,0,0,2,1,2,0.34,2,0,0,0,0,0,Matches
Kaique Rocha,br BRA,DF,19.0,2.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Juan Cuesta,co COL,"FW,MF",18.0,1.4,3,2.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Ramos,br BRA,"MF,FW",20.0,1.2,4,3.21,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Paolo Guerrero,pe PER,"FW,MF",37.0,2.5,7,2.81,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matheus Cadorini,br BRA,"FW,MF",18.0,2.1,8,3.71,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruno Praxedes,br BRA,MF,18.0,1.2,3,2.5,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Nonato,br BRA,MF,22.0,0.9,1,1.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gustavo Maia,br BRA,"FW,MF",20.0,1.7,1,0.58,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vinicius Mello,br BRA,FW,18.0,1.1,5,4.5,3,0,0,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Thauan Lara,br BRA,DF,17.0,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Peglow,br BRA,"MF,DF",19.0,0.1,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.2,38.0,814,21.42,608,69,36,44,43,14,78,2.05,54,6,5,5,8,0,
Opponent Total,,,27.0,38.0,870,22.89,599,82,72,44,60,13,71,1.87,45,6,8,5,7,0,
