Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Marcelo Lomba,br BRA,GK,32.0,33.6,0,1,0,0.0,0.03,0.0,0.0,,8.9,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Víctor Cuesta,ar ARG,DF,30.0,30.1,1,18,6,33.3,0.6,0.2,0.06,0.17,15.5,1,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches
Edenílson,br BRA,MF,29.0,27.5,5,27,13,48.1,0.98,0.47,0.19,0.38,18.9,1,0,0,3.5,3.5,0.13,1.5,1.5,Matches
Rodrigo Lindoso,br BRA,MF,29.0,26.4,4,29,9,31.0,1.1,0.34,0.14,0.44,22.0,1,0,0,3.8,3.8,0.14,0.2,0.2,Matches
Paolo Guerrero,pe PER,FW,35.0,22.3,10,80,32,40.0,3.58,1.43,0.13,0.31,15.9,8,0,1,9.4,8.6,0.11,0.6,1.4,Matches
Heitor,br BRA,DF,18.0,19.4,0,12,4,33.3,0.62,0.21,0.0,0.0,25.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Patrick,br BRA,"MF,FW",26.0,19.3,2,26,4,15.4,1.34,0.21,0.08,0.5,14.6,0,0,0,3.2,3.2,0.12,-1.2,-1.2,Matches
Nonato,br BRA,MF,20.0,19.2,3,21,7,33.3,1.09,0.36,0.14,0.43,17.7,0,0,0,2.5,2.5,0.12,0.5,0.5,Matches
Zeca,br BRA,DF,24.0,18.9,0,5,1,20.0,0.26,0.05,0.0,0.0,25.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Uendel,br BRA,DF,30.0,18.5,0,8,2,25.0,0.43,0.11,0.0,0.0,16.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Nicolás López,uy URU,"FW,MF",25.0,17.6,1,58,18,31.0,3.29,1.02,0.02,0.06,20.7,1,0,0,5.6,5.6,0.1,-4.6,-4.6,Matches
Rodrigo Moledo,br BRA,DF,31.0,14.5,1,12,4,33.3,0.83,0.28,0.08,0.25,9.0,0,0,0,2.0,2.0,0.16,-1.0,-1.0,Matches
Andrés D'Alessandro,ar ARG,"MF,FW",37.0,16.8,1,30,10,33.3,1.78,0.59,0.03,0.1,25.2,7,0,1,2.0,1.2,0.04,-1.0,-0.2,Matches
Guilherme Parede,br BRA,"FW,MF",23.0,15.2,3,31,7,22.6,2.04,0.46,0.1,0.43,18.2,0,0,0,2.6,2.6,0.08,0.4,0.4,Matches
Rafael Sóbis,br BRA,"FW,MF",33.0,11.8,2,46,16,34.8,3.9,1.36,0.02,0.06,25.7,12,1,1,3.5,2.7,0.06,-1.5,-1.7,Matches
Emerson Santos,br BRA,DF,23.0,9.3,1,6,3,50.0,0.65,0.32,0.17,0.33,16.9,2,0,0,0.4,0.4,0.06,0.6,0.6,Matches
Bruno Fuchs,br BRA,DF,19.0,8.8,0,5,1,20.0,0.57,0.11,0.0,0.0,34.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Neílton,br BRA,"FW,MF",24.0,8.5,1,22,4,18.2,2.59,0.47,0.05,0.25,21.7,0,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches
Wellington Silva,br BRA,"FW,MF",26.0,10.3,1,20,7,35.0,1.95,0.68,0.05,0.14,20.1,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches
Bruno Silva,br BRA,MF,32.0,6.6,0,7,3,42.9,1.07,0.46,0.0,0.0,18.9,0,0,0,0.7,0.7,0.1,-0.7,-0.7,Matches
Francisco Rithely,br BRA,MF,28.0,6.2,0,4,1,25.0,0.65,0.16,0.0,0.0,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Natanael,br BRA,DF,28.0,6.1,0,3,0,0.0,0.5,0.0,0.0,,27.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
William Pottker,br BRA,FW,25.0,5.7,4,22,7,31.8,3.87,1.23,0.18,0.57,15.5,0,0,0,2.7,2.7,0.12,1.3,1.3,Matches
Willian Klaus,br BRA,DF,25.0,8.3,0,3,0,0.0,0.36,0.0,0.0,,6.8,0,0,0,0.6,0.6,0.21,-0.6,-0.6,Matches
Bruno Vieira,br BRA,DF,33.0,5.2,0,1,0,0.0,0.19,0.0,0.0,,24.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Martín Sarrafiore,ar ARG,"FW,MF",21.0,7.3,3,20,8,40.0,2.74,1.09,0.15,0.38,21.7,0,0,0,1.2,1.2,0.06,1.8,1.8,Matches
Iago,br BRA,DF,21.0,5.0,0,3,1,33.3,0.6,0.2,0.0,0.0,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Roberto Rosa,br BRA,DF,20.0,5.0,0,2,1,50.0,0.4,0.2,0.0,0.0,9.0,0,0,0,0.5,0.5,0.24,-0.5,-0.5,Matches
Danilo Fernandes,br BRA,GK,30.0,4.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Santiago Tréllez,co COL,FW,29.0,3.3,0,9,3,33.3,2.76,0.92,0.0,0.0,10.9,0,0,0,1.7,1.7,0.19,-1.7,-1.7,Matches
Rodrigo Dourado,br BRA,MF,24.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Zé Gabriel,br BRA,MF,20.0,0.8,0,1,0,0.0,1.22,0.0,0.0,,15.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Fernando Camilo Farias,br BRA,MF,32.0,0.6,0,3,1,33.3,5.09,1.7,0.0,0.0,18.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Jonatan Álvez,uy URU,FW,30.0,1.0,0,9,2,22.2,9.42,2.09,0.0,0.0,15.2,0,0,0,1.3,1.3,0.14,-1.3,-1.3,Matches
Erik,br BRA,DF,17.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pedro Lucas,br BRA,"FW,DF",20.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Johnny Cardoso,us USA,FW,17.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
José Aldo,br BRA,MF,20.0,0.1,0,1,0,0.0,10.0,0.0,0.0,,34.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Squad Total,,,27.9,38.0,43,545,175,32.1,14.34,4.61,0.08,0.24,19.4,33,1,3,53.0,50.8,0.1,-10.0,-8.8,
Opponent Total,,,27.6,38.0,38,495,165,33.3,13.03,4.34,0.07,0.21,20.4,29,4,5,47.5,44.0,0.09,-9.5,-10.0,
