Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Marcelo Lomba,br BRA,GK,33.0,37.0,34,4,1,5,1,30.1,0.27,-2.9,-0.08,148,525,28.2,736,95,46.1,37.7,264,70.5,50.5,465,12,2.6,24,0.65,14.8,Matches
Danilo Fernandes,br BRA,GK,31.0,1.0,1,0,0,0,0,1.1,0.37,0.1,0.12,6,15,40.0,14,3,50.0,40.9,10,80.0,49.5,22,1,4.5,1,1.0,11.0,Matches
Daniel,br BRA,GK,25.0,0.0,0,0,0,0,0,0.2,0.18,0.2,5.31,1,3,33.3,3,0,66.7,49.7,1,100.0,68.0,1,0,0.0,0,0.0,,Matches
Squad Total,,,27.1,38.0,35,4,1,5,1,31.4,0.27,-2.6,-0.07,155,543,28.5,753,98,46.2,,275,70.9,50.5,488,13,2.7,25,0.66,,
Opponent Total,,,26.8,38.0,61,9,0,10,2,56.2,0.3,-2.8,-0.07,174,424,41.0,811,152,34.9,34.6,267,52.8,41.1,614,14,2.3,22,0.58,12.8,
