Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Víctor Cuesta,ar ARG,DF,32.0,34.3,1433,1765,81.2,28030,10022,479,526,91.1,776,873,88.9,158,318,49.7,5,2.1,2.3,2.9,18,120,21,11,133,Matches
Patrick,br BRA,"FW,MF",28.0,27.6,815,1066,76.5,11437,2827,496,568,87.3,258,334,77.2,33,66,50.0,4,4.0,3.5,0.0,32,75,21,5,80,Matches
Yuri Alberto,br BRA,FW,19.0,29.9,466,673,69.2,5741,1096,301,381,79.0,119,163,73.0,9,23,39.1,3,4.7,2.3,-1.7,28,18,10,1,40,Matches
Edenílson,br BRA,"MF,FW",31.0,30.1,1179,1477,79.8,19547,5964,622,693,89.8,370,461,80.3,142,243,58.4,7,6.2,4.6,0.8,68,134,28,6,154,Matches
Rodrigo Dourado,br BRA,MF,26.0,25.5,1174,1353,86.8,20237,6124,525,597,87.9,513,568,90.3,105,125,84.0,2,1.8,2.5,0.2,17,127,19,1,118,Matches
Bruno Méndez,uy URU,DF,21.0,24.6,841,1026,82.0,17418,6293,244,266,91.7,458,516,88.8,127,222,57.2,0,0.0,0.7,0.0,0,47,2,1,52,Matches
Moisés,br BRA,DF,25.0,23.2,1054,1352,78.0,16889,6745,535,591,90.5,401,501,80.0,78,164,47.6,2,2.8,2.4,-0.8,29,45,17,10,83,Matches
Renzo Saravia,ar ARG,DF,27.0,22.0,762,968,78.7,11640,4408,412,464,88.8,286,356,80.3,41,83,49.4,0,1.7,1.3,-1.7,13,68,13,7,69,Matches
Daniel,br BRA,GK,26.0,23.0,406,669,60.7,13263,10941,70,70,100.0,143,145,98.6,184,444,41.4,0,0.0,0.0,0.0,0,11,0,0,0,Matches
Rodrigo Lindoso,br BRA,MF,31.0,19.4,996,1161,85.8,19016,6180,389,444,87.6,446,501,89.0,139,171,81.3,0,0.8,0.9,-0.8,12,100,11,3,111,Matches
Taison,br BRA,"MF,FW",33.0,18.5,706,867,81.4,11631,3007,369,431,85.6,242,282,85.8,73,108,67.6,1,4.6,2.6,-3.6,37,92,34,0,150,Matches
Mauricio,br BRA,"MF,FW",19.0,15.8,496,648,76.5,7622,1958,274,318,86.2,177,220,80.5,29,53,54.7,3,2.2,1.7,0.8,22,51,15,3,60,Matches
Marcelo Lomba,br BRA,GK,34.0,15.0,324,464,69.8,8856,6720,68,70,97.1,141,144,97.9,109,244,44.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Johnny Cardoso,us USA,MF,19.0,13.5,476,554,85.9,7696,1903,232,254,91.3,200,222,90.1,29,47,61.7,0,0.7,0.5,-0.7,4,30,6,0,29,Matches
Heitor,br BRA,DF,20.0,12.9,557,711,78.3,9841,2920,267,292,91.4,213,280,76.1,69,109,63.3,2,0.9,0.8,1.1,8,33,8,6,39,Matches
Caio Vidal,br BRA,"FW,MF",20.0,10.5,159,226,70.4,2272,525,93,113,82.3,50,68,73.5,8,15,53.3,0,0.4,0.4,-0.4,5,9,4,1,17,Matches
Gabriel Mercado,ar ARG,DF,33.0,9.3,321,402,79.9,5697,2048,153,173,88.4,132,156,84.6,33,56,58.9,0,0.4,0.4,-0.4,4,20,5,4,22,Matches
Carlos Palacios,cl CHI,"MF,FW",20.0,9.9,334,412,81.1,5281,1495,195,210,92.9,105,133,78.9,24,43,55.8,3,2.8,1.8,0.2,26,36,16,2,40,Matches
Paulo Victor,br BRA,DF,19.0,9.5,331,464,71.3,5210,1998,178,213,83.6,119,161,73.9,27,64,42.2,1,0.6,0.5,0.4,8,19,8,6,25,Matches
Lucas Ribeiro,br BRA,DF,22.0,4.7,216,244,88.5,4778,1425,56,62,90.3,113,119,95.0,44,57,77.2,0,0.0,0.1,0.0,0,10,2,0,14,Matches
Thiago Galhardo,br BRA,FW,31.0,5.1,61,94,64.9,1042,288,28,44,63.6,21,28,75.0,7,9,77.8,0,1.4,0.7,-1.4,7,9,4,2,9,Matches
Pedro Henrique,br BRA,DF,20.0,4.0,181,205,88.3,3622,1008,66,69,95.7,89,94,94.7,25,37,67.6,0,0.0,0.0,0.0,0,10,0,0,14,Matches
Zé Gabriel,br BRA,"DF,MF",22.0,4.2,156,185,84.3,2935,1005,56,65,86.2,82,90,91.1,16,25,64.0,0,0.0,0.0,0.0,0,7,0,0,12,Matches
Leonardo Borges,br BRA,"DF,FW",20.0,3.1,84,144,58.3,1324,501,38,51,74.5,33,59,55.9,7,19,36.8,0,0.0,0.1,0.0,0,6,1,0,7,Matches
Gabriel Boschilia,br BRA,MF,24.0,5.9,260,335,77.6,4303,1168,137,151,90.7,89,106,84.0,29,57,50.9,0,0.2,0.5,-0.2,3,40,5,1,43,Matches
Kaique Rocha,br BRA,DF,19.0,2.3,60,80,75.0,1187,399,17,20,85.0,35,41,85.4,6,14,42.9,0,0.0,0.0,0.0,0,3,0,0,3,Matches
Juan Cuesta,co COL,"FW,MF",18.0,1.4,24,32,75.0,294,50,17,20,85.0,5,9,55.6,0,0,,0,0.1,0.0,-0.1,2,2,0,0,3,Matches
Lucas Ramos,br BRA,"MF,FW",20.0,1.2,20,35,57.1,286,64,9,11,81.8,7,15,46.7,1,4,25.0,0,0.2,0.2,-0.2,3,1,0,0,1,Matches
Paolo Guerrero,pe PER,"FW,MF",37.0,2.5,59,78,75.6,766,127,40,51,78.4,18,19,94.7,0,1,0.0,0,0.2,0.1,-0.2,2,4,0,0,5,Matches
Matheus Cadorini,br BRA,"FW,MF",18.0,2.1,40,49,81.6,505,54,27,31,87.1,12,13,92.3,0,1,0.0,0,0.3,0.1,-0.3,4,1,2,1,3,Matches
Bruno Praxedes,br BRA,MF,18.0,1.2,27,38,71.1,465,149,12,18,66.7,13,14,92.9,2,4,50.0,0,0.1,0.0,-0.1,1,3,1,0,5,Matches
Nonato,br BRA,MF,22.0,0.9,26,34,76.5,367,98,14,17,82.4,5,7,71.4,3,5,60.0,0,0.0,0.0,0.0,0,5,0,0,3,Matches
Gustavo Maia,br BRA,"FW,MF",20.0,1.7,47,59,79.7,559,196,32,36,88.9,9,11,81.8,1,4,25.0,0,0.0,0.1,0.0,0,5,2,0,4,Matches
Vinicius Mello,br BRA,FW,18.0,1.1,22,34,64.7,301,62,14,19,73.7,4,7,57.1,2,3,66.7,0,0.0,0.1,0.0,0,2,1,0,4,Matches
Thauan Lara,br BRA,DF,17.0,0.1,12,13,92.3,241,77,4,5,80.0,6,6,100.0,2,2,100.0,0,0.0,0.0,0.0,0,1,1,1,2,Matches
Peglow,br BRA,"MF,DF",19.0,0.1,9,11,81.8,142,7,5,6,83.3,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Squad Total,,,26.2,38.0,14134,17928,78.8,250441,89852,6474,7350,88.1,5692,6725,84.6,1563,2841,55.0,33,39.0,31.5,-6.0,354,1145,257,72,1354,
Opponent Total,,,27.0,38.0,13675,17321,79.0,253866,95614,5536,6423,86.2,6150,7178,85.7,1638,2685,61.0,27,40.9,32.2,-13.9,378,1211,264,76,1576,
