Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2015-02-17,20:30,Libertadores,Second stage,Tue,Away,L,1,3,bo The Strongest,,10000.0,,,,Adrián Vélez,Match Report,
2015-02-26,20:15,Libertadores,Second stage,Thu,Home,W,3,1,cl U de Chile,,,,,,Víctor Carrillo,Match Report,
2015-03-04,22:00,Libertadores,Second stage,Wed,Home,W,3,2,ec CS Emelec,,45000.0,,,,Néstor Pitana,Match Report,
2015-03-18,17:45,Libertadores,Second stage,Wed,Away,D,1,1,ec CS Emelec,,,,,,Mauro Vigliano,Match Report,
2015-04-16,22:00,Libertadores,Second stage,Thu,Away,W,4,0,cl U de Chile,,15000.0,,,,Silvio Trucco,Match Report,
2015-04-22,17:30,Libertadores,Second stage,Wed,Home,W,1,0,bo The Strongest,,40000.0,,4-2-3-1,4-4-1-1,Enrique Cáceres,Match Report,
2015-05-06,22:00,Libertadores,Round of 16,Wed,Away,D,2,2,br Atlético Mineiro,,23000.0,,,,Wilmar Roldán,Match Report,Leg 1 of 2
2015-05-10,16:00,Série A,Matchweek 1,Sun,Away,L,0,3,Ath Paranaense,61.0,10499.0,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2015-05-13,22:00,Libertadores,Round of 16,Wed,Home,W,3,1,br Atlético Mineiro,,34000.0,,,,Julio Bascuñán,Match Report,Leg 2 of 2; Internacional won
2015-05-17,18:30,Série A,Matchweek 2,Sun,Home,W,1,0,Avaí,57.0,13009.0,,4-2-3-1,4-4-2,Igor Junior Benevenuto,Match Report,
2015-05-20,20:00,Libertadores,Quarter-finals,Wed,Away,L,0,1,co Santa Fe,,18860.0,,4-2-3-1,4-3-1-2,Néstor Pitana,Match Report,Leg 1 of 2
2015-05-23,18:30,Série A,Matchweek 3,Sat,Away,D,1,1,Vasco da Gama,39.0,5143.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2015-05-27,19:30,Libertadores,Quarter-finals,Wed,Home,W,2,0,co Santa Fe,,40000.0,,,,Víctor Carrillo,Match Report,Leg 2 of 2; Internacional won
2015-05-31,16:00,Série A,Matchweek 4,Sun,Home,D,0,0,São Paulo,54.0,25213.0,,4-2-3-1,4-2-2-2,Leandro Pedro Vuaden,Match Report,
2015-06-04,21:00,Série A,Matchweek 5,Thu,Away,D,1,1,Palmeiras,41.0,36199.0,,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2015-06-07,11:00,Série A,Matchweek 6,Sun,Home,W,2,0,Coritiba,46.0,35766.0,,4-2-2-2,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2015-06-13,16:30,Série A,Matchweek 7,Sat,Away,L,1,2,Corinthians,52.0,27270.0,,4-2-2-2,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2015-06-18,21:00,Série A,Matchweek 8,Thu,Away,D,0,0,Figueirense,56.0,6244.0,,4-4-2,4-1-2-1-2,Wagner do Nascimento Magalhaes,Match Report,
2015-06-28,18:30,Série A,Matchweek 9,Sun,Home,W,1,0,Santos,62.0,22495.0,,4-2-2-2,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2015-07-01,19:30,Série A,Matchweek 10,Wed,Away,L,0,3,Sport Recife,60.0,23343.0,,4-2-2-2,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2015-07-05,18:30,Série A,Matchweek 11,Sun,Home,L,1,3,Atlético Mineiro,46.0,16812.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2015-07-08,22:00,Série A,Matchweek 12,Wed,Home,L,1,2,Flamengo,59.0,10931.0,,4-2-3-1,4-3-2-1,Wilton Sampaio,Match Report,
2015-07-12,16:00,Série A,Matchweek 13,Sun,Away,W,2,0,Joinville,38.0,10324.0,,4-2-3-1,4-2-2-2,Francisco Carlos do Nascimento,Match Report,
2015-07-15,22:00,Libertadores,Semi-finals,Wed,Home,W,2,1,mx UANL,,,,4-2-2-2,4-2-3-1,José Argote,Match Report,Leg 1 of 2
