Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
7,Fluminense,19,13,4,2,33,18,15,43,2.26,28.6,17.9,10.7,0.56,19,3,4,12,18,29,-11,13,0.68,21.4,30.7,-9.4,-0.49
8,Ath Paranaense,19,10,8,1,33,19,14,38,2.0,32.5,19.0,13.5,0.71,19,4,6,9,18,24,-6,18,0.95,18.6,27.6,-9.0,-0.47
9,Internacional,19,9,5,5,30,21,9,32,1.68,25.3,20.7,4.6,0.24,19,6,5,8,16,24,-8,23,1.21,17.1,26.5,-9.4,-0.5
10,Fortaleza,19,9,6,4,28,20,8,33,1.74,32.5,17.5,15.0,0.79,19,6,3,10,17,24,-7,21,1.11,19.0,26.2,-7.2,-0.38
11,São Paulo,19,13,3,3,29,13,16,42,2.21,30.1,14.1,16.0,0.84,19,1,8,10,11,25,-14,11,0.58,19.4,22.6,-3.2,-0.17
