Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Marcelo Lomba,br BRA,GK,33.0,37,37,3327.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Víctor Cuesta,ar ARG,DF,31.0,35,35,3131.0,34.8,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.9,0.9,0.6,1.5,29.0,128.0,8.0,0.03,0.03,0.06,0.03,0.06,0.03,0.02,0.04,0.03,0.04,Matches
Patrick,br BRA,"MF,FW",27.0,33,32,2603.0,28.9,6.0,4.0,10.0,6.0,0.0,0.0,3.0,0.0,4.8,4.8,4.6,9.4,96.0,114.0,164.0,0.21,0.14,0.35,0.21,0.35,0.16,0.16,0.32,0.16,0.32,Matches
Edenílson,br BRA,MF,30.0,33,31,2785.0,30.9,6.0,5.0,11.0,3.0,3.0,3.0,6.0,0.0,6.2,3.9,4.5,8.4,47.0,164.0,118.0,0.19,0.16,0.36,0.1,0.26,0.2,0.15,0.35,0.13,0.27,Matches
Moisés,br BRA,DF,24.0,26,24,2174.0,24.2,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,2.4,2.7,63.0,75.0,117.0,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.11,0.01,0.11,Matches
Thiago Galhardo,br BRA,FW,30.0,29,20,1859.0,20.7,17.0,5.0,22.0,11.0,6.0,7.0,4.0,1.0,14.0,8.5,4.3,12.8,34.0,47.0,109.0,0.82,0.24,1.07,0.53,0.77,0.68,0.21,0.89,0.41,0.62,Matches
Rodinei,br BRA,DF,28.0,23,20,1811.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,1.0,1.3,64.0,68.0,99.0,0.0,0.05,0.05,0.0,0.05,0.02,0.05,0.07,0.02,0.07,Matches
Bruno Praxedes,br BRA,MF,17.0,22,18,1195.0,13.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.9,2.9,31.0,74.0,35.0,0.08,0.0,0.08,0.08,0.08,0.08,0.14,0.22,0.08,0.22,Matches
Zé Gabriel,br BRA,DF,21.0,22,17,1549.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,32.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Marcos Guilherme,br BRA,"MF,FW",24.0,27,16,1263.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,2.1,3.3,32.0,42.0,69.0,0.0,0.07,0.07,0.0,0.07,0.09,0.15,0.23,0.09,0.23,Matches
Rodrigo Lindoso,br BRA,MF,30.0,30,15,1688.0,18.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.3,1.3,1.1,2.3,18.0,100.0,15.0,0.0,0.05,0.05,0.0,0.05,0.07,0.06,0.12,0.07,0.12,Matches
Rodrigo Dourado,br BRA,MF,25.0,19,15,1206.0,13.4,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.7,0.7,0.5,1.2,6.0,41.0,4.0,0.22,0.07,0.3,0.22,0.3,0.05,0.04,0.09,0.05,0.09,Matches
Yuri Alberto,br BRA,"FW,MF",18.0,23,14,1299.0,14.4,10.0,2.0,12.0,10.0,0.0,0.0,3.0,0.0,8.1,8.1,2.0,10.1,20.0,14.0,112.0,0.69,0.14,0.83,0.69,0.83,0.56,0.14,0.7,0.56,0.7,Matches
Uendel,br BRA,DF,31.0,14,13,1073.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,1.4,1.6,27.0,55.0,57.0,0.0,0.08,0.08,0.0,0.08,0.02,0.12,0.14,0.02,0.14,Matches
Caio Vidal,br BRA,"MF,FW",19.0,14,12,827.0,9.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.7,1.7,0.4,2.1,28.0,11.0,90.0,0.22,0.0,0.22,0.22,0.22,0.18,0.05,0.23,0.18,0.23,Matches
Lucas Ribeiro,br BRA,DF,21.0,13,11,997.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,8.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches
Rodrigo Moledo,br BRA,DF,32.0,18,10,958.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.1,0.1,0.0,0.2,6.0,31.0,2.0,0.09,0.0,0.09,0.09,0.09,0.01,0.0,0.02,0.01,0.02,Matches
