Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fabricio Bustos,ar ARG,DF,26.0,27.8,1353,1721,78.6,21219,7162,718,812,88.4,523,657,79.6,84,150,56.0,3,2.9,2.9,0.1,23,83,24,11,103,Matches
Alan Patrick,br BRA,"MF,FW",31.0,27.2,973,1246,78.1,16091,4303,473,554,85.4,388,471,82.4,82,149,55.0,5,5.2,5.9,-0.2,67,103,51,8,159,Matches
Wanderson,br BRA,"FW,MF",28.0,26.0,628,811,77.4,9068,2225,388,442,87.8,195,253,77.1,32,68,47.1,3,2.6,3.0,0.4,31,34,34,10,71,Matches
Gabriel Mercado,ar ARG,DF,35.0,24.2,1013,1127,89.9,19262,7857,332,350,94.9,593,625,94.9,83,135,61.5,0,0.3,0.4,-0.3,5,50,1,1,39,Matches
Vitão,br BRA,DF,22.0,22.7,960,1103,87.0,18482,5759,269,298,90.3,607,651,93.2,73,127,57.5,0,0.6,0.7,-0.6,7,64,1,1,60,Matches
Renê,br BRA,DF,30.0,25.4,1528,1874,81.5,27953,12276,658,727,90.5,666,794,83.9,182,273,66.7,1,1.9,2.5,-0.9,28,171,34,6,159,Matches
Mauricio,br BRA,"FW,MF",21.0,19.6,613,768,79.8,8909,2078,360,407,88.5,210,255,82.4,26,56,46.4,6,3.8,3.4,2.2,28,53,22,3,75,Matches
Johnny Cardoso,us USA,MF,21.0,17.9,679,784,86.6,10875,2864,344,386,89.1,277,310,89.4,45,58,77.6,2,1.0,1.0,1.0,15,68,7,2,70,Matches
Sergio Rochet,uy URU,GK,29.0,19.0,372,537,69.3,10227,7597,63,63,100.0,194,198,98.0,114,272,41.9,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Enner Valencia,ec ECU,FW,33.0,16.0,197,273,72.2,2758,370,118,147,80.3,55,78,70.5,13,18,72.2,1,1.0,1.1,0.0,16,10,10,3,16,Matches
Luiz Adriano,br BRA,FW,35.0,14.8,208,253,82.2,2628,429,128,147,87.1,58,66,87.9,6,8,75.0,1,1.3,1.7,-0.3,12,15,3,0,23,Matches
Carlos de Pena,uy URU,"MF,FW",30.0,15.8,565,740,76.4,9413,2549,285,326,87.4,218,277,78.7,47,92,51.1,0,0.9,1.6,-0.9,14,58,7,2,83,Matches
Charles Aránguiz,cl CHI,MF,33.0,14.1,824,954,86.4,12703,3501,442,499,88.6,320,352,90.9,37,49,75.5,1,1.3,1.1,-0.3,8,85,7,1,89,Matches
Igor Gomes,br BRA,DF,21.0,16.3,829,1040,79.7,14926,4865,357,397,89.9,390,455,85.7,75,146,51.4,0,0.3,0.5,-0.3,5,43,3,2,53,Matches
Pedro Henrique,br BRA,"FW,MF",32.0,14.1,257,362,71.0,4190,679,145,172,84.3,86,123,69.9,20,47,42.6,2,1.0,1.5,1.0,14,11,10,3,24,Matches
Nicolás Hernández,co COL,DF,25.0,14.4,681,781,87.2,13079,4403,239,254,94.1,380,410,92.7,57,102,55.9,2,1.0,1.0,1.0,2,52,3,1,65,Matches
Romulo,br BRA,"MF,DF",22.0,13.5,521,629,82.8,8517,1957,242,278,87.1,242,269,90.0,23,46,50.0,0,0.2,0.3,-0.2,3,42,6,1,37,Matches
Bruno Henrique,br BRA,MF,33.0,11.7,620,746,83.1,10850,3162,291,324,89.8,251,284,88.4,67,108,62.0,0,1.8,2.2,-1.8,27,76,14,3,77,Matches
Keiller,br BRA,GK,26.0,10.0,178,254,70.1,4723,3425,35,35,100.0,87,88,98.9,54,129,41.9,0,0.0,0.0,0.0,0,2,0,0,0,Matches
John,br BRA,GK,26.0,9.0,156,221,70.6,3861,2695,48,48,100.0,69,70,98.6,38,100,38.0,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Gabriel,br BRA,MF,30.0,8.5,600,655,91.6,9850,2969,290,312,92.9,262,278,94.2,35,40,87.5,0,0.3,0.4,-0.3,6,60,4,2,36,Matches
Gustavo Campanharo,br BRA,MF,30.0,7.7,346,378,91.5,5167,1064,182,198,91.9,138,147,93.9,13,16,81.3,0,0.0,0.1,0.0,2,28,1,0,33,Matches
Dalbert Henrique,br BRA,DF,29.0,5.5,246,328,75.0,4090,1453,113,130,86.9,112,138,81.2,13,33,39.4,0,0.2,0.2,-0.2,4,21,3,2,21,Matches
Matheus Dias,br BRA,"MF,FW",25.0,4.5,147,198,74.2,2219,517,82,107,76.6,43,57,75.4,12,15,80.0,0,0.1,0.2,-0.1,4,9,7,2,17,Matches
Rodrigo Moledo,br BRA,DF,35.0,5.3,274,298,91.9,4517,1680,121,124,97.6,143,150,95.3,9,19,47.4,0,0.1,0.1,-0.1,2,11,0,0,9,Matches
Lucca Holanda,br BRA,FW,19.0,6.1,86,125,68.8,1035,96,61,74,82.4,19,34,55.9,1,2,50.0,1,0.1,0.1,0.9,3,0,1,0,3,Matches
Alexandre Alemão,br BRA,FW,24.0,3.8,56,73,76.7,770,173,34,43,79.1,13,18,72.2,5,5,100.0,0,0.1,0.2,-0.1,4,4,2,0,7,Matches
Thauan Lara,br BRA,"DF,MF",19.0,3.7,168,226,74.3,2729,1096,90,103,87.4,63,80,78.8,12,26,46.2,0,0.2,0.3,-0.2,5,16,4,4,17,Matches
Hugo Mallo,es ESP,DF,31.0,3.6,218,260,83.8,3834,1222,88,99,88.9,114,134,85.1,14,24,58.3,0,0.1,0.1,-0.1,1,11,1,0,17,Matches
Gabriel Baralhas,br BRA,MF,24.0,2.6,118,143,82.5,1881,527,55,65,84.6,55,59,93.2,4,10,40.0,0,0.1,0.1,-0.1,1,10,0,0,13,Matches
Gabriel Barros,br BRA,"FW,MF",21.0,2.0,68,78,87.2,920,189,44,48,91.7,19,21,90.5,2,2,100.0,1,0.5,0.3,0.5,4,3,0,0,4,Matches
Jean Dias,br BRA,"FW,MF",32.0,3.6,91,126,72.2,1352,220,54,60,90.0,32,46,69.6,3,12,25.0,1,0.3,0.3,0.7,4,3,1,0,5,Matches
João Dalla Corte,br BRA,DF,16.0,0.2,6,10,60.0,68,22,5,5,100.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Estevão,br BRA,MF,20.0,0.1,10,11,90.9,250,44,2,2,100.0,5,6,83.3,3,3,100.0,0,0.0,0.0,0.0,0,4,0,0,2,Matches
Lucas Ramos,br BRA,FW,22.0,0.0,1,1,100.0,19,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,28.5,38.0,15590,19134,81.5,268435,91428,7156,8036,89.0,6829,7858,86.9,1284,2341,54.8,30,29.0,33.2,1.0,345,1206,261,68,1389,
Opponent Total,,,27.6,38.0,14282,17981,79.4,262374,90923,6123,7018,87.2,6186,7204,85.9,1679,2840,59.1,26,27.1,29.3,-1.1,321,1197,268,91,1500,
