Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Vitão,br BRA,DF,21.0,31.0,1,0,0,14,5,0,0,19,14,0,0,0,77,55,44,55.6,Matches
Fabricio Bustos,ar ARG,DF,25.0,29.7,3,0,0,24,12,2,35,31,37,0,1,0,163,12,9,57.1,Matches
Carlos de Pena,uy URU,"MF,FW",29.0,29.3,6,0,0,29,24,0,177,54,26,0,0,0,202,31,31,50.0,Matches
Renê,br BRA,DF,29.0,27.5,0,0,0,20,31,0,39,52,49,0,1,0,186,23,22,51.1,Matches
Edenílson,br BRA,MF,32.0,24.3,3,0,0,18,23,1,62,15,22,1,0,0,132,14,29,32.6,Matches
Gabriel,br BRA,MF,29.0,23.8,2,0,0,45,26,0,8,44,58,0,0,0,162,17,16,51.5,Matches
Gabriel Mercado,ar ARG,DF,34.0,23.6,9,1,1,23,19,2,4,30,21,1,0,0,91,38,35,52.1,Matches
Daniel,br BRA,GK,27.0,23.0,5,0,0,0,6,0,0,1,0,0,0,0,9,1,1,50.0,Matches
Alexandre Alemão,br BRA,FW,23.0,22.3,3,0,0,56,65,2,12,4,11,3,0,0,47,53,81,39.6,Matches
Wanderson,br BRA,"FW,MF",27.0,17.8,3,0,0,18,17,3,59,3,9,0,0,0,58,4,16,20.0,Matches
Alan Patrick,br BRA,"MF,FW",30.0,17.5,3,0,0,21,41,1,56,6,3,0,0,0,106,8,15,34.8,Matches
Mauricio,br BRA,"FW,MF",20.0,17.4,2,0,0,7,30,2,43,16,8,0,0,0,84,7,21,25.0,Matches
Johnny Cardoso,us USA,MF,20.0,15.7,5,0,0,29,17,1,5,39,22,0,1,0,103,33,13,71.7,Matches
Pedro Henrique,br BRA,"FW,MF",31.0,17.7,6,0,0,41,47,18,81,9,21,1,0,0,61,26,26,50.0,Matches
Keiller,br BRA,GK,25.0,15.0,2,0,0,1,6,0,0,0,0,0,1,0,5,8,0,100.0,Matches
Rodrigo Moledo,br BRA,DF,34.0,13.5,3,0,0,10,13,1,0,23,16,1,0,0,53,46,23,66.7,Matches
David,br BRA,FW,26.0,9.1,1,0,0,21,16,7,12,0,6,0,0,0,25,14,32,30.4,Matches
Moisés,br BRA,DF,26.0,6.5,5,0,0,9,8,1,15,6,8,0,0,0,42,9,4,69.2,Matches
Taison,br BRA,"MF,FW",34.0,8.1,6,0,0,8,24,3,13,7,7,0,0,0,39,3,9,25.0,Matches
Liziero,br BRA,MF,23.0,5.6,3,0,0,15,10,0,7,7,12,0,0,0,39,1,5,16.7,Matches
Kaique Rocha,br BRA,DF,20.0,5.0,2,0,0,3,3,0,1,9,2,0,0,0,18,8,4,66.7,Matches
Rodrigo Dourado,br BRA,MF,27.0,5.0,2,0,0,9,4,0,0,7,6,0,0,0,24,10,5,66.7,Matches
Bruno Méndez,uy URU,DF,22.0,4.8,1,0,0,3,1,0,1,6,3,0,0,0,22,11,10,52.4,Matches
Heitor,br BRA,DF,21.0,4.4,2,0,0,2,1,0,13,9,13,0,0,0,17,2,1,66.7,Matches
Thauan Lara,br BRA,"DF,FW",18.0,3.8,2,0,0,6,6,0,5,4,6,0,0,0,13,5,5,50.0,Matches
Wesley Moraes,br BRA,FW,25.0,3.3,1,0,0,6,6,3,0,0,0,0,0,0,7,7,9,43.8,Matches
Braian Romero,ar ARG,FW,30.0,3.8,1,0,0,9,8,1,2,1,6,0,0,0,12,6,14,30.0,Matches
Igor Gomes,br BRA,DF,20.0,1.3,0,0,0,1,2,0,1,1,0,0,1,0,5,0,1,0.0,Matches
Caio Vidal,br BRA,"FW,MF",21.0,1.7,1,0,0,7,9,1,1,3,2,0,0,0,5,1,5,16.7,Matches
Matheus Dias,br BRA,MF,24.0,1.2,0,0,0,1,2,0,0,1,2,0,0,0,4,2,0,100.0,Matches
Matheus Cadorini,br BRA,FW,19.0,1.0,0,1,0,3,2,0,1,0,0,0,0,0,2,3,9,25.0,Matches
Andrés D'Alessandro,ar ARG,FW,40.0,0.8,1,0,0,0,1,0,3,0,0,0,0,0,4,0,2,0.0,Matches
Estevão,br BRA,"FW,MF",19.0,1.2,0,0,0,2,3,0,0,1,1,0,0,0,6,3,3,50.0,Matches
Lucas Ramos,br BRA,"MF,FW",21.0,0.9,1,0,0,1,4,0,1,2,0,0,0,0,6,1,1,50.0,Matches
Gabriel Boschilia,br BRA,"MF,FW",25.0,0.6,1,0,0,3,2,0,2,0,1,0,0,0,7,0,0,,Matches
Weverton,br BRA,DF,22.0,0.5,0,0,0,0,1,0,3,0,0,0,0,0,4,0,1,0.0,Matches
Gustavo Maia,br BRA,FW,21.0,0.2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.4,38.0,86,2,1,465,495,49,664,411,392,7,5,0,1840,462,502,47.9,
Opponent Total,,,27.3,38.0,115,4,1,528,444,65,780,375,315,4,10,0,1845,502,462,52.1,
