Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Patric Cabral Lalau,br BRA,DF,30.0,36,36,3239.0,36.0,1.0,4.0,5.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,4.9,6.9,86.0,171.0,256.0,0.03,0.11,0.14,0.03,0.14,0.06,0.14,0.19,0.06,0.19,Matches
Adryelson,br BRA,DF,21.0,36,36,3216.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,0.1,0.9,5.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Iago Maidana,br BRA,DF,23.0,34,34,3008.0,33.4,6.0,1.0,7.0,2.0,4.0,4.0,8.0,0.0,5.9,2.7,0.4,3.1,23.0,113.0,6.0,0.18,0.03,0.21,0.06,0.09,0.18,0.01,0.19,0.08,0.09,Matches
Luan Polli,br BRA,GK,26.0,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marquinhos,br BRA,"FW,MF",23.0,32,29,2109.0,23.4,3.0,2.0,5.0,3.0,0.0,0.0,9.0,0.0,2.1,2.1,1.7,3.8,82.0,94.0,142.0,0.13,0.09,0.21,0.13,0.21,0.09,0.07,0.16,0.09,0.16,Matches
Thiago Neves,br BRA,"MF,FW",34.0,25,24,2054.0,22.8,6.0,2.0,8.0,5.0,1.0,1.0,3.0,0.0,4.1,3.3,2.1,5.4,31.0,127.0,110.0,0.26,0.09,0.35,0.22,0.31,0.18,0.09,0.27,0.14,0.24,Matches
Marcão Silva,br BRA,MF,29.0,26,22,1922.0,21.4,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,1.3,1.3,0.2,1.4,14.0,55.0,15.0,0.09,0.0,0.09,0.09,0.09,0.06,0.01,0.07,0.06,0.07,Matches
Ricardinho,br BRA,MF,30.0,26,20,1642.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.1,0.7,10.0,53.0,24.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,Matches
Betinho,br BRA,MF,27.0,24,18,1551.0,17.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.9,1.4,10.0,108.0,13.0,0.0,0.06,0.06,0.0,0.06,0.03,0.05,0.08,0.03,0.08,Matches
