Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Mailson,br BRA,GK,24.0,37.0,2,0,0,0,3,0,0,4,0,0,0,0,39,7,1,87.5,Matches
José Sabino,br BRA,DF,24.0,35.5,4,0,0,23,14,0,8,41,19,0,0,0,184,59,36,62.1,Matches
Marcão Silva,br BRA,MF,30.0,33.7,9,0,0,68,26,2,1,39,35,0,0,0,181,52,54,49.1,Matches
Rafael Thyere,br BRA,DF,27.0,31.1,5,0,0,22,9,2,2,36,19,0,1,0,118,51,36,58.6,Matches
José Welison,br BRA,MF,25.0,27.3,6,0,0,49,30,3,57,38,33,0,0,0,154,33,37,47.1,Matches
Sander,br BRA,DF,30.0,22.8,4,0,0,44,47,1,114,50,34,0,2,0,149,30,20,60.0,Matches
Mikael,br BRA,FW,21.0,21.7,2,0,0,24,29,8,7,7,5,0,0,0,36,75,73,50.7,Matches
Hayner,br BRA,DF,25.0,20.0,3,0,0,34,66,1,68,23,14,0,0,0,77,7,13,35.0,Matches
Gustavo,br BRA,"MF,FW",18.0,18.2,7,1,0,32,46,1,17,20,21,2,0,0,76,5,19,20.8,Matches
Paulinho Moccelin,br BRA,"FW,MF",26.0,19.3,9,0,0,54,24,5,76,9,29,0,0,0,81,11,36,23.4,Matches
Ewerton,br BRA,DF,20.0,16.0,1,0,0,13,6,0,39,23,20,0,0,0,79,8,7,53.3,Matches
Hernanes,br BRA,MF,35.0,12.8,7,1,1,19,32,0,32,9,4,0,0,0,68,12,9,57.1,Matches
André,br BRA,FW,30.0,15.1,4,0,0,24,27,6,6,8,3,0,0,0,52,17,43,28.3,Matches
Everaldo,br BRA,"FW,MF",26.0,11.3,3,0,0,26,30,5,25,13,15,0,0,0,69,6,6,50.0,Matches
Everton Felipe,br BRA,"MF,FW",23.0,12.4,1,0,0,13,27,0,60,12,11,0,0,0,59,7,10,41.2,Matches
Chico,br BRA,DF,22.0,11.8,0,0,0,18,3,0,10,19,13,0,1,1,59,27,16,62.8,Matches
Thiago Neves,br BRA,"MF,FW",35.0,8.9,2,1,1,10,14,1,31,5,3,0,0,0,27,1,10,9.1,Matches
Thiago Lopes,br BRA,MF,24.0,6.0,1,0,0,4,13,0,4,9,3,0,0,0,34,5,2,71.4,Matches
Júnior Tavares,br BRA,DF,24.0,7.0,1,0,0,9,16,0,41,8,9,0,0,0,45,8,6,57.1,Matches
Santiago Tréllez,co COL,"FW,MF",31.0,9.4,5,0,0,23,4,2,7,10,5,0,0,0,34,29,41,41.4,Matches
Luciano Juba,br BRA,"FW,MF",21.0,6.6,2,0,0,6,7,1,48,7,2,0,0,0,35,4,12,25.0,Matches
Pedro Henrique,br BRA,DF,20.0,4.3,1,0,0,9,2,0,2,4,2,0,0,0,15,7,11,38.9,Matches
Ronaldo Henrique,br BRA,MF,26.0,4.3,2,0,0,11,8,0,0,8,4,0,0,1,36,4,5,44.4,Matches
Ricardinho,br BRA,"MF,DF",31.0,4.3,1,0,0,4,3,0,4,5,6,0,0,0,19,2,4,33.3,Matches
Marquinhos,br BRA,"FW,MF",24.0,3.3,1,0,0,7,14,0,4,1,2,0,0,0,17,2,7,22.2,Matches
Neílton,br BRA,"FW,MF",26.0,2.9,1,0,0,7,3,0,11,4,4,0,0,0,13,1,3,25.0,Matches
Iago Maidana,br BRA,DF,24.0,2.7,2,0,0,4,1,0,0,4,2,0,1,1,6,4,5,44.4,Matches
Cristiano,br BRA,"FW,MF",19.0,1.8,0,0,0,10,4,0,5,2,1,0,0,0,10,1,3,25.0,Matches
Betinho,br BRA,MF,28.0,1.7,1,0,0,5,5,0,0,2,3,0,0,0,9,4,3,57.1,Matches
Leandro Barcia,uy URU,"FW,MF",28.0,1.4,0,0,0,2,1,0,4,1,0,0,0,0,6,0,0,,Matches
Pedro Victor,br BRA,"MF,FW",20.0,1.2,0,0,0,2,1,0,2,3,1,0,0,0,7,0,0,,Matches
Carlos Eduardo,br BRA,GK,28.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Victor Gabriel,br BRA,DF,16.0,0.5,1,0,0,1,0,0,0,0,2,0,0,0,6,0,1,0.0,Matches
Maxwell,br BRA,"FW,MF",25.0,1.3,0,1,0,4,4,1,4,0,0,0,0,0,3,0,2,0.0,Matches
Patric Cabral Lalau,br BRA,DF,31.0,1.2,0,0,0,1,1,0,13,3,1,0,0,0,11,0,0,,Matches
Flávio Souza,br BRA,FW,19.0,0.5,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0.0,Matches
Marcelo Ajul,br BRA,DF,18.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
Helber Italo,br BRA,MF,18.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.1,38.0,89,4,2,587,520,39,702,428,325,2,5,3,1819,479,534,47.3,
Opponent Total,,,27.1,38.0,78,1,0,550,557,37,838,363,330,3,4,0,1966,534,479,52.7,
