Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Mailson,br BRA,GK,24.0,37.0,1152,764,386,65,0,2,0,0,0,0,0,0,868,2,0,Matches
José Sabino,br BRA,DF,24.0,35.5,1708,1621,78,77,2,19,8,1,0,0,0,0,1394,9,11,Matches
Marcão Silva,br BRA,MF,30.0,33.7,1232,1195,36,35,0,9,1,1,0,0,0,0,1058,1,17,Matches
Rafael Thyere,br BRA,DF,27.0,31.1,1637,1538,98,94,1,11,2,4,0,0,0,0,1471,1,5,Matches
José Welison,br BRA,MF,25.0,27.3,1246,1183,61,32,2,18,57,5,24,6,15,0,1015,2,29,Matches
Sander,br BRA,DF,30.0,22.8,1203,966,236,37,0,4,114,187,12,2,8,0,907,1,26,Matches
Mikael,br BRA,FW,21.0,21.7,383,350,33,0,0,3,7,1,0,0,0,0,251,0,15,Matches
Hayner,br BRA,DF,25.0,20.0,808,630,178,10,0,4,68,167,1,0,1,0,597,0,11,Matches
Gustavo,br BRA,"MF,FW",18.0,18.2,569,558,9,2,4,7,17,3,0,0,0,0,442,2,18,Matches
Paulinho Moccelin,br BRA,"FW,MF",26.0,19.3,536,473,60,21,3,3,76,6,30,11,14,0,359,3,15,Matches
Ewerton,br BRA,DF,20.0,16.0,747,626,120,9,0,4,39,111,0,0,0,0,583,1,17,Matches
Hernanes,br BRA,MF,35.0,12.8,504,459,44,23,0,3,32,0,18,8,7,0,409,1,3,Matches
André,br BRA,FW,30.0,15.1,376,351,24,2,0,1,6,3,0,0,0,0,285,1,4,Matches
Everaldo,br BRA,"FW,MF",26.0,11.3,401,388,11,1,3,0,25,8,1,0,0,0,319,2,16,Matches
Everton Felipe,br BRA,"MF,FW",23.0,12.4,599,539,59,21,1,18,60,12,26,12,8,0,438,1,18,Matches
Chico,br BRA,DF,22.0,11.8,558,503,54,16,0,3,10,38,0,0,0,0,433,1,5,Matches
Thiago Neves,br BRA,"MF,FW",35.0,8.9,345,288,53,23,1,3,31,6,17,8,6,0,274,4,4,Matches
Thiago Lopes,br BRA,MF,24.0,6.0,226,215,10,9,0,4,4,1,0,0,0,0,179,1,4,Matches
Júnior Tavares,br BRA,DF,24.0,7.0,388,295,90,29,1,2,41,52,9,3,5,0,284,3,9,Matches
Santiago Tréllez,co COL,"FW,MF",31.0,9.4,205,201,4,0,0,1,7,2,0,0,0,0,146,0,4,Matches
Luciano Juba,br BRA,"FW,MF",21.0,6.6,263,217,46,8,0,1,48,19,19,12,6,0,170,0,9,Matches
Pedro Henrique,br BRA,DF,20.0,4.3,231,226,5,5,0,3,2,0,0,0,0,0,188,0,2,Matches
Ronaldo Henrique,br BRA,MF,26.0,4.3,279,265,14,11,0,2,0,2,1,0,0,0,250,0,4,Matches
Ricardinho,br BRA,"MF,DF",31.0,4.3,169,146,22,8,0,2,4,14,0,0,0,0,148,1,2,Matches
Marquinhos,br BRA,"FW,MF",24.0,3.3,118,117,1,1,1,3,4,0,0,0,0,0,92,0,8,Matches
Neílton,br BRA,"FW,MF",26.0,2.9,88,82,6,3,0,0,11,1,2,2,0,0,65,0,3,Matches
Iago Maidana,br BRA,DF,24.0,2.7,123,120,3,3,0,0,0,0,0,0,0,0,113,0,1,Matches
Cristiano,br BRA,"FW,MF",19.0,1.8,52,51,0,0,0,0,5,0,0,0,0,0,32,1,5,Matches
Betinho,br BRA,MF,28.0,1.7,91,83,7,5,0,1,0,2,0,0,0,0,69,1,0,Matches
Leandro Barcia,uy URU,"FW,MF",28.0,1.4,32,31,1,0,0,0,4,1,0,0,0,0,21,0,2,Matches
Pedro Victor,br BRA,"MF,FW",20.0,1.2,56,54,2,1,0,0,2,0,1,0,1,0,49,0,1,Matches
Carlos Eduardo,br BRA,GK,28.0,1.0,20,19,1,0,0,0,0,0,0,0,0,0,19,0,0,Matches
Victor Gabriel,br BRA,DF,16.0,0.5,19,14,5,1,0,0,0,4,0,0,0,0,14,0,1,Matches
Maxwell,br BRA,"FW,MF",25.0,1.3,45,43,2,1,0,0,4,1,0,0,0,0,35,0,2,Matches
Patric Cabral Lalau,br BRA,DF,31.0,1.2,107,95,12,1,0,2,13,10,1,0,1,0,77,0,0,Matches
Flávio Souza,br BRA,FW,19.0,0.5,14,13,1,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Marcelo Ajul,br BRA,DF,18.0,0.2,8,7,1,1,0,0,0,0,0,0,0,0,7,0,0,Matches
Helber Italo,br BRA,MF,18.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,26.1,38.0,16541,14729,1773,555,19,133,702,662,162,64,72,0,13074,39,271,
Opponent Total,,,27.1,38.0,19595,17672,1886,598,18,158,838,712,238,99,108,1,16061,37,306,
