Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Magrão,br BRA,GK,38.0,34,34,3008,33.4,45,1.35,140,100,70.7,13,8,13,9,26.5,6,4,1,1,20.0,Matches
Agenor Detofol,br BRA,GK,26.0,5,4,409,4.6,10,2.2,25,16,64.0,0,0,4,0,0.0,1,1,0,0,0.0,Matches
Squad Total,,,27.8,38,38,3417,38.0,55,1.45,165,116,69.7,13,8,17,9,23.7,7,5,1,1,16.7,
Opponent Total,,,26.4,38,38,3420,38.0,49,1.29,168,122,72.6,17,8,13,12,31.6,4,3,0,1,0.0,
