Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Patric Cabral Lalau,br BRA,DF,30.0,36.0,1,39,8,20.5,1.08,0.22,0.03,0.13,19.9,4,0,0,2.0,2.0,0.05,-1.0,-1.0,Matches
Adryelson,br BRA,DF,21.0,35.7,0,15,3,20.0,0.42,0.08,0.0,0.0,11.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Iago Maidana,br BRA,DF,23.0,33.4,6,16,4,25.0,0.48,0.12,0.13,0.5,14.3,0,4,4,5.9,2.7,0.17,0.1,-0.7,Matches
Luan Polli,br BRA,GK,26.0,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marquinhos,br BRA,"FW,MF",23.0,23.4,3,24,5,20.8,1.02,0.21,0.13,0.6,19.4,0,0,0,2.1,2.1,0.09,0.9,0.9,Matches
Thiago Neves,br BRA,"MF,FW",34.0,22.8,6,42,13,31.0,1.84,0.57,0.12,0.38,24.0,5,1,1,4.1,3.3,0.08,1.9,1.7,Matches
Marcão Silva,br BRA,MF,29.0,21.4,2,17,3,17.6,0.8,0.14,0.12,0.67,14.7,0,0,0,1.3,1.3,0.07,0.7,0.7,Matches
Ricardinho,br BRA,MF,30.0,18.2,0,13,4,30.8,0.71,0.22,0.0,0.0,23.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Betinho,br BRA,MF,27.0,17.2,0,14,1,7.1,0.81,0.06,0.0,0.0,32.3,3,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
Lucas Mugni,ar ARG,"MF,FW",28.0,17.1,1,17,3,17.6,1.0,0.18,0.06,0.33,16.8,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
Júnior Tavares,br BRA,DF,23.0,14.2,0,14,2,14.3,0.98,0.14,0.0,0.0,26.6,6,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Dalberto,br BRA,FW,25.0,14.0,3,32,11,34.4,2.28,0.78,0.09,0.27,14.5,0,0,0,3.8,3.8,0.12,-0.8,-0.8,Matches
Sander,br BRA,"DF,MF",29.0,14.5,0,7,2,28.6,0.48,0.14,0.0,0.0,22.5,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Ronaldo Henrique,br BRA,MF,25.0,11.1,0,10,0,0.0,0.9,0.0,0.0,,29.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Jonathan David Gómez,ar ARG,"MF,FW",30.0,10.9,1,21,3,14.3,1.92,0.27,0.05,0.33,22.9,1,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Leandro Barcia,uy URU,"FW,MF",27.0,11.4,3,19,8,42.1,1.67,0.7,0.16,0.38,11.2,0,0,0,2.4,2.4,0.13,0.6,0.6,Matches
Élton Rodrigues Brandão,br BRA,FW,34.0,7.2,2,16,6,37.5,2.22,0.83,0.06,0.17,15.1,0,1,1,2.6,1.8,0.12,-0.6,-0.8,Matches
Luciano Juba,br BRA,DF,20.0,10.9,0,5,1,20.0,0.46,0.09,0.0,0.0,27.1,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Hernane,br BRA,FW,33.0,8.0,2,5,0,0.0,0.63,0.0,0.0,,14.4,0,2,2,2.5,1.0,0.2,-0.5,-1.0,Matches
Chico,br BRA,DF,21.0,7.2,0,1,0,0.0,0.14,0.0,0.0,,13.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Raul Prata,br BRA,"DF,FW",32.0,7.1,0,2,1,50.0,0.28,0.14,0.0,0.0,32.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Mailson,br BRA,GK,23.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rafael Thyere,br BRA,DF,26.0,6.9,0,1,0,0.0,0.15,0.0,0.0,,8.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Ewerton,br BRA,"MF,DF",19.0,5.0,0,7,1,14.3,1.4,0.2,0.0,0.0,21.1,0,0,0,0.7,0.7,0.1,-0.7,-0.7,Matches
Márcio Araújo,br BRA,MF,35.0,4.8,0,2,0,0.0,0.41,0.0,0.0,,29.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Willian Farias,br BRA,MF,30.0,3.8,0,4,2,50.0,1.04,0.52,0.0,0.0,24.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Lucas Venuto,br BRA,FW,25.0,3.2,0,1,0,0.0,0.31,0.0,0.0,,28.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
