Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-08-08,21:00,Série A,Matchweek 1,Sat,Home,W,3,2,Ceará,1.7,2.3,41,,Willian Farias,4-2-3-1,4-2-3-1,Edina Alves Batista,Match Report,
2020-08-13,20:00,Série A,Matchweek 2,Thu,Away,L,0,2,Vasco da Gama,0.6,0.8,54,,Willian Farias,4-2-3-1,4-1-4-1,Rodolpho Toski Marques,Match Report,
2020-08-16,19:00,Série A,Matchweek 3,Sun,Away,D,1,1,Atl Goianiense,1.5,1.1,68,,Willian Farias,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2020-08-20,19:15,Série A,Matchweek 4,Thu,Home,L,0,1,Santos,0.6,1.2,42,,Willian Farias,4-2-3-1,4-3-3,Jose Mendonca da Silva Junior,Match Report,
2020-08-23,19:00,Série A,Matchweek 5,Sun,Home,L,0,1,São Paulo,1.0,1.0,55,,Patric Cabral Lalau,4-2-3-1,4-3-3,Rodrigo D'Alonso Ferreira,Match Report,
2020-08-30,16:00,Série A,Matchweek 6,Sun,Away,L,0,1,Coritiba,0.9,1.4,42,,Patric Cabral Lalau,4-4-2,4-3-3,Raphael Claus,Match Report,
2020-09-03,19:00,Série A,Matchweek 7,Thu,Away,W,2,1,Grêmio,1.0,2.1,28,,Patric Cabral Lalau,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,
2020-09-06,20:30,Série A,Matchweek 8,Sun,Home,W,2,1,Goiás,1.2,0.9,52,,Patric Cabral Lalau,4-2-3-1,4-3-3,Vinicius Gomes do Amaral,Match Report,
2020-09-09,18:00,Série A,Matchweek 9,Wed,Away,L,0,1,Fortaleza,0.4,1.3,48,,Patric Cabral Lalau,4-2-3-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2020-09-13,19:45,Série A,Matchweek 10,Sun,Away,D,2,2,Palmeiras,1.4,1.9,37,,Patric Cabral Lalau,4-2-3-1,4-2-3-1,Diego Pombo Lopez,Match Report,
2020-09-20,20:30,Série A,Matchweek 11,Sun,Home,W,1,0,Fluminense,1.3,1.9,27,,Patric Cabral Lalau,4-3-3,4-1-2-1-2,Leandro Pedro Vuaden,Match Report,
2020-09-23,21:30,Série A,Matchweek 12,Wed,Home,W,1,0,Corinthians,1.1,0.9,47,,Patric Cabral Lalau,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2020-10-04,18:15,Série A,Matchweek 13,Sun,Away,W,2,1,Bahia,1.0,3.3,41,,Patric Cabral Lalau,4-2-3-1,4-4-2,Rafael Traci,Match Report,
2020-10-07,19:15,Série A,Matchweek 14,Wed,Away,L,0,3,Flamengo,0.8,2.4,38,,Patric Cabral Lalau,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2020-10-11,18:15,Série A,Matchweek 15,Sun,Home,L,1,2,Botafogo (RJ),1.2,1.4,62,,Patric Cabral Lalau,4-2-3-1,4-3-3,Rodrigo D'Alonso Ferreira,Match Report,
2020-10-14,21:30,Série A,Matchweek 16,Wed,Home,L,3,5,Internacional,1.6,1.6,49,,Patric Cabral Lalau,4-4-1-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2020-10-18,20:30,Série A,Matchweek 17,Sun,Away,L,0,2,RB Bragantino,0.1,1.1,50,,Patric Cabral Lalau,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
