Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-05-14,16:00,Série A,Matchweek 1,Sat,Away,L,0,1,Flamengo,44.0,9382,,4-2-3-1,4-3-3,Marcelo Aparecido Ribeiro De Souza,Match Report,
2016-05-22,18:30,Série A,Matchweek 2,Sun,Home,D,1,1,Botafogo (RJ),56.0,5218,,4-2-3-1,4-4-2,Vinicius Furlan,Match Report,
2016-05-26,16:00,Série A,Matchweek 3,Thu,Away,L,0,1,Internacional,49.0,24840,,4-2-3-1,4-3-2-1,Igor Junior Benevenuto,Match Report,
2016-05-29,11:00,Série A,Matchweek 4,Sun,Home,L,0,2,Corinthians,56.0,14645,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2016-06-01,21:00,Série A,Matchweek 5,Wed,Away,W,1,0,Santa Cruz,49.0,16951,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2016-06-05,16:00,Série A,Matchweek 6,Sun,Home,D,4,4,Atlético Mineiro,51.0,14170,,4-2-3-1,4-2-3-1,Rodrigo Nunes de Sá,Match Report,
2016-06-12,11:00,Série A,Matchweek 7,Sun,Away,L,2,3,Coritiba,46.0,8221,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2016-06-15,21:00,Série A,Matchweek 8,Wed,Away,L,0,2,Santos,40.0,4937,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2016-06-19,16:00,Série A,Matchweek 9,Sun,Home,W,2,1,Fluminense,35.0,8065,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2016-06-23,21:00,Série A,Matchweek 10,Thu,Away,D,0,0,São Paulo,38.0,11145,,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
2016-06-26,18:30,Série A,Matchweek 11,Sun,Home,W,5,1,Chapecoense,57.0,38921,,4-2-3-1,4-3-2-1,Dewson Fernando Freitas da Silva,Match Report,
