Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-04-20,18:30,Série A,Matchweek 1,Sun,Away,D,1,1,Santos,,7964.0,,4-2-3-1,4-2-3-1,Arilson Bispo da Anunciação,Match Report,
2014-04-27,18:30,Série A,Matchweek 2,Sun,Home,W,2,1,Chapecoense,,12686.0,,4-2-3-1,4-3-3,Francisco de Assis de Almeida Filho,Match Report,
2014-05-04,16:00,Série A,Matchweek 3,Sun,Away,L,1,2,Internacional,,17974.0,,4-2-3-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,
2014-05-11,18:30,Série A,Matchweek 4,Sun,Away,W,1,0,Coritiba,,10832.0,,4-2-2-2,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2014-05-21,21:00,Série A,Matchweek 6,Wed,Away,L,0,2,Cruzeiro,,13679.0,,4-2-2-2,4-2-3-1,Felipe Gomes da Silva,Match Report,
2014-05-25,16:00,Série A,Matchweek 7,Sun,Home,L,1,4,Corinthians,,20718.0,,4-2-2-2,4-2-2-2,Péricles Bassols Pegado Cortez,Match Report,
2014-05-28,19:30,Série A,Matchweek 8,Wed,Home,D,0,0,Grêmio,,6893.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2014-05-31,21:00,Série A,Matchweek 9,Sat,Away,W,1,0,Vitória,,3152.0,,4-2-3-1,4-4-2,Paulo Henrique De Godoy Bezerra,Match Report,
2014-06-04,21:00,Série A,Matchweek 5,Wed,Home,W,1,0,Bahia,,14177.0,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2014-07-16,19:30,Série A,Matchweek 10,Wed,Home,W,1,0,Botafogo (RJ),,18532.0,,4-4-1-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2014-07-20,18:30,Série A,Matchweek 11,Sun,Away,D,0,0,Goiás,,2430.0,,4-2-3-1,4-4-2,Péricles Bassols Pegado Cortez,Match Report,
2014-07-27,16:00,Série A,Matchweek 12,Sun,Home,W,2,1,Atlético Mineiro,,16579.0,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2014-08-03,16:00,Série A,Matchweek 13,Sun,Away,L,0,3,Figueirense,,5520.0,,4-2-3-1,4-4-2,Jailson Macêdo Freitas,Match Report,
2014-08-10,16:00,Série A,Matchweek 14,Sun,Away,L,0,1,Flamengo,,42071.0,,4-3-3,4-2-3-1,Emerson De Almeida Ferreira,Match Report,
2014-08-17,18:30,Série A,Matchweek 15,Sun,Home,D,1,1,Ath Paranaense,,13223.0,,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,
2014-08-20,19:30,Série A,Matchweek 16,Wed,Home,W,2,1,Palmeiras,,21802.0,,4-3-3,4-1-2-1-2,Heber Roberto Lopes,Match Report,
2014-08-24,16:00,Série A,Matchweek 17,Sun,Away,L,0,4,Fluminense,,13919.0,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2014-08-28,22:00,Sudamericana,Second stage,Thu,Home,L,0,1,br Vitória,,,,,,Óscar Maldonado,Match Report,Leg 1 of 2
2014-08-31,16:00,Série A,Matchweek 18,Sun,Home,W,2,0,Criciúma,,11968.0,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2014-09-03,22:00,Sudamericana,Second stage,Wed,Away,L,1,2,br Vitória,,,,,,Leandro Pedro Vuaden,Match Report,Leg 2 of 2; Vitória won
2014-09-07,16:00,Série A,Matchweek 19,Sun,Away,L,0,2,São Paulo,,25072.0,,4-2-3-1,4-2-2-2,Braulio da Silva Machado,Match Report,
2014-09-10,21:00,Série A,Matchweek 20,Wed,Home,W,3,1,Santos,,13862.0,,4-2-3-1,4-3-2-1,Grazianni Maciel Rocha,Match Report,
2014-09-13,18:30,Série A,Matchweek 21,Sat,Away,L,1,3,Chapecoense,,4737.0,,4-2-3-1,4-4-2,Rodrigo Batista Raposo,Match Report,
2014-09-17,21:00,Série A,Matchweek 22,Wed,Home,D,0,0,Internacional,,14581.0,,4-2-3-1,4-2-2-2,Felipe Gomes da Silva,Match Report,
2014-09-21,16:00,Série A,Matchweek 23,Sun,Home,W,1,0,Coritiba,,13180.0,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2014-09-24,21:00,Série A,Matchweek 24,Wed,Away,L,0,1,Bahia,,13360.0,,4-2-3-1,4-4-1-1,Flavio Rodrigues Guerra,Match Report,
2014-09-27,18:30,Série A,Matchweek 25,Sat,Home,D,0,0,Cruzeiro,,22248.0,,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,
2014-10-04,18:30,Série A,Matchweek 26,Sat,Away,L,0,3,Corinthians,,29238.0,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2014-10-08,22:00,Série A,Matchweek 27,Wed,Away,L,0,2,Grêmio,,11659.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2014-10-12,18:30,Série A,Matchweek 28,Sun,Home,L,1,2,Vitória,,10895.0,,4-4-2,4-1-4-1,Leandro Pedro Vuaden,Match Report,
2014-10-19,18:30,Série A,Matchweek 29,Sun,Away,D,1,1,Botafogo (RJ),,3059.0,,4-2-3-1,4-3-3,Ricardo Marques Ribeiro,Match Report,
2014-10-22,21:30,Série A,Matchweek 30,Wed,Home,L,0,1,Goiás,,7780.0,,4-2-3-1,4-4-1-1,Marcelo de Lima Henrique,Match Report,
2014-10-25,18:30,Série A,Matchweek 31,Sat,Away,L,2,3,Atlético Mineiro,,13115.0,,4-2-3-1,4-2-3-1,Felipe Gomes da Silva,Match Report,
2014-11-02,16:00,Série A,Matchweek 32,Sun,Home,W,1,0,Figueirense,,27779.0,,4-2-3-1,4-3-3,Alinor Silva da Paixao,Match Report,
2014-11-09,16:00,Série A,Matchweek 33,Sun,Home,D,2,2,Flamengo,,36615.0,,4-3-2-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2014-11-16,17:00,Série A,Matchweek 34,Sun,Away,W,1,0,Ath Paranaense,,14488.0,,4-3-3,4-2-3-1,Guilherme Ceretta de Lima,Match Report,
2014-11-19,22:00,Série A,Matchweek 35,Wed,Away,W,2,0,Palmeiras,,35939.0,,4-3-3,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2014-11-23,16:00,Série A,Matchweek 36,Sun,Home,D,2,2,Fluminense,,29165.0,,4-3-3,4-2-3-1,Anderson Daronco,Match Report,
2014-11-29,19:30,Série A,Matchweek 37,Sat,Away,D,2,2,Criciúma,,2338.0,,4-3-3,4-2-3-1,Wagner Reway,Match Report,
2014-12-07,16:00,Série A,Matchweek 38,Sun,Home,W,1,0,São Paulo,,33496.0,,4-3-3,4-2-2-2,Wagner Reway,Match Report,
