Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Mailson,br BRA,GK,24.0,37.0,6,0.16,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
José Sabino,br BRA,DF,24.0,35.5,35,0.99,31,2,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Marcão Silva,br BRA,MF,30.0,33.7,34,1.01,30,0,0,1,3,0,2,0.06,2,0,0,0,0,0,Matches
Rafael Thyere,br BRA,DF,27.0,31.1,31,1.0,27,1,1,1,0,1,2,0.06,2,0,0,0,0,0,Matches
José Welison,br BRA,MF,25.0,27.3,81,2.97,54,8,4,8,6,1,3,0.11,2,0,1,0,0,0,Matches
Sander,br BRA,DF,30.0,22.8,71,3.11,50,12,1,0,5,3,1,0.04,0,1,0,0,0,0,Matches
Mikael,br BRA,FW,21.0,21.7,39,1.8,25,1,4,6,2,1,5,0.23,3,0,2,0,0,0,Matches
Hayner,br BRA,DF,25.0,20.0,45,2.24,34,2,1,1,7,0,2,0.1,2,0,0,0,0,0,Matches
Gustavo,br BRA,"MF,FW",18.0,18.2,76,4.18,52,0,8,2,12,2,5,0.28,2,0,1,1,1,0,Matches
Paulinho Moccelin,br BRA,"FW,MF",26.0,19.3,41,2.12,28,8,2,1,0,2,3,0.16,3,0,0,0,0,0,Matches
Ewerton,br BRA,DF,20.0,16.0,23,1.44,20,2,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
Hernanes,br BRA,MF,35.0,12.8,57,4.46,35,9,4,3,6,0,2,0.16,1,0,0,1,0,0,Matches
André,br BRA,FW,30.0,15.1,25,1.65,20,0,0,0,4,1,0,0.0,0,0,0,0,0,0,Matches
Everaldo,br BRA,"FW,MF",26.0,11.3,33,2.93,27,0,0,2,3,1,3,0.27,2,0,0,0,1,0,Matches
Everton Felipe,br BRA,"MF,FW",23.0,12.4,61,4.93,44,8,3,2,3,1,3,0.24,2,0,0,0,1,0,Matches
Chico,br BRA,DF,22.0,11.8,11,0.93,9,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Thiago Neves,br BRA,"MF,FW",35.0,8.9,26,2.93,15,7,1,2,1,0,1,0.11,1,0,0,0,0,0,Matches
Thiago Lopes,br BRA,MF,24.0,6.0,10,1.67,9,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
