Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
17,Grêmio,19,8,6,5,29,21,8,30,1.58,31.3,17.9,13.4,0.7,19,4,1,14,15,30,-15,13,0.68,19.3,25.3,-6.0,-0.32
18,Bahia,19,8,5,6,27,22,5,29,1.53,27.3,20.4,6.8,0.36,19,3,5,11,15,29,-14,14,0.74,18.3,25.8,-7.5,-0.39
19,Sport Recife,19,5,7,7,13,13,0,22,1.16,23.3,21.8,1.6,0.08,19,4,4,11,11,24,-13,16,0.84,16.5,28.9,-12.4,-0.65
20,Chapecoense,19,0,6,13,13,32,-19,6,0.32,20.1,29.5,-9.4,-0.5,19,1,6,12,14,35,-21,9,0.47,19.5,35.9,-16.4,-0.86
