Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-04-06,19:15,Sudamericana,First stage,Thu,Home,W,3,0,uy Danubio,,,Durval,4-4-2,4-4-2,Jorge Baliño,Match Report,Leg 1 of 2
2017-05-11,21:45,Sudamericana,First stage,Thu,Away,L,0 (4),3 (2),uy Danubio,,,Magrão,4-3-1-2,5-3-2,Eduardo Gamboa Latourniere,Match Report,Leg 2 of 2; Sport Recife won; Sport Recife won on penalty kicks following extra time
2017-05-14,16:00,Série A,Matchweek 1,Sun,Away,L,0,4,Ponte Preta,49.0,3104.0,Magrão,4-2-3-1,4-2-3-1,Marcos Mateus Pereira,Match Report,
2017-05-21,19:00,Série A,Matchweek 2,Sun,Home,D,1,1,Cruzeiro,44.0,3484.0,Durval,4-3-3,4-2-3-1,Joao Batista de Arruda,Match Report,
2017-05-28,18:00,Série A,Matchweek 3,Sun,Home,W,4,3,Grêmio,67.0,3441.0,Durval,4-2-3-1,3-4-3,Jailson Macêdo Freitas,Match Report,
2017-06-04,11:00,Série A,Matchweek 4,Sun,Away,L,0,1,Avaí,65.0,4646.0,Durval,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2017-06-07,21:45,Série A,Matchweek 5,Wed,Home,W,2,0,Flamengo,39.0,11426.0,Durval,4-3-3,4-2-3-1,Anderson Daronco,Match Report,
2017-06-10,19:00,Série A,Matchweek 6,Sat,Away,L,1,2,Vasco da Gama,51.0,10273.0,Durval,4-3-3,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2017-06-14,19:30,Série A,Matchweek 7,Wed,Home,D,0,0,São Paulo,57.0,10810.0,Durval,4-3-3,3-4-3,Heber Roberto Lopes,Match Report,
2017-06-18,19:00,Série A,Matchweek 8,Sun,Home,L,1,3,Vitória,57.0,6061.0,Durval,4-3-3,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2017-06-21,21:45,Série A,Matchweek 9,Wed,Away,D,2,2,Atlético Mineiro,48.0,12027.0,Durval,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2017-06-24,19:00,Série A,Matchweek 10,Sat,Away,W,1,0,Santos,43.0,7272.0,Magrão,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
2017-07-02,16:00,Série A,Matchweek 11,Sun,Home,W,1,0,Ath Paranaense,58.0,11031.0,Durval,4-2-3-1,4-5-1,Grazianni Maciel Rocha,Match Report,
2017-07-06,21:45,Sudamericana,Second stage,Thu,Home,W,2,0,ar Arsenal,65.0,,Durval,4-2-3-1,4-4-2,Gery Vargas,Match Report,Leg 1 of 2
