Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Patric Cabral Lalau,br BRA,DF,30.0,36.0,3,1,0,41,40,10,143,44,24,2,0,1,204,25,27,48.1,Matches
Adryelson,br BRA,DF,21.0,35.7,7,0,0,46,21,1,0,71,13,0,1,1,102,102,46,68.9,Matches
Iago Maidana,br BRA,DF,23.0,33.4,8,0,0,39,21,0,1,58,13,0,0,0,120,85,48,63.9,Matches
Luan Polli,br BRA,GK,26.0,31.0,4,0,0,1,3,0,0,0,0,0,0,0,18,9,0,100.0,Matches
Marquinhos,br BRA,"FW,MF",23.0,23.4,9,0,0,44,98,0,31,18,24,0,0,0,118,36,43,45.6,Matches
Thiago Neves,br BRA,"MF,FW",34.0,22.8,3,0,0,12,20,2,106,13,9,0,0,0,93,13,27,32.5,Matches
Marcão Silva,br BRA,MF,29.0,21.4,8,0,0,48,17,0,2,30,23,0,1,0,98,35,30,53.8,Matches
Ricardinho,br BRA,MF,30.0,18.2,4,0,0,21,36,2,4,11,23,0,0,0,70,14,12,53.8,Matches
Betinho,br BRA,MF,27.0,17.2,5,0,0,42,30,0,2,27,30,0,0,0,89,14,5,73.7,Matches
Lucas Mugni,ar ARG,"MF,FW",28.0,17.1,2,0,0,24,14,5,44,10,30,0,0,0,118,11,23,32.4,Matches
Júnior Tavares,br BRA,DF,23.0,14.2,0,1,0,18,34,1,59,19,12,0,1,0,93,12,15,44.4,Matches
Dalberto,br BRA,FW,25.0,14.0,1,0,0,27,10,8,8,4,5,0,0,0,49,36,63,36.4,Matches
Sander,br BRA,"DF,MF",29.0,14.5,5,1,0,25,41,1,72,45,24,0,0,0,96,28,20,58.3,Matches
Ronaldo Henrique,br BRA,MF,25.0,11.1,5,0,0,27,19,0,2,19,7,0,0,0,71,4,11,26.7,Matches
Jonathan David Gómez,ar ARG,"MF,FW",30.0,10.9,2,0,0,23,33,1,28,6,7,0,0,0,38,2,14,12.5,Matches
Leandro Barcia,uy URU,"FW,MF",27.0,11.4,2,0,0,18,21,7,31,7,18,2,0,0,46,8,45,15.1,Matches
Élton Rodrigues Brandão,br BRA,FW,34.0,7.2,1,0,0,18,4,7,10,2,1,0,0,1,6,22,34,39.3,Matches
Luciano Juba,br BRA,DF,20.0,10.9,1,0,0,9,2,0,67,23,3,0,1,0,55,14,14,50.0,Matches
Hernane,br BRA,FW,33.0,8.0,2,0,0,11,35,0,0,7,3,0,0,0,23,18,35,34.0,Matches
Chico,br BRA,DF,21.0,7.2,1,0,0,6,2,0,1,19,6,0,0,0,24,11,9,55.0,Matches
Raul Prata,br BRA,"DF,FW",32.0,7.1,3,0,0,7,4,0,21,11,4,0,0,0,35,4,6,40.0,Matches
Mailson,br BRA,GK,23.0,7.0,1,0,0,1,1,0,0,1,0,0,1,0,10,1,0,100.0,Matches
Rafael Thyere,br BRA,DF,26.0,6.9,2,0,0,5,3,0,0,8,4,0,0,1,19,10,7,58.8,Matches
Ewerton,br BRA,"MF,DF",19.0,5.0,1,0,0,7,8,2,14,6,3,0,0,0,17,10,3,76.9,Matches
Márcio Araújo,br BRA,MF,35.0,4.8,0,0,0,7,6,0,0,6,4,0,0,0,29,2,2,50.0,Matches
Willian Farias,br BRA,MF,30.0,3.8,3,0,0,9,6,0,0,5,2,0,0,0,28,4,1,80.0,Matches
Lucas Venuto,br BRA,FW,25.0,3.2,0,0,0,3,10,0,10,2,0,0,0,0,16,0,2,0.0,Matches
Rafael Luiz,br BRA,FW,17.0,1.3,1,0,0,6,4,1,1,1,2,0,0,0,5,1,3,25.0,Matches
Bruninho,br BRA,"MF,FW",19.0,3.9,1,0,0,7,5,1,12,3,8,0,0,0,30,1,3,25.0,Matches
Mikael,br BRA,"FW,MF",20.0,3.4,0,0,0,2,3,2,1,0,1,0,0,0,7,18,14,56.3,Matches
Rogério,br BRA,FW,29.0,2.1,1,0,0,4,8,0,0,3,1,0,0,0,7,8,15,34.8,Matches
Ronaldo,br BRA,FW,28.0,0.7,0,1,0,1,0,2,1,0,1,0,0,0,2,1,1,50.0,Matches
Gustavo,br BRA,"FW,MF",17.0,0.5,1,0,0,1,2,0,0,3,0,0,0,0,4,2,0,100.0,Matches
Maxwell Silva,br BRA,FW,20.0,0.5,0,0,0,1,2,0,2,2,1,0,0,0,2,0,2,0.0,Matches
João Igor,br BRA,MF,23.0,0.5,0,0,0,3,1,0,0,2,0,0,0,0,4,0,2,0.0,Matches
Marcos Serrato,br BRA,MF,25.0,0.3,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,,Matches
Philip,br BRA,"MF,FW",28.0,0.2,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,,Matches
Pedrão,br BRA,FW,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.0,38.0,88,4,0,567,565,53,675,486,307,4,5,4,1748,561,582,49.1,
Opponent Total,,,26.6,38.0,73,5,4,597,527,50,917,398,337,4,8,0,1814,582,561,50.9,
