Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Mailson,br BRA,GK,24.0,37.0,1216,1011,1210,6,0,0,1216,1,1,100.0,0,0.0,688,3675,2474,0,0,0,2,0,405,0,Matches
José Sabino,br BRA,DF,24.0,35.5,2059,306,1030,969,80,29,2059,17,12,70.6,5,29.4,1246,7343,4843,47,33,1,16,5,1312,6,Matches
Marcão Silva,br BRA,MF,30.0,33.7,1529,88,461,941,139,20,1529,35,19,54.3,16,45.7,831,3249,1454,8,7,0,37,25,919,12,Matches
Rafael Thyere,br BRA,DF,27.0,31.1,1898,298,934,932,49,18,1898,8,6,75.0,2,25.0,1173,5660,3744,22,11,0,4,5,1303,3,Matches
José Welison,br BRA,MF,25.0,27.3,1550,60,331,911,328,36,1550,53,34,64.2,19,35.8,925,4497,2374,39,31,4,40,26,1017,55,Matches
Sander,br BRA,DF,30.0,22.8,1460,87,435,651,392,23,1460,37,21,56.8,16,43.2,750,3527,1939,39,27,3,37,22,796,119,Matches
Mikael,br BRA,FW,21.0,21.7,635,27,44,295,303,84,634,33,25,75.8,8,24.2,375,1750,635,19,21,4,70,34,486,95,Matches
Hayner,br BRA,DF,25.0,20.0,1026,59,310,456,275,10,1026,52,27,51.9,25,48.1,598,3569,1921,47,32,3,46,8,612,101,Matches
Gustavo,br BRA,"MF,FW",18.0,18.2,831,13,123,375,348,45,831,89,54,60.7,35,39.3,568,4474,2130,60,53,15,51,19,586,108,Matches
Paulinho Moccelin,br BRA,"FW,MF",26.0,19.3,780,20,134,289,372,52,780,56,21,37.5,35,62.5,421,2498,1213,40,34,13,53,22,479,136,Matches
Ewerton,br BRA,DF,20.0,16.0,913,65,302,417,201,16,913,11,4,36.4,7,63.6,458,2331,1182,23,17,2,19,7,514,65,Matches
Hernanes,br BRA,MF,35.0,12.8,643,16,89,355,210,14,643,35,27,77.1,8,22.9,399,2135,1117,27,22,1,25,25,446,39,Matches
André,br BRA,FW,30.0,15.1,534,17,50,285,209,35,533,24,12,50.0,12,50.0,312,1469,515,14,20,4,54,17,400,71,Matches
Everaldo,br BRA,"FW,MF",26.0,11.3,540,13,118,217,215,12,540,29,15,51.7,14,48.3,348,2399,1261,42,31,4,16,4,351,83,Matches
Everton Felipe,br BRA,"MF,FW",23.0,12.4,758,6,102,418,255,8,757,62,34,54.8,28,45.2,489,2774,1321,36,31,2,37,24,557,74,Matches
Chico,br BRA,DF,22.0,11.8,694,70,326,317,58,11,694,2,2,100.0,0,0.0,382,1844,1171,8,8,0,2,2,408,9,Matches
Thiago Neves,br BRA,"MF,FW",35.0,8.9,419,3,41,239,141,19,418,11,7,63.6,4,36.4,232,1107,504,9,10,0,23,9,301,28,Matches
Thiago Lopes,br BRA,MF,24.0,6.0,282,9,44,179,60,8,282,14,10,71.4,4,28.6,190,992,500,12,7,2,14,5,198,21,Matches
Júnior Tavares,br BRA,DF,24.0,7.0,459,21,148,201,111,5,459,8,2,25.0,6,75.0,249,1383,704,19,8,0,17,8,266,29,Matches
Santiago Tréllez,co COL,"FW,MF",31.0,9.4,311,19,58,116,145,27,311,23,15,65.2,8,34.8,174,1100,439,12,11,2,14,11,196,39,Matches
Luciano Juba,br BRA,"FW,MF",21.0,6.6,335,14,63,146,127,8,335,14,7,50.0,7,50.0,162,801,472,12,12,1,14,2,191,38,Matches
Pedro Henrique,br BRA,DF,20.0,4.3,263,32,135,119,9,3,263,0,0,,0,,154,741,447,2,2,0,1,1,186,2,Matches
Ronaldo Henrique,br BRA,MF,26.0,4.3,314,14,88,208,19,1,314,4,3,75.0,1,25.0,199,631,350,3,0,0,4,1,225,2,Matches
Ricardinho,br BRA,"MF,DF",31.0,4.3,202,4,42,131,33,0,202,4,3,75.0,1,25.0,110,623,305,8,0,0,2,0,122,10,Matches
