Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Mailson,br BRA,GK,24.0,37.0,868,1152,75.3,24681,16977,170,170,100.0,394,403,97.8,299,571,52.4,0,0.0,0.0,0.0,0,17,0,0,0,Matches
José Sabino,br BRA,DF,24.0,35.5,1394,1708,81.6,29177,11547,378,420,90.0,811,878,92.4,197,370,53.2,0,0.4,0.8,-0.4,12,117,5,2,126,Matches
Marcão Silva,br BRA,MF,30.0,33.7,1058,1232,85.9,19053,5370,409,472,86.7,541,596,90.8,85,108,78.7,1,0.6,0.5,0.4,13,84,4,1,92,Matches
Rafael Thyere,br BRA,DF,27.0,31.1,1471,1637,89.9,30426,10751,383,413,92.7,893,945,94.5,184,255,72.2,0,0.8,0.5,-0.8,9,73,5,0,80,Matches
José Welison,br BRA,MF,25.0,27.3,1015,1246,81.5,19821,5781,398,449,88.6,427,487,87.7,158,232,68.1,1,2.1,2.5,-1.1,26,121,19,5,158,Matches
Sander,br BRA,DF,30.0,22.8,907,1203,75.4,14882,5771,462,521,88.7,377,494,76.3,58,139,41.7,1,3.9,2.3,-2.9,37,66,22,17,93,Matches
Mikael,br BRA,FW,21.0,21.7,251,383,65.5,3895,548,137,199,68.8,80,116,69.0,20,23,87.0,1,1.2,0.7,-0.2,15,25,3,1,27,Matches
Hayner,br BRA,DF,25.0,20.0,597,808,73.9,10489,4299,255,306,83.3,287,363,79.1,49,114,43.0,1,1.0,0.9,0.0,18,46,19,12,63,Matches
Gustavo,br BRA,"MF,FW",18.0,18.2,442,569,77.7,7416,1705,200,247,81.0,180,211,85.3,42,60,70.0,2,1.9,1.6,0.1,25,27,16,3,57,Matches
Paulinho Moccelin,br BRA,"FW,MF",26.0,19.3,359,536,67.0,5933,1777,185,239,77.4,123,171,71.9,36,83,43.4,1,2.0,2.0,-1.0,18,20,16,7,46,Matches
Ewerton,br BRA,DF,20.0,16.0,583,747,78.0,9892,3760,257,289,88.9,276,328,84.1,40,89,44.9,1,0.9,0.8,0.1,10,42,16,11,56,Matches
Hernanes,br BRA,MF,35.0,12.8,409,504,81.2,6391,2081,220,252,87.3,125,149,83.9,41,68,60.3,0,2.2,1.7,-2.2,25,45,11,4,49,Matches
André,br BRA,FW,30.0,15.1,285,376,75.8,3935,792,170,207,82.1,92,120,76.7,11,19,57.9,0,0.6,0.4,-0.6,9,24,4,0,39,Matches
Everaldo,br BRA,"FW,MF",26.0,11.3,319,401,79.6,4944,1021,175,199,87.9,114,142,80.3,24,34,70.6,2,1.7,1.1,0.3,13,19,13,5,30,Matches
Everton Felipe,br BRA,"MF,FW",23.0,12.4,438,599,73.1,8563,2422,180,211,85.3,180,221,81.4,66,129,51.2,1,2.2,2.0,-1.2,27,69,16,5,76,Matches
Chico,br BRA,DF,22.0,11.8,433,558,77.6,8237,4203,165,189,87.3,217,258,84.1,49,98,50.0,0,0.4,1.0,-0.4,2,38,4,1,43,Matches
Thiago Neves,br BRA,"MF,FW",35.0,8.9,274,345,79.4,4621,1334,122,136,89.7,117,138,84.8,23,48,47.9,0,0.7,1.0,-0.7,11,25,8,1,43,Matches
Thiago Lopes,br BRA,MF,24.0,6.0,179,226,79.2,2956,679,88,102,86.3,69,84,82.1,16,23,69.6,0,0.5,0.5,-0.5,6,24,3,0,20,Matches
Júnior Tavares,br BRA,DF,24.0,7.0,284,388,73.2,4946,1885,128,147,87.1,127,169,75.1,21,47,44.7,0,0.8,0.7,-0.8,8,17,5,3,20,Matches
Santiago Tréllez,co COL,"FW,MF",31.0,9.4,146,205,71.2,2100,430,82,110,74.5,47,60,78.3,8,14,57.1,0,0.7,0.5,-0.7,10,5,5,3,9,Matches
Luciano Juba,br BRA,"FW,MF",21.0,6.6,170,263,64.6,2910,1004,83,100,83.0,66,90,73.3,15,50,30.0,1,1.7,1.3,-0.7,16,14,8,6,20,Matches
Pedro Henrique,br BRA,DF,20.0,4.3,188,231,81.4,4014,1354,43,47,91.5,114,124,91.9,30,55,54.5,0,0.0,0.0,0.0,2,13,0,0,16,Matches
Ronaldo Henrique,br BRA,MF,26.0,4.3,250,279,89.6,4829,1724,88,96,91.7,130,142,91.5,29,32,90.6,0,0.1,0.1,-0.1,2,21,3,0,28,Matches
Ricardinho,br BRA,"MF,DF",31.0,4.3,148,169,87.6,2501,672,74,80,92.5,58,65,89.2,12,17,70.6,0,0.1,0.1,-0.1,1,13,2,1,12,Matches
Marquinhos,br BRA,"FW,MF",24.0,3.3,92,118,78.0,1406,291,50,58,86.2,35,37,94.6,4,9,44.4,0,0.7,0.4,-0.7,5,9,1,0,13,Matches
Neílton,br BRA,"FW,MF",26.0,2.9,65,88,73.9,1040,368,32,37,86.5,22,29,75.9,8,16,50.0,0,0.4,0.1,-0.4,4,7,2,1,9,Matches
Iago Maidana,br BRA,DF,24.0,2.7,113,123,91.9,2294,695,27,28,96.4,76,81,93.8,10,14,71.4,0,0.0,0.1,0.0,0,1,0,0,2,Matches
Cristiano,br BRA,"FW,MF",19.0,1.8,32,52,61.5,456,146,18,25,72.0,12,16,75.0,1,4,25.0,0,0.1,0.1,-0.1,2,3,2,2,5,Matches
Betinho,br BRA,MF,28.0,1.7,69,91,75.8,1250,384,34,38,89.5,30,40,75.0,5,12,41.7,0,0.0,0.0,0.0,1,10,1,0,8,Matches
Leandro Barcia,uy URU,"FW,MF",28.0,1.4,21,32,65.6,349,88,11,15,73.3,8,10,80.0,2,4,50.0,0,0.0,0.0,0.0,1,3,1,0,3,Matches
Pedro Victor,br BRA,"MF,FW",20.0,1.2,49,56,87.5,866,148,22,23,95.7,21,24,87.5,5,6,83.3,1,0.0,0.0,1.0,2,4,0,0,3,Matches
Carlos Eduardo,br BRA,GK,28.0,1.0,19,20,95.0,399,230,3,3,100.0,13,13,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Victor Gabriel,br BRA,DF,16.0,0.5,14,19,73.7,253,67,6,7,85.7,7,8,87.5,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Maxwell,br BRA,"FW,MF",25.0,1.3,35,45,77.8,490,103,18,20,90.0,14,19,73.7,0,2,0.0,0,0.1,0.1,-0.1,1,2,1,0,3,Matches
Patric Cabral Lalau,br BRA,DF,31.0,1.2,77,107,72.0,1382,419,32,42,76.2,35,42,83.3,7,18,38.9,1,0.6,0.5,0.4,1,4,3,2,9,Matches
Flávio Souza,br BRA,FW,19.0,0.5,11,14,78.6,165,5,8,10,80.0,1,1,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
