Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-05-30,20:30,Série A,Matchweek 1,Sun,Away,D,2,2,Internacional,1.6,1.5,43,,Thiago Neves,4-2-3-1,4-3-3,Vinicius Gonçalves Dias Araujo,Match Report,
2021-06-06,20:30,Série A,Matchweek 2,Sun,Home,L,0,1,Atlético Mineiro,0.5,0.8,48,,Thiago Neves,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2021-06-13,20:30,Série A,Matchweek 3,Sun,Away,L,0,1,Fortaleza,0.3,1.7,42,,André,4-2-3-1,3-4-1-2,Braulio da Silva Machado,Match Report,
2021-06-17,19:00,Série A,Matchweek 4,Thu,Home,W,1,0,Grêmio,1.1,0.6,34,,André,5-4-1,4-2-3-1,Denis Ribeiro Serafim,Match Report,
2021-06-20,20:30,Série A,Matchweek 5,Sun,Away,L,0,1,Juventude,1.0,0.5,50,,André,5-4-1,4-4-2,Edina Alves Batista,Match Report,
2021-06-24,19:00,Série A,Matchweek 6,Thu,Away,L,1,2,Corinthians,1.0,2.7,49,,André,5-4-1,4-3-3,Paulo Roberto Alves Júnior,Match Report,
2021-06-27,20:30,Série A,Matchweek 7,Sun,Home,D,0,0,Cuiabá,0.3,1.4,45,,André,4-4-2,4-1-4-1,Marielson Alves Silva,Match Report,
2021-06-30,20:30,Série A,Matchweek 8,Wed,Away,D,0,0,Santos,0.7,0.8,33,,Thiago Neves,4-2-3-1,4-3-3,Douglas Schwengber da Silva,Match Report,
2021-07-04,16:00,Série A,Matchweek 9,Sun,Home,L,0,1,Palmeiras,1.0,1.6,49,,Marcão Silva,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2021-07-07,19:15,Série A,Matchweek 10,Wed,Away,D,1,1,Atl Goianiense,1.3,0.5,44,,Thiago Neves,4-2-3-1,4-3-3,Leo Simão Holanda,Match Report,
2021-07-10,19:00,Série A,Matchweek 11,Sat,Home,L,1,2,Fluminense,1.6,1.4,50,,Rafael Thyere,4-1-4-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,
