Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Ernando,br BRA,DF,29.0,31.0,0,8,2,25.0,0.26,0.06,0.0,0.0,,0,0,Matches
Gabriel,br BRA,"FW,MF",28.0,30.1,5,33,15,45.5,1.1,0.5,0.15,0.33,,0,1,Matches
Sander,br BRA,DF,27.0,27.5,0,19,6,31.6,0.69,0.22,0.0,0.0,,0,0,Matches
Ronaldo Alves,br BRA,DF,28.0,27.0,0,12,0,0.0,0.45,0.0,0.0,,,0,0,Matches
Magrão,br BRA,GK,40.0,24.0,0,1,1,100.0,0.04,0.04,0.0,0.0,,0,0,Matches
Marlone,br BRA,MF,25.0,21.4,2,36,11,30.6,1.68,0.51,0.06,0.18,,0,0,Matches
Rogério,br BRA,"FW,MF",27.0,19.6,3,45,12,26.7,2.29,0.61,0.07,0.25,,0,0,Matches
Fellipe Bastos,br BRA,MF,27.0,21.2,1,58,15,25.9,2.74,0.71,0.02,0.07,,0,0,Matches
Raul Prata,br BRA,DF,30.0,18.9,0,7,1,14.3,0.37,0.05,0.0,0.0,,0,0,Matches
Cláudio Winck,br BRA,"DF,MF",23.0,17.1,3,31,8,25.8,1.82,0.47,0.1,0.38,,0,0,Matches
Michel Bastos,br BRA,"DF,MF",34.0,16.9,4,34,9,26.5,2.01,0.53,0.09,0.33,,1,1,Matches
Marcão Silva,br BRA,MF,27.0,13.8,0,3,0,0.0,0.22,0.0,0.0,,,0,0,Matches
Rafael Marques,br BRA,FW,34.0,13.5,1,21,10,47.6,1.55,0.74,0.05,0.1,,0,0,Matches
Mailson,br BRA,GK,21.0,13.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Deivid,br BRA,MF,29.0,12.1,0,4,0,0.0,0.33,0.0,0.0,,,0,0,Matches
Hernane,br BRA,FW,31.0,12.0,2,25,11,44.0,2.08,0.91,0.04,0.09,,1,1,Matches
Jair,br BRA,MF,23.0,12.1,2,8,5,62.5,0.66,0.41,0.25,0.4,,0,0,Matches
Mateus Gonçalves Martins,br BRA,MF,23.0,10.5,3,15,7,46.7,1.43,0.67,0.2,0.43,,0,0,Matches
Adryelson,br BRA,DF,19.0,11.0,1,8,1,12.5,0.73,0.09,0.13,1.0,,0,0,Matches
Neto Moura,br BRA,MF,21.0,9.4,0,13,7,53.8,1.39,0.75,0.0,0.0,,0,0,Matches
Andrigo,br BRA,"FW,MF",22.0,9.9,0,21,8,38.1,2.13,0.81,0.0,0.0,,0,0,Matches
Anselmo de Moraes,br BRA,MF,28.0,8.0,2,9,3,33.3,1.13,0.37,0.22,0.67,,0,0,Matches
Durval,br BRA,DF,37.0,7.7,0,5,0,0.0,0.65,0.0,0.0,,,0,0,Matches
Leo Ortiz,br BRA,DF,22.0,6.0,0,1,0,0.0,0.17,0.0,0.0,,,0,0,Matches
Morato,br BRA,"FW,MF",25.0,3.8,0,8,4,50.0,2.11,1.06,0.0,0.0,,0,0,Matches
Matheus Ferreira,br BRA,MF,24.0,2.7,0,2,1,50.0,0.74,0.37,0.0,0.0,,0,0,Matches
Carlos Henrique,br BRA,FW,22.0,4.8,2,9,4,44.4,1.88,0.84,0.22,0.5,,0,0,Matches
Matheus Peixoto,br BRA,FW,22.0,2.6,0,4,1,25.0,1.55,0.39,0.0,0.0,,0,0,Matches
Evandro,br BRA,DF,21.0,1.6,0,1,0,0.0,0.61,0.0,0.0,,,0,0,Matches
Hygor,br BRA,FW,25.0,2.1,0,4,1,25.0,1.94,0.48,0.0,0.0,,0,0,Matches
Everton Felipe,br BRA,MF,20.0,1.9,1,6,4,66.7,3.16,2.11,0.17,0.25,,0,0,Matches
Fabrício,br BRA,MF,19.0,1.3,0,4,1,25.0,3.05,0.76,0.0,0.0,,0,0,Matches
Agenor Detofol,br BRA,GK,28.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Nonoca,br BRA,MF,19.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Max,br BRA,DF,30.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Pablo Pardal,br BRA,MF,18.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,28.2,38.0,32,455,148,32.5,11.97,3.89,0.07,0.2,,2,3,
Opponent Total,,,27.0,38.0,57,533,187,35.1,14.03,4.92,0.1,0.28,,5,8,
