Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Danilo Fernandes,br BRA,GK,26.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Ferraz,br BRA,DF,29.0,36,36,3206.0,35.6,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,0.14,0.03,0.17,0.14,0.17,Matches
Durval,br BRA,DF,34.0,36,36,3197.0,35.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Francisco Rithely,br BRA,MF,24.0,35,35,3111.0,34.6,1.0,3.0,4.0,1.0,0.0,0.0,8.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches
Renê,br BRA,DF,22.0,35,34,3015.0,33.5,1.0,4.0,5.0,1.0,0.0,0.0,9.0,0.0,0.03,0.12,0.15,0.03,0.15,Matches
Diego Souza,br BRA,"FW,MF",29.0,34,32,2825.0,31.4,9.0,8.0,17.0,6.0,3.0,3.0,8.0,1.0,0.29,0.25,0.54,0.19,0.45,Matches
Samuel Xavier,br BRA,DF,24.0,30,29,2526.0,28.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.04,0.04,0.07,0.04,0.07,Matches
Marlone,br BRA,MF,22.0,30,29,2299.0,25.5,3.0,7.0,10.0,3.0,0.0,0.0,3.0,0.0,0.12,0.27,0.39,0.12,0.39,Matches
André,br BRA,FW,24.0,29,27,2342.0,26.0,13.0,6.0,19.0,10.0,3.0,3.0,5.0,0.0,0.5,0.23,0.73,0.38,0.61,Matches
Wendel Geraldo,br BRA,MF,32.0,28,26,2069.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
