Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Mailson,br BRA,GK,24.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Sabino,br BRA,DF,24.0,36,36,3195.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.4,2.4,0.4,2.9,47.0,126.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches
Marcão Silva,br BRA,MF,30.0,34,34,3033.0,33.7,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,1.7,1.7,0.6,2.3,8.0,92.0,12.0,0.03,0.03,0.06,0.03,0.06,0.05,0.02,0.07,0.05,0.07,Matches
Rafael Thyere,br BRA,DF,27.0,32,32,2795.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.8,1.4,22.0,80.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
José Welison,br BRA,MF,25.0,31,28,2453.0,27.3,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,3.7,3.7,2.1,5.8,39.0,158.0,55.0,0.07,0.04,0.11,0.07,0.11,0.13,0.08,0.21,0.13,0.21,Matches
Sander,br BRA,DF,30.0,25,24,2055.0,22.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,3.9,4.8,39.0,93.0,119.0,0.04,0.04,0.09,0.04,0.09,0.04,0.17,0.21,0.04,0.21,Matches
Mikael,br BRA,FW,21.0,33,24,1951.0,21.7,8.0,1.0,9.0,7.0,1.0,1.0,2.0,0.0,8.6,7.8,1.2,8.9,19.0,27.0,95.0,0.37,0.05,0.42,0.32,0.37,0.39,0.05,0.45,0.36,0.41,Matches
Hayner,br BRA,DF,25.0,24,21,1803.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,1.0,1.9,47.0,63.0,101.0,0.0,0.05,0.05,0.0,0.05,0.04,0.05,0.09,0.04,0.09,Matches
Gustavo,br BRA,"MF,FW",18.0,27,21,1636.0,18.2,2.0,2.0,4.0,2.0,0.0,0.0,7.0,1.0,3.1,3.1,1.9,5.0,60.0,57.0,108.0,0.11,0.11,0.22,0.11,0.22,0.17,0.1,0.27,0.17,0.27,Matches
