Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,Attendance,Top Team Scorer,Goalkeeper,Notes
9,Santos,38,15,8,15,42,35,7,53,1.39,9243,Gabriel Barbosa - 8,Aranha,
10,Flamengo,38,14,10,14,46,47,-1,52,1.37,30519,Eduardo da Silva - 8,Paulo Victor Vidotti,
11,Sport Recife,38,14,10,14,36,46,-10,52,1.37,18220,Patric Cabral Lalau - 7,Magrão,
12,Goiás,38,13,8,17,38,40,-2,47,1.24,6958,Erik Lima - 12,Renan Brito Soares,
13,Figueirense,38,13,8,17,37,47,-10,47,1.24,8378,Everaldo Stum - 6,Tiago Volpi,
