Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Magrão,br BRA,GK,39.0,34.7,0,0,0,,0.0,0.0,,,,0,0,Matches
André,br BRA,FW,26.0,34.2,16,86,36,41.9,2.51,1.05,0.16,0.39,,2,2,Matches
Patrick,br BRA,"FW,MF",24.0,28.9,3,23,9,39.1,0.8,0.31,0.13,0.33,,0,0,Matches
Francisco Rithely,br BRA,MF,26.0,28.8,1,51,11,21.6,1.77,0.38,0.02,0.09,,0,0,Matches
Diego Souza,br BRA,"FW,MF",31.0,25.4,11,71,29,40.8,2.8,1.14,0.1,0.24,,4,4,Matches
Ronaldo Alves,br BRA,DF,27.0,25.0,1,14,4,28.6,0.56,0.16,0.07,0.25,,0,0,Matches
Durval,br BRA,DF,36.0,23.0,0,12,7,58.3,0.52,0.3,0.0,0.0,,0,0,Matches
Oswaldo Henríquez,co COL,DF,27.0,23.0,0,11,2,18.2,0.48,0.09,0.0,0.0,,0,0,Matches
Eugenio Mena,cl CHI,"DF,MF",28.0,20.7,1,8,2,25.0,0.39,0.1,0.13,0.5,,0,0,Matches
Samuel Xavier,br BRA,DF,26.0,21.7,0,9,4,44.4,0.41,0.18,0.0,0.0,,0,0,Matches
Osvaldo,br BRA,"FW,MF",29.0,19.7,3,30,9,30.0,1.53,0.46,0.1,0.33,,0,0,Matches
Sander,br BRA,DF,26.0,19.3,0,5,1,20.0,0.26,0.05,0.0,0.0,,0,0,Matches
Everton Felipe,br BRA,MF,19.0,14.6,1,30,13,43.3,2.05,0.89,0.03,0.08,,0,0,Matches
Anselmo de Moraes,br BRA,MF,27.0,15.1,0,16,1,6.3,1.06,0.07,0.0,0.0,,0,0,Matches
Raul Prata,br BRA,DF,29.0,13.6,0,8,3,37.5,0.59,0.22,0.0,0.0,,0,0,Matches
Rogério,br BRA,"FW,MF",26.0,12.5,2,36,11,30.6,2.87,0.88,0.06,0.18,,0,0,Matches
Wesley,br BRA,MF,29.0,6.9,0,14,3,21.4,2.02,0.43,0.0,0.0,,0,0,Matches
Reinaldo Lenis,co COL,"FW,MF",24.0,8.3,2,13,5,38.5,1.56,0.6,0.15,0.4,,0,0,Matches
Marquinhos,br BRA,"DF,FW",27.0,5.2,1,11,4,36.4,2.12,0.77,0.09,0.25,,0,0,Matches
Thomas Jaguaribe,br BRA,"FW,MF",23.0,4.9,1,9,3,33.3,1.84,0.61,0.11,0.33,,0,0,Matches
Thallyson,br BRA,MF,20.0,4.7,1,4,1,25.0,0.86,0.21,0.25,1.0,,0,0,Matches
Rodrigo,br BRA,MF,22.0,3.6,0,1,0,0.0,0.27,0.0,0.0,,,0,0,Matches
Fabrício,br BRA,MF,18.0,3.3,0,5,2,40.0,1.51,0.6,0.0,0.0,,0,0,Matches
Agenor Detofol,br BRA,GK,27.0,3.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Matheus Ferraz,br BRA,DF,31.0,3.0,1,4,2,50.0,1.33,0.67,0.25,0.5,,0,0,Matches
Edimar Ribeiro da Costa Junior,,FW,17.0,4.4,0,15,4,26.7,3.44,0.92,0.0,0.0,,0,0,Matches
Evandro,br BRA,DF,20.0,2.3,0,1,1,100.0,0.43,0.43,0.0,0.0,,0,0,Matches
Neto Moura,br BRA,MF,20.0,1.6,0,0,0,,0.0,0.0,,,,0,0,Matches
Igor Ribeiro,br BRA,DF,27.0,1.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Patrick,br BRA,MF,17.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Neris,br BRA,DF,24.0,0.8,0,2,2,100.0,2.61,2.61,0.0,0.0,,0,0,Matches
Ronaldo Henrique,br BRA,MF,22.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Leandro Pereira,br BRA,FW,25.0,0.5,0,2,2,100.0,4.0,4.0,0.0,0.0,,0,0,Matches
Wildson Índio,br BRA,FW,19.0,0.3,0,1,1,100.0,3.0,3.0,0.0,0.0,,0,0,Matches
Bruno Xavier,br BRA,MF,20.0,0.2,0,1,0,0.0,5.29,0.0,0.0,,,0,0,Matches
Squad Total,,,28.3,38.0,45,493,172,34.9,12.97,4.53,0.08,0.23,,6,6,
Opponent Total,,,26.7,38.0,58,412,166,40.3,10.84,4.37,0.13,0.32,,5,5,
