Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Patric Cabral Lalau,br BRA,DF,30.0,36.0,1444,1885,76.6,22324,8962,807,909,88.8,498,625,79.7,95,234,40.6,4,4.9,5.3,-0.9,44,129,41,18,171,Matches
Adryelson,br BRA,DF,21.0,35.7,1078,1312,82.2,22230,7973,284,323,87.9,647,730,88.6,138,229,60.3,0,0.1,0.2,-0.1,2,29,0,0,55,Matches
Iago Maidana,br BRA,DF,23.0,33.4,1207,1508,80.0,24630,10361,366,406,90.1,690,769,89.7,138,296,46.6,1,0.4,0.4,0.6,5,116,3,1,113,Matches
Luan Polli,br BRA,GK,26.0,31.0,509,859,59.3,15090,11802,100,100,100.0,197,202,97.5,191,533,35.8,0,0.0,0.0,0.0,0,17,0,0,0,Matches
Marquinhos,br BRA,"FW,MF",23.0,23.4,559,750,74.5,8545,2212,314,383,82.0,192,246,78.0,36,61,59.0,2,1.7,1.4,0.3,21,37,21,5,94,Matches
Thiago Neves,br BRA,"MF,FW",34.0,22.8,741,957,77.4,12805,3932,362,422,85.8,276,332,83.1,82,153,53.6,2,2.1,2.8,-0.1,32,94,23,4,127,Matches
Marcão Silva,br BRA,MF,29.0,21.4,626,703,89.0,10718,2666,285,302,94.4,261,295,88.5,53,63,84.1,0,0.2,0.3,-0.2,7,57,3,0,55,Matches
Ricardinho,br BRA,MF,30.0,18.2,515,608,84.7,8544,1736,223,255,87.5,241,267,90.3,33,43,76.7,0,0.1,0.3,-0.1,3,41,2,0,53,Matches
Betinho,br BRA,MF,27.0,17.2,633,794,79.7,12872,4448,221,262,84.4,281,328,85.7,110,165,66.7,1,0.9,1.2,0.1,17,91,20,0,108,Matches
