Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Mailson,br BRA,GK,24.0,37.0,0,0,0,0,0,0,1,0.0,1,0,0,0,4,4,12,4,Matches
José Sabino,br BRA,DF,24.0,35.5,32,19,20,12,0,18,35,51.4,17,37,28,9,41,73,166,2,Matches
Marcão Silva,br BRA,MF,30.0,33.7,54,35,26,26,2,24,78,30.8,54,48,15,33,39,93,49,0,Matches
Rafael Thyere,br BRA,DF,27.0,31.1,28,19,20,8,0,16,24,66.7,8,47,30,17,36,64,132,1,Matches
José Welison,br BRA,MF,25.0,27.3,60,33,24,28,8,23,51,45.1,28,45,19,26,38,98,29,0,Matches
Sander,br BRA,DF,30.0,22.8,57,34,28,26,3,14,48,29.2,34,15,5,10,50,107,43,0,Matches
Mikael,br BRA,FW,21.0,21.7,9,5,0,4,5,5,17,29.4,12,9,2,7,7,16,26,0,Matches
Hayner,br BRA,DF,25.0,20.0,20,14,13,4,3,8,21,38.1,13,12,1,11,23,43,45,0,Matches
Gustavo,br BRA,"MF,FW",18.0,18.2,33,21,10,16,7,17,39,43.6,22,15,2,13,20,53,11,0,Matches
Paulinho Moccelin,br BRA,"FW,MF",26.0,19.3,54,29,32,11,11,23,61,37.7,38,23,1,22,9,63,12,1,Matches
Ewerton,br BRA,DF,20.0,16.0,33,20,21,11,1,16,29,55.2,13,10,4,6,23,56,51,1,Matches
Hernanes,br BRA,MF,35.0,12.8,13,4,7,6,0,9,19,47.4,10,11,1,10,9,22,6,0,Matches
André,br BRA,FW,30.0,15.1,5,3,0,2,3,2,20,10.0,18,6,1,5,8,13,14,0,Matches
Everaldo,br BRA,"FW,MF",26.0,11.3,25,15,14,9,2,15,37,40.5,22,14,3,11,13,38,12,0,Matches
Everton Felipe,br BRA,"MF,FW",23.0,12.4,23,11,14,8,1,9,28,32.1,19,11,2,9,12,35,5,0,Matches
Chico,br BRA,DF,22.0,11.8,19,13,17,2,0,12,21,57.1,9,11,5,6,19,38,68,0,Matches
Thiago Neves,br BRA,"MF,FW",35.0,8.9,3,3,1,2,0,1,4,25.0,3,2,0,2,5,8,1,0,Matches
Thiago Lopes,br BRA,MF,24.0,6.0,5,3,1,3,1,2,6,33.3,4,5,0,5,9,14,2,0,Matches
Júnior Tavares,br BRA,DF,24.0,7.0,15,9,9,6,0,7,18,38.9,11,4,2,2,8,23,8,0,Matches
Santiago Tréllez,co COL,"FW,MF",31.0,9.4,9,5,5,3,1,5,19,26.3,14,9,2,7,10,19,17,0,Matches
Luciano Juba,br BRA,"FW,MF",21.0,6.6,8,2,6,2,0,5,12,41.7,7,9,0,9,7,15,10,0,Matches
Pedro Henrique,br BRA,DF,20.0,4.3,3,2,2,1,0,1,2,50.0,1,5,5,0,4,7,11,1,Matches
Ronaldo Henrique,br BRA,MF,26.0,4.3,8,4,5,3,0,0,9,0.0,9,6,1,5,8,16,5,0,Matches
Ricardinho,br BRA,"MF,DF",31.0,4.3,14,6,6,7,1,5,9,55.6,4,5,1,4,5,19,1,0,Matches
Marquinhos,br BRA,"FW,MF",24.0,3.3,5,2,1,2,2,2,7,28.6,5,3,0,3,1,6,3,0,Matches
Neílton,br BRA,"FW,MF",26.0,2.9,8,4,4,4,0,7,12,58.3,5,5,1,4,4,12,2,0,Matches
Iago Maidana,br BRA,DF,24.0,2.7,2,2,2,0,0,2,2,100.0,0,6,5,1,4,6,6,0,Matches
Cristiano,br BRA,"FW,MF",19.0,1.8,3,1,0,2,1,0,6,0.0,6,2,0,2,2,5,1,0,Matches
Betinho,br BRA,MF,28.0,1.7,7,3,4,2,1,4,6,66.7,2,1,0,1,2,9,1,2,Matches
Leandro Barcia,uy URU,"FW,MF",28.0,1.4,0,0,0,0,0,0,6,0.0,6,2,1,1,1,1,0,0,Matches
Pedro Victor,br BRA,"MF,FW",20.0,1.2,3,1,0,3,0,1,5,20.0,4,1,1,0,3,6,2,0,Matches
Carlos Eduardo,br BRA,GK,28.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Victor Gabriel,br BRA,DF,16.0,0.5,2,2,0,2,0,0,1,0.0,1,2,0,2,0,2,0,0,Matches
Maxwell,br BRA,"FW,MF",25.0,1.3,2,0,1,0,1,2,3,66.7,1,1,0,1,0,2,2,0,Matches
Patric Cabral Lalau,br BRA,DF,31.0,1.2,2,1,2,0,0,1,2,50.0,1,2,1,1,3,5,2,0,Matches
Flávio Souza,br BRA,FW,19.0,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
Marcelo Ajul,br BRA,DF,18.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Helber Italo,br BRA,MF,18.0,0.0,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,26.1,38.0,565,325,295,215,55,257,659,39.0,402,385,139,246,428,993,755,12,
Opponent Total,,,27.1,38.0,567,330,215,266,86,272,646,42.1,374,347,112,235,363,930,687,4,
