Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Ernando,br BRA,DF,29.0,32,2793.0,87.0,81.7,31.0,32,87.0,30.0,0,,1,1.19,31.0,44.0,-13.0,-0.42,0.87,Matches
Gabriel,br BRA,"FW,MF",28.0,33,2706.0,82.0,79.1,30.1,31,85.0,21.0,2,42.0,0,1.12,27.0,44.0,-17.0,-0.57,0.06,Matches
Sander,br BRA,DF,27.0,28,2475.0,88.0,72.4,27.5,27,90.0,27.0,1,45.0,0,1.07,30.0,44.0,-14.0,-0.51,0.25,Matches
Ronaldo Alves,br BRA,DF,28.0,29,2426.0,84.0,70.9,27.0,27,89.0,26.0,2,6.0,6,1.03,24.0,45.0,-21.0,-0.78,-0.69,Matches
Magrão,br BRA,GK,40.0,24,2160.0,90.0,63.2,24.0,24,90.0,24.0,0,,0,0.79,20.0,44.0,-24.0,-1.0,-1.14,Matches
Marlone,br BRA,MF,25.0,30,1928.0,64.0,56.4,21.4,22,80.0,11.0,8,21.0,3,1.0,18.0,37.0,-19.0,-0.89,-0.71,Matches
Rogério,br BRA,"FW,MF",27.0,28,1766.0,63.0,51.6,19.6,21,74.0,8.0,7,31.0,0,1.32,22.0,22.0,0.0,0.0,1.2,Matches
Fellipe Bastos,br BRA,MF,27.0,29,1908.0,66.0,55.8,21.2,20,84.0,15.0,9,25.0,4,1.21,19.0,36.0,-17.0,-0.8,-0.5,Matches
Raul Prata,br BRA,DF,30.0,21,1698.0,81.0,49.6,18.9,18,86.0,16.0,3,49.0,8,1.19,16.0,21.0,-5.0,-0.27,0.62,Matches
Cláudio Winck,br BRA,"DF,MF",23.0,21,1536.0,73.0,44.9,17.1,18,79.0,11.0,3,38.0,6,1.19,14.0,29.0,-15.0,-0.88,-0.54,Matches
Michel Bastos,br BRA,"DF,MF",34.0,23,1523.0,66.0,44.5,16.9,15,87.0,11.0,8,26.0,2,1.04,17.0,29.0,-12.0,-0.71,-0.23,Matches
Marcão Silva,br BRA,MF,27.0,15,1243.0,83.0,36.3,13.8,15,83.0,10.0,0,,0,1.27,14.0,18.0,-4.0,-0.29,0.45,Matches
Rafael Marques,br BRA,FW,34.0,20,1219.0,61.0,35.6,13.5,13,78.0,8.0,7,28.0,13,0.85,16.0,24.0,-8.0,-0.59,-0.02,Matches
Mailson,br BRA,GK,21.0,13,1170.0,90.0,34.2,13.0,13,90.0,13.0,0,,25,1.77,15.0,10.0,5.0,0.38,1.46,Matches
Deivid,br BRA,MF,29.0,16,1088.0,68.0,31.8,12.1,13,79.0,7.0,3,21.0,14,0.69,6.0,19.0,-13.0,-1.08,-0.73,Matches
Hernane,br BRA,FW,31.0,16,1083.0,68.0,31.7,12.0,13,75.0,5.0,3,34.0,0,1.19,11.0,16.0,-5.0,-0.42,0.24,Matches
Jair,br BRA,MF,23.0,13,1089.0,84.0,31.8,12.1,12,87.0,9.0,1,45.0,2,1.23,13.0,15.0,-2.0,-0.17,0.61,Matches
