Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Patric Cabral Lalau,br BRA,DF,30.0,36.0,2239,128,564,965,733,77,2239,49,26,53.1,23,46.9,1181,6001,3327,86,71,10,44,26,1351,256,Matches
Adryelson,br BRA,DF,21.0,35.7,1704,289,931,742,39,31,1704,5,2,40.0,3,60.0,851,3297,1451,5,1,0,4,1,971,1,Matches
Iago Maidana,br BRA,DF,23.0,33.4,1833,239,954,821,67,29,1829,3,2,66.7,1,33.3,1084,6140,3806,23,12,0,13,2,1185,6,Matches
Luan Polli,br BRA,GK,26.0,31.0,933,824,930,3,0,0,933,2,2,100.0,0,0.0,422,2619,1858,0,0,0,2,0,217,0,Matches
Marquinhos,br BRA,"FW,MF",23.0,23.4,1023,16,165,437,450,49,1023,83,41,49.4,42,50.6,683,4491,2305,82,78,17,53,44,780,142,Matches
Thiago Neves,br BRA,"MF,FW",34.0,22.8,1132,16,129,596,415,59,1131,34,24,70.6,10,29.4,636,2829,1238,31,29,7,48,29,790,110,Matches
Marcão Silva,br BRA,MF,29.0,21.4,931,64,270,566,112,15,931,27,18,66.7,9,33.3,480,2083,879,14,15,2,21,16,553,15,Matches
Ricardinho,br BRA,MF,30.0,18.2,747,16,145,453,152,13,747,14,9,64.3,5,35.7,438,1939,781,10,15,0,14,7,509,24,Matches
Betinho,br BRA,MF,27.0,17.2,957,41,200,665,102,1,957,9,9,100.0,0,0.0,520,2068,1037,10,11,0,15,7,637,13,Matches
Lucas Mugni,ar ARG,"MF,FW",28.0,17.1,901,37,213,426,278,37,901,47,27,57.4,20,42.6,515,2468,1149,25,15,2,31,30,572,98,Matches
Júnior Tavares,br BRA,DF,23.0,14.2,906,53,268,396,251,10,906,22,12,54.5,10,45.5,491,2848,1619,46,37,3,17,17,515,44,Matches
Dalberto,br BRA,FW,25.0,14.0,425,13,40,174,222,60,425,44,19,43.2,25,56.8,236,1624,768,26,21,10,39,28,312,98,Matches
Sander,br BRA,"DF,MF",29.0,14.5,998,65,282,491,243,11,998,22,10,45.5,12,54.5,497,2747,1486,31,28,1,24,7,547,65,Matches
Ronaldo Henrique,br BRA,MF,25.0,11.1,654,43,145,433,82,1,654,5,4,80.0,1,20.0,346,1334,630,4,6,0,10,5,448,18,Matches
Jonathan David Gómez,ar ARG,"MF,FW",30.0,10.9,605,5,59,324,230,12,605,16,12,75.0,4,25.0,394,2374,1234,33,30,2,21,21,462,49,Matches
Leandro Barcia,uy URU,"FW,MF",27.0,11.4,396,9,55,151,194,34,396,14,6,42.9,8,57.1,217,1215,590,33,10,9,15,10,272,90,Matches
Élton Rodrigues Brandão,br BRA,FW,34.0,7.2,238,11,17,93,130,29,237,6,3,50.0,3,50.0,119,421,112,2,2,1,12,4,172,33,Matches
Luciano Juba,br BRA,DF,20.0,10.9,676,56,228,275,183,9,676,14,8,57.1,6,42.9,307,1411,743,19,17,2,10,2,351,43,Matches
Hernane,br BRA,FW,33.0,8.0,246,8,34,116,99,25,244,5,1,20.0,4,80.0,138,609,238,9,3,3,35,13,171,42,Matches
Chico,br BRA,DF,21.0,7.2,403,54,213,179,13,4,403,2,1,50.0,1,50.0,229,1220,684,4,3,0,2,1,252,1,Matches
Raul Prata,br BRA,"DF,FW",32.0,7.1,396,26,144,150,107,4,396,10,5,50.0,5,50.0,172,991,534,15,12,2,9,4,188,21,Matches
Mailson,br BRA,GK,23.0,7.0,165,136,164,1,0,0,165,0,0,,0,,83,440,312,0,1,1,1,0,47,0,Matches
Rafael Thyere,br BRA,DF,26.0,6.9,346,82,187,154,6,4,346,2,0,0.0,2,100.0,187,691,446,2,0,0,3,1,208,1,Matches
