Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Magrão,br BRA,GK,36.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.37,36.0,46.0,-10.0,-0.26,,Matches
Renê,br BRA,DF,21.0,38,3355.0,88.0,98.1,37.3,38,88.0,34.0,0,,0,1.37,32.0,45.0,-13.0,-0.35,-4.5,Matches
Durval,br BRA,DF,33.0,35,3112.0,89.0,91.0,34.6,35,89.0,34.0,0,,0,1.43,35.0,42.0,-7.0,-0.2,0.67,Matches
Francisco Rithely,br BRA,MF,23.0,35,3012.0,86.0,88.1,33.5,33,90.0,32.0,2,29.0,2,1.4,31.0,40.0,-9.0,-0.27,-0.05,Matches
Patric Cabral Lalau,br BRA,"DF,MF",24.0,34,3003.0,88.0,87.8,33.4,33,90.0,32.0,1,45.0,0,1.35,31.0,40.0,-9.0,-0.27,-0.05,Matches
Wendel Geraldo,br BRA,MF,31.0,30,1810.0,60.0,52.9,20.1,23,73.0,12.0,7,18.0,3,1.33,17.0,26.0,-9.0,-0.45,-0.39,Matches
Felipe Azevedo,br BRA,"FW,MF",27.0,30,2021.0,67.0,59.1,22.5,22,81.0,12.0,8,31.0,1,1.23,23.0,29.0,-6.0,-0.27,-0.01,Matches
Neto Baiano,br BRA,FW,31.0,25,1959.0,78.0,57.3,21.8,22,85.0,18.0,3,29.0,2,1.24,17.0,29.0,-12.0,-0.55,-0.67,Matches
Rodrigo Mancha,br BRA,"DF,MF",27.0,17,1483.0,87.0,43.4,16.5,17,87.0,15.0,0,,0,1.41,20.0,21.0,-1.0,-0.06,0.36,Matches
Diego Souza,br BRA,"FW,MF",28.0,19,1433.0,75.0,41.9,15.9,17,81.0,11.0,2,31.0,0,1.37,14.0,19.0,-5.0,-0.31,-0.09,Matches
Ewerton Páscoa,br BRA,DF,24.0,17,1327.0,78.0,38.8,14.7,16,81.0,13.0,1,34.0,5,1.76,14.0,10.0,4.0,0.27,0.87,Matches
