Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,Attendance,Top Team Scorer,Goalkeeper,Notes
15,Ceará,38,10,14,14,32,38,-6,44,1.16,28783,Arthur Cabral - 7,Éverson,
16,Vasco da Gama,38,10,13,15,41,48,-7,43,1.13,14795,Yago Pikachu - 10,Martín Silva,
17,Sport Recife,38,11,9,18,35,57,-22,42,1.11,16215,Gabriel - 5,Magrão,Relegated
18,América (MG),38,10,10,18,30,47,-17,40,1.05,6619,Rafael Moura - 7,João Ricardo Riedi,Relegated
19,Vitória,38,9,10,19,36,63,-27,37,0.97,9217,Neílton - 7,Ronaldo,Relegated
