Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Luan Polli,br BRA,GK,26.0,31.0,40,4,0,8,4,42.5,0.24,6.5,0.21,131,462,28.4,544,110,56.1,42.8,312,50.3,40.4,662,6,0.9,20,0.65,12.6,Matches
Mailson,br BRA,GK,23.0,7.0,10,1,1,0,0,11.3,0.33,1.3,0.18,16,74,21.6,110,21,40.0,35.5,43,69.8,48.6,79,1,1.3,6,0.86,15.8,Matches
Squad Total,,,27.0,38.0,50,5,1,8,4,53.8,0.26,7.8,0.2,147,536,27.4,646,131,52.9,42.8,363,53.4,41.8,741,7,0.9,26,0.68,12.6,
Opponent Total,,,26.6,38.0,31,8,0,1,0,30.0,0.23,-1.0,-0.03,123,368,33.4,766,157,34.7,34.2,261,39.1,35.8,546,19,3.5,24,0.63,12.9,
