Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Walter,br BRA,GK,36.0,36.0,1129,1060,1129,0,0,0,1129,2,2,100.0,0,0.0,556,3055,2157,0,0,0,2,0,389,0,Matches
Marllon Borges,br BRA,DF,31.0,32.0,1578,268,855,696,39,21,1578,3,3,100.0,0,0.0,748,2873,1647,4,2,0,5,3,916,1,Matches
Isidro Pitta,py PAR,FW,24.0,31.5,842,24,51,375,424,140,838,50,17,34.0,29,58.0,498,2462,1047,50,31,26,61,42,633,168,Matches
Ramon,br BRA,DF,22.0,29.3,1555,95,552,665,351,20,1555,47,20,42.6,25,53.2,723,3514,1982,48,28,4,21,20,871,95,Matches
Alan Empereur,br BRA,DF,29.0,28.3,1742,228,895,764,99,19,1742,8,5,62.5,1,12.5,1082,5435,3110,17,20,0,9,5,1233,12,Matches
Matheus Alexandre,br BRA,DF,24.0,27.4,1541,85,579,705,265,19,1541,27,11,40.7,14,51.9,689,3470,1787,37,22,3,32,19,830,68,Matches
Clayson,br BRA,"FW,MF",28.0,22.7,1008,14,136,392,492,48,1008,78,24,30.8,45,57.7,594,3745,1670,56,37,21,59,28,695,120,Matches
Lucas Mineiro,br BRA,MF,27.0,26.0,1232,87,319,805,118,14,1232,20,15,75.0,3,15.0,651,3515,1602,18,6,1,25,20,761,12,Matches
Denilson,br BRA,MF,22.0,22.4,1157,30,237,653,289,16,1157,81,56,69.1,20,24.7,701,3626,1564,26,26,4,22,25,831,43,Matches
Fernando Sobral,br BRA,MF,29.0,22.2,1287,47,285,699,324,17,1286,42,22,52.4,15,35.7,667,3297,1529,28,30,2,41,20,810,61,Matches
Bruno Fabiano Alves,br BRA,DF,32.0,22.4,1024,191,572,430,28,11,1024,8,3,37.5,1,12.5,484,2476,1357,11,7,0,2,2,596,3,Matches
Max,br BRA,MF,22.0,13.5,676,13,106,331,250,11,676,25,17,68.0,7,28.0,332,1674,674,20,20,2,28,15,412,50,Matches
Derik Lacerda,br BRA,"FW,MF",24.0,15.8,509,15,69,235,218,43,509,57,27,47.4,22,38.6,307,2426,1046,36,32,10,39,24,372,79,Matches
Jonathan Cafu,br BRA,"FW,MF",32.0,15.5,614,5,80,249,307,41,614,41,20,48.8,18,43.9,384,2154,1080,39,22,5,47,34,451,125,Matches
Lucas Fernandes,br BRA,"MF,FW",26.0,11.5,588,1,86,327,183,11,588,19,12,63.2,5,26.3,329,1904,722,16,15,0,19,13,430,31,Matches
Railan,br BRA,"DF,MF",23.0,13.3,778,28,218,359,210,14,778,52,30,57.7,19,36.5,390,2323,1355,38,22,8,24,15,459,69,Matches
Filipe Augusto,br BRA,MF,30.0,9.4,540,32,181,313,55,1,540,11,8,72.7,3,27.3,264,1204,473,5,5,0,10,9,373,6,Matches
Gustavo Sauer,br BRA,"FW,MF",30.0,5.6,206,3,37,91,84,10,206,23,9,39.1,12,52.2,116,698,267,8,8,1,13,4,121,26,Matches
Rikelme,br BRA,DF,20.0,5.5,266,18,93,113,60,3,266,10,2,20.0,7,70.0,96,440,186,4,2,0,4,2,126,14,Matches
Juan Pablo,br BRA,DF,21.0,3.8,204,11,49,109,48,2,204,5,0,0.0,5,100.0,101,452,224,3,2,0,4,3,122,13,Matches
Eliel Chrystian,br BRA,"FW,MF",21.0,5.7,155,4,33,61,64,19,155,10,2,20.0,5,50.0,86,582,245,8,1,3,15,6,108,30,Matches
Gabriel Knesowitsch,br BRA,DF,20.0,3.2,156,25,79,74,3,0,156,1,1,100.0,0,0.0,86,396,198,0,0,0,0,0,100,0,Matches
André Luis,br BRA,"FW,MF",26.0,5.5,241,4,36,100,109,21,241,12,4,33.3,6,50.0,131,681,219,7,6,0,15,6,173,47,Matches
Deyverson,br BRA,FW,32.0,2.4,81,3,9,40,33,13,81,3,2,66.7,1,33.3,35,123,39,2,0,0,6,2,54,7,Matches
