Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Walter,br BRA,GK,36.0,36.0,5,0,0,1,2,0,0,0,0,0,1,0,33,9,0,100.0,Matches
Marllon Borges,br BRA,DF,31.0,32.0,4,0,0,28,13,1,1,34,33,1,2,0,111,78,34,69.6,Matches
Isidro Pitta,py PAR,FW,24.0,31.5,5,0,0,29,35,30,17,2,4,2,0,0,54,52,63,45.2,Matches
Ramon,br BRA,DF,22.0,29.3,9,0,0,36,25,2,87,28,39,0,0,0,118,18,20,47.4,Matches
Alan Empereur,br BRA,DF,29.0,28.3,9,0,0,13,15,0,12,26,16,0,0,0,102,42,38,52.5,Matches
Matheus Alexandre,br BRA,DF,24.0,27.4,6,0,0,26,10,0,49,38,40,0,1,0,97,48,29,62.3,Matches
Clayson,br BRA,"FW,MF",28.0,22.7,6,0,0,20,42,5,89,7,8,1,0,0,75,4,15,21.1,Matches
Lucas Mineiro,br BRA,MF,27.0,26.0,7,0,0,60,22,1,1,10,35,0,0,0,100,39,28,58.2,Matches
Denilson,br BRA,MF,22.0,22.4,8,0,0,37,25,0,33,9,24,0,1,0,140,9,13,40.9,Matches
Fernando Sobral,br BRA,MF,29.0,22.2,7,0,0,31,34,1,72,20,45,0,0,0,112,23,20,53.5,Matches
Bruno Fabiano Alves,br BRA,DF,32.0,22.4,3,0,0,15,17,0,2,30,11,0,0,0,50,41,29,58.6,Matches
Max,br BRA,MF,22.0,13.5,3,0,0,13,11,0,52,16,12,0,0,0,63,13,15,46.4,Matches
Derik Lacerda,br BRA,"FW,MF",24.0,15.8,8,0,0,22,36,2,8,3,11,0,0,0,43,36,31,53.7,Matches
Jonathan Cafu,br BRA,"FW,MF",32.0,15.5,3,0,0,21,23,2,47,9,15,0,0,0,71,23,33,41.1,Matches
Lucas Fernandes,br BRA,"MF,FW",26.0,11.5,3,0,0,12,16,0,23,9,11,0,0,0,42,8,8,50.0,Matches
Railan,br BRA,"DF,MF",23.0,13.3,4,0,0,14,17,1,45,24,13,0,1,0,67,15,27,35.7,Matches
Filipe Augusto,br BRA,MF,30.0,9.4,6,0,0,24,6,0,2,11,8,0,0,0,39,10,8,55.6,Matches
Gustavo Sauer,br BRA,"FW,MF",30.0,5.6,0,0,0,5,12,1,13,0,11,0,0,0,24,4,8,33.3,Matches
Rikelme,br BRA,DF,20.0,5.5,0,0,0,6,4,1,18,11,8,0,0,0,19,3,7,30.0,Matches
Juan Pablo,br BRA,DF,21.0,3.8,1,0,0,5,0,0,10,2,8,0,1,0,15,0,4,0.0,Matches
Eliel Chrystian,br BRA,"FW,MF",21.0,5.7,2,0,0,5,18,1,7,2,7,0,0,0,14,9,15,37.5,Matches
Gabriel Knesowitsch,br BRA,DF,20.0,3.2,1,0,0,0,4,0,0,4,5,0,0,0,6,5,6,45.5,Matches
André Luis,br BRA,"FW,MF",26.0,5.5,3,0,0,9,17,2,3,1,6,0,0,0,16,12,22,35.3,Matches
Deyverson,br BRA,FW,32.0,2.4,0,0,0,2,7,4,0,1,1,0,0,0,5,10,11,47.6,Matches
Mateus Pasinato,br BRA,GK,31.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Jadson,br BRA,"FW,MF",18.0,1.7,0,0,0,2,0,0,0,2,1,0,0,0,4,1,1,50.0,Matches
Allyson Aires dos Santos,br BRA,DF,33.0,1.0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0.0,Matches
Guilherme Madruga,br BRA,"MF,FW",23.0,1.2,2,0,0,6,2,0,2,1,2,0,0,0,7,4,3,57.1,Matches
Luciano Giménez,ar ARG,"FW,MF",23.0,0.8,0,1,0,3,0,1,0,0,0,0,0,0,1,3,4,42.9,Matches
Eduardo Vinícius,br BRA,MF,18.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
David,br BRA,"MF,FW",16.0,0.1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,,Matches
Kauan,br BRA,"FW,MF",18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,27.8,38.0,107,1,0,446,415,55,594,302,374,4,7,0,1436,519,493,51.3,
Opponent Total,,,27.5,38.0,77,6,1,438,420,67,889,330,379,7,5,1,1583,492,519,48.7,
