Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2024-04-03,18:00,Sudamericana,Group stage,Wed,Home,D,1,1,ar Lanús,,,47,,Walter,5-4-1,4-1-3-2,,Match Report,
2024-04-11,18:00,Sudamericana,Group stage,Thu,Away,W,2,0,ve Metropolitanos,,,43,740.0,Walter,5-4-1,3-4-1-2,,Match Report,
2024-04-14,16:00,Série A,Matchweek 1,Sun,Away,L,0,4,Ath Paranaense,0.3,2.0,38,21388.0,Walter,5-4-1,4-1-2-1-2,,Match Report,
2024-04-20,18:30,Série A,Matchweek 3,Sat,Away,L,0,1,Grêmio,1.3,0.6,43,22904.0,Walter,5-4-1,4-2-3-1,,Match Report,
2024-04-23,19:00,Sudamericana,Group stage,Tue,Away,D,1,1,pe Deportivo Garcilaso,,,57,6043.0,Walter,5-4-1,4-2-3-1,,Match Report,
2024-04-27,17:30,Série A,Matchweek 4,Sat,Home,L,0,3,Atlético Mineiro,0.2,2.1,34,6711.0,Walter,5-4-1,3-5-2,,Match Report,
2024-05-05,17:30,Série A,Matchweek 5,Sun,Home,L,0,2,Palmeiras,0.4,1.8,45,10781.0,Walter,3-4-1-2,3-4-3,,Match Report,
2024-05-08,20:00,Sudamericana,Group stage,Wed,Home,W,3,0,ve Metropolitanos,,,76,3145.0,Marllon Borges,4-3-3,5-4-1,,Match Report,
2024-05-15,20:00,Sudamericana,Group stage,Wed,Home,D,1,1,pe Deportivo Garcilaso,,,62,2273.0,Walter,4-3-3,4-2-3-1,,Match Report,
2024-05-29,19:00,Sudamericana,Group stage,Wed,Away,W,1,0,ar Lanús,,,47,2905.0,Walter,4-3-3,4-2-3-1,,Match Report,
2024-06-01,17:30,Série A,Matchweek 7,Sat,Home,L,0,1,Internacional,0.4,1.0,37,5747.0,Walter,4-3-3,4-1-3-2,,Match Report,
2024-06-05,19:00,Série A,Matchweek 2,Wed,Home,D,0,0,Vitória,0.4,1.0,54,3614.0,Walter,4-2-3-1,4-1-4-1,,Match Report,
2024-06-09,16:00,Série A,Matchweek 6,Sun,Away,W,5,2,Criciúma,1.5,1.8,38,13846.0,Walter,4-3-3,4-4-2,,Match Report,
2024-06-13,19:00,Série A,Matchweek 8,Thu,Away,L,1,2,Cruzeiro,1.6,1.0,49,26595.0,Walter,4-2-3-1,4-3-2-1,,Match Report,
2024-06-16,17:30,Série A,Matchweek 9,Sun,Home,W,5,0,Fortaleza,3.6,0.1,55,4474.0,Walter,4-2-3-1,4-2-3-1,,Match Report,
2024-06-19,20:00,Série A,Matchweek 10,Wed,Away,W,1,0,São Paulo,0.5,0.9,34,33586.0,Walter,4-2-3-1,4-2-3-1,,Match Report,
2024-06-22,17:30,Série A,Matchweek 11,Sat,Home,D,0,0,Atl Goianiense,0.9,0.8,53,4635.0,Walter,4-2-3-1,4-3-3,,Match Report,
2024-06-26,20:00,Série A,Matchweek 12,Wed,Away,D,1,1,Corinthians,1.7,1.1,35,38475.0,Walter,4-3-3,4-2-3-1,,Match Report,
2024-06-29,17:30,Série A,Matchweek 13,Sat,Home,D,1,1,RB Bragantino,0.2,0.3,35,5024.0,Walter,4-3-3,4-2-3-1,,Match Report,
2024-07-03,18:00,Série A,Matchweek 14,Wed,Home,L,1,2,Botafogo (RJ),1.6,0.8,51,7849.0,Walter,5-4-1,4-4-2,Paulo Zanovelli,Match Report,
2024-07-06,20:00,Série A,Matchweek 15,Sat,Away,D,1,1,Flamengo,0.8,1.4,34,54948.0,Walter,4-5-1,4-4-2,Rodrigo José Pereira de Lima,Match Report,
2024-07-13,16:00,Série A,Matchweek 17,Sat,Away,W,2,1,Bahia,1.2,0.9,36,48602.0,Walter,4-5-1,4-4-1-1,Davi de Oliveira Lacerda,Match Report,
2024-07-18,18:00,Sudamericana,Knockout round play-offs,Thu,Away,D,1,1,cl Palestino,,,48,,Walter,4-1-4-1,4-1-4-1,,Match Report,Leg 1 of 2
2024-07-21,19:00,Série A,Matchweek 18,Sun,Home,L,0,1,Fluminense,0.6,1.3,48,13231.0,Walter,4-5-1,4-5-1,Anderson Daronco,Match Report,
2024-07-25,18:00,Sudamericana,Knockout round play-offs,Thu,Home,L,1,2,cl Palestino,,,71,6004.0,Walter,4-1-4-1,4-1-4-1,,Match Report,Leg 2 of 2; Palestino won
2024-07-28,18:00,Série A,Matchweek 20,Sun,Home,L,1,2,Ath Paranaense,1.5,2.1,51,4452.0,Walter,4-2-3-1,4-3-3,,Match Report,
2024-08-03,16:00,Série A,Matchweek 21,Sat,Away,L,0,1,Vitória,0.8,1.6,53,26715.0,Walter,4-2-3-1,4-3-3,João Vitor Gobi,Match Report,
2024-08-10,18:00,Série A,Matchweek 22,Sat,Home,L,1,3,Grêmio,0.5,1.4,60,9853.0,Walter,5-3-2,4-2-3-1,Bruno Pereira Vasconcelos,Match Report,
2024-08-17,16:00,Série A,Matchweek 23,Sat,Away,D,1,1,Atlético Mineiro,1.3,1.8,40,36290.0,Walter,3-5-1-1,3-4-3,Davi de Oliveira Lacerda,Match Report,
2024-08-24,18:30,Série A,Matchweek 24,Sat,Away,L,0,5,Palmeiras,0.8,2.6,43,30956.0,Walter,5-3-2,4-2-3-1,Alex Gomes Stefano,Match Report,
2024-08-31,17:30,Série A,Matchweek 25,Sat,Home,W,2,1,Criciúma,1.2,0.6,45,4095.0,Walter,4-2-3-1,4-1-4-1,Rodrigo José Pereira de Lima,Match Report,
2024-09-05,19:00,Série A,Matchweek 16,Thu,Home,D,0,0,Juventude,0.7,0.6,52,4826.0,Marllon Borges,4-3-3,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2024-09-16,20:00,Série A,Matchweek 26,Mon,Away,L,0,3,Internacional,0.3,3.3,33,35366.0,Walter,4-2-3-1,4-2-3-1,Braulio Machado,Match Report,
2024-09-22,17:30,Série A,Matchweek 27,Sun,Home,D,0,0,Cruzeiro,0.4,0.9,48,5948.0,Walter,4-2-3-1,3-4-3,Flavio Rodrigues de Souza,Match Report,
2024-09-29,16:00,Série A,Matchweek 28,Sun,Away,L,0,1,Fortaleza,0.1,0.8,47,42000.0,Walter,4-2-3-1,4-2-3-1,Denis da Silva Ribeiro Serafim,Match Report,
2024-10-05,18:00,Série A,Matchweek 29,Sat,Home,W,2,0,São Paulo,0.8,0.5,23,11883.0,Walter,5-4-1,4-2-3-1,Anderson Daronco,Match Report,
2024-10-18,19:00,Série A,Matchweek 30,Fri,Away,D,0,0,Atl Goianiense,0.4,1.2,40,3622.0,Walter,3-4-3,4-3-3,Braulio Machado,Match Report,
2024-10-24,19:00,Série A,Matchweek 19,Thu,Away,L,0,1,Vasco da Gama,0.6,0.8,51,16696.0,Walter,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2024-10-28,18:00,Série A,Matchweek 31,Mon,Home,L,0,1,Corinthians,0.3,1.3,56,16680.0,Walter,4-2-3-1,4-3-1-2,Bruno Arleu,Match Report,
2024-11-02,16:00,Série A,Matchweek 32,Sat,Away,D,0,0,RB Bragantino,0.4,1.0,34,4103.0,Walter,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2024-11-09,16:30,Série A,Matchweek 33,Sat,Away,D,0,0,Botafogo (RJ),0.2,2.6,26,41899.0,Walter,4-1-4-1,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2024-11-20,18:00,Série A,Matchweek 34,Wed,Home,L,1,2,Flamengo,0.4,1.9,37,12891.0,Walter,5-3-2,3-4-3,Edina Alves,Match Report,
2024-11-23,19:30,Série A,Matchweek 35,Sat,Away,D,1,1,Juventude,0.6,1.4,41,6932.0,Walter,3-4-3,4-3-3,Matheus Delgado Candançan,Match Report,
2024-11-30,18:30,Série A,Matchweek 36,Sat,Home,L,1,2,Bahia,1.6,1.1,44,2613.0,Walter,4-3-3,4-1-4-1,Davi de Oliveira Lacerda,Match Report,
2024-12-05,20:00,Série A,Matchweek 37,Thu,Away,L,0,1,Fluminense,0.0,2.0,41,59730.0,Bruno Fabiano Alves,4-2-3-1,4-2-3-1,Rafael Klein,Match Report,
2024-12-08,15:00,Série A,Matchweek 38,Sun,Home,L,1,2,Vasco da Gama,1.8,1.2,33,7030.0,Bruno Fabiano Alves,4-3-3,4-3-2-1,Thaillan Azevedo Gomes,Match Report,
