Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Marllon Borges,br BRA,DF,29.0,33.4,3,0,0,27,16,1,2,35,31,0,2,0,170,67,46,59.3,Matches
Walter,br BRA,GK,34.0,27.4,0,0,0,0,3,0,0,1,2,0,0,0,20,8,0,100.0,Matches
João Pedro Pepê,br BRA,MF,24.0,25.8,4,0,0,40,44,0,73,17,34,0,0,0,153,26,29,47.3,Matches
Alan Empereur,br BRA,DF,27.0,24.7,9,1,1,21,22,1,6,38,9,0,0,0,97,34,26,56.7,Matches
Joaquim,br BRA,DF,23.0,23.9,4,0,0,27,20,1,4,36,28,0,0,0,140,91,32,74.0,Matches
João Lucas,br BRA,"DF,MF",23.0,23.8,8,1,1,38,27,2,84,33,46,0,2,0,113,19,30,38.8,Matches
Rafael Gava,br BRA,MF,28.0,22.7,2,0,0,29,22,4,178,15,17,0,0,0,131,22,25,46.8,Matches
André Luis,br BRA,"FW,MF",24.0,20.4,5,0,0,30,56,3,19,7,13,3,0,0,76,23,22,51.1,Matches
Camilo,br BRA,MF,22.0,18.5,3,0,0,21,11,0,7,26,22,0,0,0,109,14,18,43.8,Matches
Valdívia,br BRA,"MF,FW",27.0,15.4,4,1,0,17,26,2,63,8,10,0,0,0,56,16,32,33.3,Matches
Rodriguinho Marinho,br BRA,"FW,MF",33.0,16.5,0,0,0,15,23,6,8,4,6,0,0,0,72,28,42,40.0,Matches
Uendel,br BRA,DF,33.0,14.7,0,0,0,9,7,0,49,10,8,0,0,0,68,21,13,61.8,Matches
Deyverson,br BRA,FW,30.0,14.1,4,0,0,13,28,13,10,4,3,0,0,0,45,73,59,55.3,Matches
Igor Cariús,br BRA,"DF,MF",28.0,12.9,6,1,1,22,13,1,41,23,20,0,0,0,73,33,28,54.1,Matches
Marcão Silva,br BRA,"MF,DF",31.0,14.1,1,0,0,25,6,0,1,11,16,0,0,0,76,34,19,64.2,Matches
Alesson,br BRA,"MF,FW",22.0,11.4,3,0,0,18,7,0,33,3,9,0,0,0,41,16,27,37.2,Matches
Felipe Marques,br BRA,"FW,MF",32.0,10.6,1,0,0,11,19,4,38,13,7,1,0,0,39,7,15,31.8,Matches
João Carlos,br BRA,GK,33.0,10.6,1,0,0,0,1,0,0,0,0,0,0,0,10,1,0,100.0,Matches
Kelvin Osorio,co COL,"MF,DF",28.0,10.5,2,0,0,19,5,2,71,8,14,0,1,0,47,22,14,61.1,Matches
André,br BRA,FW,31.0,8.1,2,0,0,16,21,1,2,3,4,0,0,0,29,12,30,28.6,Matches
Daniel Guedes,br BRA,"DF,MF",27.0,8.8,4,0,0,12,5,3,85,15,9,0,0,0,36,7,10,41.2,Matches
Paulão,br BRA,DF,35.0,8.0,2,1,1,7,1,0,3,8,1,0,1,1,20,28,7,80.0,Matches
Denilson,br BRA,MF,20.0,7.8,4,0,0,18,16,0,1,9,12,0,0,0,54,4,4,50.0,Matches
Gabriel Pirani,br BRA,"MF,FW",19.0,4.9,1,0,0,6,4,1,14,2,3,0,0,0,23,1,1,50.0,Matches
Éverton,br BRA,"MF,FW",33.0,4.4,2,0,0,12,13,1,9,4,6,0,0,0,30,5,9,35.7,Matches
Jonathan Cafu,br BRA,"DF,MF",30.0,6.2,0,1,0,9,11,1,15,1,6,0,0,0,36,12,20,37.5,Matches
Sidcley,br BRA,"DF,MF",28.0,3.7,0,0,0,0,2,0,6,9,1,0,0,0,13,3,3,50.0,Matches
Jenison,br BRA,FW,30.0,3.6,2,0,0,8,3,1,3,2,1,0,0,0,15,18,11,62.1,Matches
Cristian Rivas,ve VEN,MF,25.0,2.4,2,0,0,3,0,0,1,5,1,0,0,0,16,1,0,100.0,Matches
Élton Rodrigues Brandão,br BRA,FW,36.0,3.3,1,0,0,7,5,2,4,0,1,0,0,0,6,14,12,53.8,Matches
Marquinhos,br BRA,"FW,MF",25.0,2.2,0,0,0,3,10,0,4,3,5,0,0,0,19,1,2,33.3,Matches
Lucas Moreira,br BRA,"MF,FW",21.0,1.4,0,0,0,4,0,0,3,1,1,0,0,0,8,0,1,0.0,Matches
Gustavo Nescau,br BRA,FW,21.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,33.3,Matches
Rikelme,br BRA,DF,18.0,0.2,0,0,0,0,1,0,2,1,0,0,0,0,2,1,0,100.0,Matches
Vinícius Boff,br BRA,MF,22.0,0.1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0.0,Matches
Squad Total,,,28.3,38.0,83,6,4,488,448,50,839,356,346,4,6,1,1847,664,592,52.9,
Opponent Total,,,27.5,38.0,84,8,6,467,456,70,778,344,356,4,5,0,1880,592,664,47.1,
