Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Walter,br BRA,GK,36.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marllon Borges,br BRA,DF,31.0,33,33,2881.0,32.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,0.4,1.6,4.0,56.0,1.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,Matches
Isidro Pitta,py PAR,FW,24.0,35,33,2831.0,31.5,7.0,2.0,9.0,4.0,3.0,4.0,5.0,0.0,9.7,6.6,3.9,10.5,50.0,52.0,168.0,0.22,0.06,0.29,0.13,0.19,0.31,0.12,0.43,0.21,0.33,Matches
Ramon,br BRA,DF,22.0,30,30,2636.0,29.3,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,1.0,1.0,1.5,2.5,48.0,88.0,95.0,0.07,0.03,0.1,0.07,0.1,0.03,0.05,0.08,0.03,0.08,Matches
Alan Empereur,br BRA,DF,29.0,30,30,2548.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.6,0.6,1.1,1.7,17.0,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches
Matheus Alexandre,br BRA,DF,24.0,31,29,2464.0,27.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.4,0.4,0.7,1.1,37.0,86.0,68.0,0.04,0.0,0.04,0.04,0.04,0.02,0.03,0.04,0.02,0.04,Matches
Clayson,br BRA,"FW,MF",28.0,33,28,2043.0,22.7,5.0,1.0,6.0,5.0,0.0,0.0,6.0,0.0,2.6,2.6,1.2,3.7,56.0,75.0,120.0,0.22,0.04,0.26,0.22,0.26,0.11,0.05,0.16,0.11,0.16,Matches
Lucas Mineiro,br BRA,MF,27.0,33,26,2338.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,0.2,0.7,18.0,85.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Denilson,br BRA,MF,22.0,33,25,2016.0,22.4,0.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,1.1,1.1,2.2,3.3,26.0,96.0,43.0,0.0,0.13,0.13,0.0,0.13,0.05,0.1,0.15,0.05,0.15,Matches
Fernando Sobral,br BRA,MF,29.0,33,22,2001.0,22.2,1.0,2.0,3.0,0.0,1.0,1.0,7.0,0.0,1.3,0.6,2.5,3.0,28.0,115.0,61.0,0.04,0.09,0.13,0.0,0.09,0.06,0.11,0.17,0.03,0.14,Matches
Bruno Fabiano Alves,br BRA,DF,32.0,28,21,2015.0,22.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.0,0.9,11.0,42.0,3.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,Matches
Max,br BRA,MF,22.0,23,16,1217.0,13.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,1.5,2.6,20.0,58.0,50.0,0.07,0.0,0.07,0.07,0.07,0.08,0.11,0.19,0.08,0.19,Matches
Derik Lacerda,br BRA,"FW,MF",24.0,27,15,1420.0,15.8,4.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,3.3,3.3,2.1,5.4,36.0,24.0,79.0,0.25,0.0,0.25,0.25,0.25,0.21,0.13,0.34,0.21,0.34,Matches
Jonathan Cafu,br BRA,"FW,MF",32.0,28,14,1392.0,15.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.3,2.3,1.2,3.5,39.0,43.0,125.0,0.06,0.13,0.19,0.06,0.19,0.15,0.08,0.23,0.15,0.23,Matches
Lucas Fernandes,br BRA,"MF,FW",26.0,21,11,1039.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.7,1.5,16.0,45.0,31.0,0.09,0.09,0.17,0.09,0.17,0.07,0.06,0.13,0.07,0.13,Matches
Railan,br BRA,"DF,MF",23.0,23,10,1201.0,13.3,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.6,0.9,38.0,49.0,69.0,0.0,0.22,0.22,0.0,0.22,0.02,0.04,0.07,0.02,0.07,Matches
Filipe Augusto,br BRA,MF,30.0,19,9,844.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.1,0.4,5.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Gustavo Sauer,br BRA,"FW,MF",30.0,11,7,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,8.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches
Rikelme,br BRA,DF,20.0,8,5,497.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Juan Pablo,br BRA,DF,21.0,4,4,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,3.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Eliel Chrystian,br BRA,"FW,MF",21.0,23,3,510.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.2,2.2,0.1,2.3,8.0,4.0,30.0,0.35,0.0,0.35,0.35,0.35,0.39,0.01,0.4,0.39,0.4,Matches
Gabriel Knesowitsch,br BRA,DF,20.0,5,3,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
André Luis,br BRA,"FW,MF",26.0,20,2,499.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.2,0.7,7.0,15.0,47.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches
Deyverson,br BRA,FW,32.0,4,2,220.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,0.9,2.0,6.0,7.0,0.41,0.0,0.41,0.41,0.41,0.36,0.02,0.39,0.36,0.39,Matches
Mateus Pasinato,br BRA,GK,31.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jadson,br BRA,"FW,MF",18.0,7,1,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,4.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
Allyson Aires dos Santos,br BRA,DF,33.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guilherme Madruga,br BRA,"MF,FW",23.0,6,0,104.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.9,1.0,8.0,4.0,0.0,0.87,0.87,0.0,0.87,0.22,0.55,0.77,0.22,0.77,Matches
Luciano Giménez,ar ARG,"FW,MF",23.0,6,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Eduardo Vinícius,br BRA,MF,18.0,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
David,br BRA,"MF,FW",16.0,5,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.96,0.2,1.16,0.96,1.16,Matches
Kauan,br BRA,"FW,MF",18.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo Henrique,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Hernandes,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Felipe Lopes,br BRA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luisão,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Rhyan,br BRA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Tarcísio,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Gabryel Vinicius,br BRA,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.8,38,418,3420.0,38.0,28.0,16.0,44.0,24.0,4.0,5.0,107.0,1.0,31.9,28.0,20.9,48.9,486.0,1123.0,1106.0,0.74,0.42,1.16,0.63,1.05,0.84,0.55,1.39,0.74,1.29,
Opponent Total,,,27.5,38,418,3420.0,38.0,49.0,34.0,83.0,43.0,6.0,7.0,77.0,6.0,49.4,43.9,35.8,79.7,641.0,1832.0,1811.0,1.29,0.89,2.18,1.13,2.03,1.3,0.94,2.24,1.16,2.1,
