Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Marllon Borges,br BRA,DF,29.0,33.4,11,0.33,10,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Walter,br BRA,GK,34.0,27.4,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
João Pedro Pepê,br BRA,MF,24.0,25.8,93,3.61,66,16,5,2,2,2,2,0.08,2,0,0,0,0,0,Matches
Alan Empereur,br BRA,DF,27.0,24.7,14,0.57,13,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
Joaquim,br BRA,DF,23.0,23.9,23,0.96,18,1,1,3,0,0,3,0.13,3,0,0,0,0,0,Matches
João Lucas,br BRA,"DF,MF",23.0,23.8,38,1.6,24,9,1,1,3,0,2,0.08,2,0,0,0,0,0,Matches
Rafael Gava,br BRA,MF,28.0,22.7,75,3.3,35,33,0,2,3,2,4,0.18,2,1,0,1,0,0,Matches
André Luis,br BRA,"FW,MF",24.0,20.4,55,2.69,35,0,3,4,13,0,4,0.2,2,0,0,0,2,0,Matches
Camilo,br BRA,MF,22.0,18.5,21,1.14,19,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Valdívia,br BRA,"MF,FW",27.0,15.4,54,3.52,34,5,7,4,3,1,2,0.13,1,0,0,1,0,0,Matches
Rodriguinho Marinho,br BRA,"FW,MF",33.0,16.5,49,2.98,35,0,3,8,3,0,7,0.43,4,0,0,2,1,0,Matches
Uendel,br BRA,DF,33.0,14.7,36,2.45,29,3,2,1,1,0,3,0.2,2,0,0,1,0,0,Matches
Deyverson,br BRA,FW,30.0,14.1,38,2.7,28,0,2,5,3,0,2,0.14,1,0,1,0,0,0,Matches
Igor Cariús,br BRA,"DF,MF",28.0,12.9,24,1.86,18,2,0,1,1,2,1,0.08,1,0,0,0,0,0,Matches
Marcão Silva,br BRA,"MF,DF",31.0,14.1,17,1.21,15,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Alesson,br BRA,"MF,FW",22.0,11.4,28,2.46,19,0,5,3,1,0,3,0.26,0,0,1,1,1,0,Matches
Felipe Marques,br BRA,"FW,MF",32.0,10.6,33,3.11,26,0,1,1,4,1,3,0.28,2,0,0,0,1,0,Matches
João Carlos,br BRA,GK,33.0,10.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kelvin Osorio,co COL,"MF,DF",28.0,10.5,39,3.72,27,11,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
André,br BRA,FW,31.0,8.1,11,1.36,8,0,0,0,3,0,0,0.0,0,0,0,0,0,0,Matches
Daniel Guedes,br BRA,"DF,MF",27.0,8.8,24,2.71,15,7,0,1,1,0,4,0.45,1,2,0,1,0,0,Matches
Paulão,br BRA,DF,35.0,8.0,3,0.37,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Denilson,br BRA,MF,20.0,7.8,19,2.44,17,0,0,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Pirani,br BRA,"MF,FW",19.0,4.9,17,3.48,15,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Éverton,br BRA,"MF,FW",33.0,4.4,9,2.01,5,0,0,0,4,0,1,0.22,0,0,0,0,1,0,Matches
Jonathan Cafu,br BRA,"DF,MF",30.0,6.2,17,2.73,14,0,1,2,0,0,4,0.64,2,0,1,1,0,0,Matches
Sidcley,br BRA,"DF,MF",28.0,3.7,11,2.97,9,0,1,0,1,0,1,0.27,0,0,1,0,0,0,Matches
Jenison,br BRA,FW,30.0,3.6,6,1.66,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cristian Rivas,ve VEN,MF,25.0,2.4,7,2.94,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Élton Rodrigues Brandão,br BRA,FW,36.0,3.3,10,3.04,9,0,0,1,0,0,1,0.3,0,0,0,1,0,0,Matches
Marquinhos,br BRA,"FW,MF",25.0,2.2,6,2.73,3,1,1,0,1,0,1,0.45,0,1,0,0,0,0,Matches
Lucas Moreira,br BRA,"MF,FW",21.0,1.4,4,2.77,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gustavo Nescau,br BRA,FW,21.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rikelme,br BRA,DF,18.0,0.2,1,5.29,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Vinícius Boff,br BRA,MF,22.0,0.1,1,9.0,1,0,0,0,0,0,1,9.0,1,0,0,0,0,0,Matches
Squad Total,,,28.3,38.0,795,20.92,567,90,34,45,51,8,50,1.32,27,4,4,9,6,0,
Opponent Total,,,27.5,38.0,868,22.84,630,76,46,51,50,15,71,1.87,46,2,6,11,6,0,
