Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Walter,br BRA,GK,34.0,27.4,26,2,0,1,1,38.9,0.31,13.9,0.51,160,344,46.5,501,93,44.5,37.1,228,53.1,40.8,426,21,4.9,21,0.77,12.6,Matches
João Carlos,br BRA,GK,33.0,10.6,16,2,0,1,0,17.5,0.3,1.5,0.14,55,140,39.3,163,40,42.3,35.2,91,78.0,51.1,185,5,2.7,8,0.76,13.8,Matches
Squad Total,,,28.3,38.0,42,4,0,2,1,56.4,0.31,15.4,0.4,215,484,44.4,656,133,43.3,,327,61.2,44.3,611,26,4.3,29,0.76,,
Opponent Total,,,27.5,38.0,31,4,1,5,0,37.0,0.27,6.0,0.16,159,414,38.4,737,148,40.0,35.4,320,37.2,34.2,666,35,5.3,24,0.63,11.5,
