Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Walter,br BRA,GK,36.0,36,36,3240,36.0,47,1.31,174,126,76.4,6,11,19,9,25.0,7,6,1,0,14.3,Matches
Mateus Pasinato,br BRA,GK,31.0,2,2,180,2.0,2,1.0,7,5,71.4,0,1,1,1,50.0,0,0,0,0,,Matches
Squad Total,,,27.8,38,38,3420,38.0,49,1.29,181,131,76.2,6,12,20,10,26.3,7,6,1,0,14.3,
Opponent Total,,,27.5,38,38,3420,38.0,29,0.76,116,87,78.4,20,12,6,20,52.6,5,4,1,0,20.0,
