Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Marllon Borges,br BRA,DF,29.0,33.4,58,31,42,16,0,25,42,59.5,17,44,29,15,35,93,145,1,Matches
Walter,br BRA,GK,34.0,27.4,2,2,2,0,0,2,2,100.0,0,0,0,0,1,3,10,0,Matches
João Pedro Pepê,br BRA,MF,24.0,25.8,60,34,29,22,9,14,49,28.6,35,24,3,21,17,77,28,0,Matches
Alan Empereur,br BRA,DF,27.0,24.7,18,9,12,5,1,5,11,45.5,6,18,15,3,38,56,89,1,Matches
Joaquim,br BRA,DF,23.0,23.9,41,28,31,8,2,25,35,71.4,10,26,14,12,36,77,127,1,Matches
João Lucas,br BRA,"DF,MF",23.0,23.8,71,46,45,16,10,41,70,58.6,29,24,6,18,33,104,67,1,Matches
Rafael Gava,br BRA,MF,28.0,22.7,31,17,11,14,6,17,42,40.5,25,19,5,14,15,46,19,0,Matches
André Luis,br BRA,"FW,MF",24.0,20.4,23,13,9,11,3,7,24,29.2,17,16,4,12,7,30,10,0,Matches
Camilo,br BRA,MF,22.0,18.5,29,22,9,14,6,13,31,41.9,18,20,8,12,26,55,46,2,Matches
Valdívia,br BRA,"MF,FW",27.0,15.4,19,10,9,8,2,5,18,27.8,13,9,1,8,8,27,8,0,Matches
Rodriguinho Marinho,br BRA,"FW,MF",33.0,16.5,16,6,3,9,4,7,17,41.2,10,12,1,11,4,20,5,0,Matches
Uendel,br BRA,DF,33.0,14.7,19,8,13,6,0,13,23,56.5,10,14,0,14,10,29,27,0,Matches
Deyverson,br BRA,FW,30.0,14.1,7,3,0,5,2,3,7,42.9,4,5,0,5,4,11,24,0,Matches
Igor Cariús,br BRA,"DF,MF",28.0,12.9,26,20,16,6,4,15,26,57.7,11,19,6,13,23,49,28,0,Matches
Marcão Silva,br BRA,"MF,DF",31.0,14.1,32,16,13,15,4,17,28,60.7,11,23,4,19,11,43,44,0,Matches
Alesson,br BRA,"MF,FW",22.0,11.4,19,9,8,8,3,11,33,33.3,22,20,1,19,3,22,3,0,Matches
Felipe Marques,br BRA,"FW,MF",32.0,10.6,8,7,3,2,3,1,13,7.7,12,9,2,7,13,21,5,0,Matches
João Carlos,br BRA,GK,33.0,10.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,Matches
Kelvin Osorio,co COL,"MF,DF",28.0,10.5,21,14,11,10,0,13,30,43.3,17,8,0,8,8,29,16,0,Matches
André,br BRA,FW,31.0,8.1,4,4,1,3,0,0,8,0.0,8,6,0,6,3,7,4,0,Matches
Daniel Guedes,br BRA,"DF,MF",27.0,8.8,15,9,6,6,3,8,23,34.8,15,9,2,7,15,30,10,0,Matches
Paulão,br BRA,DF,35.0,8.0,1,1,0,1,0,1,4,25.0,3,7,4,3,8,9,53,0,Matches
Denilson,br BRA,MF,20.0,7.8,20,12,9,8,3,6,11,54.5,5,6,1,5,9,29,7,0,Matches
Gabriel Pirani,br BRA,"MF,FW",19.0,4.9,5,3,1,4,0,0,10,0.0,10,3,0,3,2,7,1,0,Matches
Éverton,br BRA,"MF,FW",33.0,4.4,7,6,2,5,0,5,14,35.7,9,5,0,5,4,11,3,0,Matches
Jonathan Cafu,br BRA,"DF,MF",30.0,6.2,10,6,6,4,0,4,7,57.1,3,4,0,4,1,11,1,0,Matches
Sidcley,br BRA,"DF,MF",28.0,3.7,1,1,0,1,0,1,2,50.0,1,5,0,5,9,10,3,0,Matches
Jenison,br BRA,FW,30.0,3.6,1,1,0,1,0,0,2,0.0,2,3,0,3,2,3,5,0,Matches
Cristian Rivas,ve VEN,MF,25.0,2.4,6,1,3,3,0,4,10,40.0,6,1,0,1,5,11,1,0,Matches
Élton Rodrigues Brandão,br BRA,FW,36.0,3.3,3,1,2,1,0,1,3,33.3,2,3,0,3,0,3,3,0,Matches
Marquinhos,br BRA,"FW,MF",25.0,2.2,8,5,3,4,1,3,8,37.5,5,3,0,3,3,11,2,0,Matches
Lucas Moreira,br BRA,"MF,FW",21.0,1.4,2,1,1,0,1,1,1,100.0,0,0,0,0,1,3,0,0,Matches
Gustavo Nescau,br BRA,FW,21.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Rikelme,br BRA,DF,18.0,0.2,1,0,0,1,0,1,1,100.0,0,1,0,1,1,2,0,0,Matches
Vinícius Boff,br BRA,MF,22.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
Squad Total,,,28.3,38.0,584,346,300,217,67,269,605,44.5,336,366,106,260,356,940,803,6,
Opponent Total,,,27.5,38.0,603,356,300,230,73,279,535,52.1,256,399,126,273,344,947,822,4,
