Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Walter,br BRA,GK,34.0,28,28,2469,27.4,26,0.95,125,100,80.8,8,9,11,8,28.6,3,2,0,1,0.0,Matches
João Carlos,br BRA,GK,33.0,11,10,951,10.6,16,1.51,49,32,71.4,2,2,6,1,10.0,3,2,1,0,33.3,Matches
Squad Total,,,28.3,38,38,3420,38.0,42,1.11,174,132,78.2,10,11,17,9,23.7,6,4,1,1,20.0,
Opponent Total,,,27.5,38,38,3420,38.0,31,0.82,129,97,79.1,17,11,10,13,34.2,5,4,1,0,20.0,
