Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Walter,br BRA,GK,36.0,36.0,47,6,1,6,0,52.2,0.27,5.2,0.14,204,455,44.8,732,142,37.6,35.1,324,55.6,42.1,662,30,4.5,11,0.31,9.8,Matches
Mateus Pasinato,br BRA,GK,31.0,2.0,2,0,0,0,0,1.7,0.25,-0.3,-0.13,9,19,47.4,30,8,30.0,30.2,16,62.5,43.9,23,0,0.0,0,0.0,4.3,Matches
Squad Total,,,27.8,38.0,49,6,1,6,0,53.9,0.27,4.9,0.13,213,474,44.9,759,150,37.0,30.2,343,56.3,42.4,685,30,4.4,11,0.29,4.3,
Opponent Total,,,27.5,38.0,29,4,1,3,1,33.7,0.25,5.7,0.15,145,353,41.1,864,170,31.0,32.1,242,35.1,33.2,449,45,10.0,33,0.87,13.0,
