Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Uendel,br BRA,DF,32.0,35,35,3087.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,2.2,2.7,53.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,Matches
Paulão,br BRA,DF,34.0,35,35,3037.0,33.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,0.4,2.0,15.0,74.0,5.0,0.03,0.0,0.03,0.03,0.03,0.05,0.01,0.06,0.05,0.06,Matches
Walter,br BRA,GK,33.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
João Pedro Pepê,br BRA,MF,23.0,34,33,2583.0,28.7,3.0,2.0,5.0,3.0,0.0,0.0,7.0,1.0,2.5,2.5,2.6,5.1,68.0,173.0,95.0,0.1,0.07,0.17,0.1,0.17,0.09,0.09,0.18,0.09,0.18,Matches
João Lucas,br BRA,DF,22.0,34,32,2911.0,32.3,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,1.3,1.3,3.2,4.5,64.0,98.0,136.0,0.0,0.06,0.06,0.0,0.06,0.04,0.1,0.14,0.04,0.14,Matches
Clayson,br BRA,"MF,FW",25.0,31,30,2500.0,27.8,2.0,3.0,5.0,2.0,0.0,0.0,10.0,2.0,4.5,4.5,3.7,8.1,111.0,118.0,172.0,0.07,0.11,0.18,0.07,0.18,0.16,0.13,0.29,0.16,0.29,Matches
Marllon Borges,br BRA,DF,28.0,28,25,2292.0,25.5,2.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,0.9,0.9,0.1,1.0,8.0,44.0,1.0,0.08,0.04,0.12,0.08,0.12,0.04,0.0,0.04,0.04,0.04,Matches
Camilo,br BRA,MF,21.0,31,23,1885.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.8,1.9,15.0,60.0,34.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.09,0.06,0.09,Matches
Jenison,br BRA,FW,29.0,30,22,1727.0,19.2,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,4.8,4.8,2.2,7.0,22.0,37.0,101.0,0.21,0.05,0.26,0.21,0.26,0.25,0.12,0.36,0.25,0.36,Matches
