Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Walter,br BRA,GK,36.0,36.0,794,1061,74.8,24089,17012,104,104,100.0,360,361,99.7,321,581,55.2,0,0.0,0.0,0.0,1,19,1,0,0,Matches
Marllon Borges,br BRA,DF,31.0,32.0,1069,1247,85.7,20832,8198,348,381,91.3,561,612,91.7,134,204,65.7,0,0.4,0.5,-0.4,3,52,1,0,56,Matches
Isidro Pitta,py PAR,FW,24.0,31.5,418,597,70.0,5715,920,249,328,75.9,119,169,70.4,18,27,66.7,2,3.9,2.2,-1.9,37,23,13,2,52,Matches
Ramon,br BRA,DF,22.0,29.3,943,1254,75.2,15618,6457,440,494,89.1,391,494,79.1,75,173,43.4,1,1.5,1.1,-0.5,29,70,19,13,88,Matches
Alan Empereur,br BRA,DF,29.0,28.3,1260,1522,82.8,26801,12263,411,436,94.3,624,683,91.4,206,356,57.9,0,1.1,0.6,-1.1,17,129,10,2,95,Matches
Matheus Alexandre,br BRA,DF,24.0,27.4,974,1256,77.5,15278,6143,525,585,89.7,375,481,78.0,54,115,47.0,0,0.7,0.8,-0.7,14,75,12,9,86,Matches
Clayson,br BRA,"FW,MF",28.0,22.7,508,735,69.1,7751,2124,291,346,84.1,159,214,74.3,42,122,34.4,1,1.2,3.0,-0.2,19,50,20,4,75,Matches
Lucas Mineiro,br BRA,MF,27.0,26.0,843,977,86.3,15469,4163,348,386,90.2,383,429,89.3,94,122,77.0,0,0.2,0.5,-0.2,8,83,2,0,85,Matches
Denilson,br BRA,MF,22.0,22.4,823,971,84.8,13427,3304,402,438,91.8,334,367,91.0,61,109,56.0,3,2.2,1.8,0.8,27,87,21,5,96,Matches
Fernando Sobral,br BRA,MF,29.0,22.2,762,1009,75.5,13642,4312,356,421,84.6,286,360,79.4,95,157,60.5,2,2.5,2.3,-0.5,26,102,28,10,115,Matches
Bruno Fabiano Alves,br BRA,DF,32.0,22.4,685,796,86.1,14031,5359,205,226,90.7,388,419,92.6,86,137,62.8,0,0.0,0.3,0.0,1,44,4,0,42,Matches
Max,br BRA,MF,22.0,13.5,384,535,71.8,7032,2391,158,195,81.0,151,189,79.9,56,99,56.6,0,1.5,1.3,-1.5,17,53,16,6,58,Matches
Derik Lacerda,br BRA,"FW,MF",24.0,15.8,244,314,77.7,3619,717,144,172,83.7,75,91,82.4,16,24,66.7,0,2.1,1.6,-2.1,15,15,6,2,24,Matches
Jonathan Cafu,br BRA,"FW,MF",32.0,15.5,318,435,73.1,4636,1139,183,224,81.7,107,139,77.0,15,35,42.9,2,1.2,1.5,0.8,14,26,17,7,43,Matches
Lucas Fernandes,br BRA,"MF,FW",26.0,11.5,407,483,84.3,6414,1534,229,246,93.1,138,157,87.9,28,44,63.6,1,0.7,1.3,0.3,18,32,13,2,45,Matches
Railan,br BRA,"DF,MF",23.0,13.3,448,609,73.6,7718,2806,209,250,83.6,175,229,76.4,46,89,51.7,3,0.6,0.6,2.4,8,48,9,6,49,Matches
Filipe Augusto,br BRA,MF,30.0,9.4,385,446,86.3,6935,1597,167,187,89.3,165,182,90.7,42,52,80.8,0,0.1,0.2,-0.1,2,30,2,0,32,Matches
Gustavo Sauer,br BRA,"FW,MF",30.0,5.6,100,137,73.0,1484,299,61,72,84.7,25,31,80.6,9,21,42.9,0,0.2,0.2,-0.2,5,5,5,0,12,Matches
Rikelme,br BRA,DF,20.0,5.5,141,202,69.8,2309,1035,78,89,87.6,46,65,70.8,12,33,36.4,0,0.1,0.1,-0.1,3,9,2,1,10,Matches
Juan Pablo,br BRA,DF,21.0,3.8,132,166,79.5,2029,950,62,65,95.4,56,68,82.4,9,20,45.0,0,0.0,0.1,0.0,0,15,1,1,17,Matches
Eliel Chrystian,br BRA,"FW,MF",21.0,5.7,47,70,67.1,614,147,28,33,84.8,15,21,71.4,1,5,20.0,0,0.1,0.0,-0.1,2,2,1,0,4,Matches
Gabriel Knesowitsch,br BRA,DF,20.0,3.2,105,126,83.3,2090,818,24,31,77.4,63,71,88.7,16,19,84.2,0,0.0,0.0,0.0,0,2,1,0,5,Matches
André Luis,br BRA,"FW,MF",26.0,5.5,142,177,80.2,1915,480,85,100,85.0,45,52,86.5,4,7,57.1,0,0.2,0.2,-0.2,2,6,3,0,15,Matches
Deyverson,br BRA,FW,32.0,2.4,33,53,62.3,676,121,15,25,60.0,12,15,80.0,6,9,66.7,0,0.1,0.1,-0.1,2,4,1,0,6,Matches
Mateus Pasinato,br BRA,GK,31.0,2.0,35,46,76.1,1078,785,6,6,100.0,12,12,100.0,16,27,59.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jadson,br BRA,"FW,MF",18.0,1.7,28,33,84.8,368,50,17,18,94.4,9,9,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Allyson Aires dos Santos,br BRA,DF,33.0,1.0,35,37,94.6,690,214,8,8,100.0,24,25,96.0,3,3,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Guilherme Madruga,br BRA,"MF,FW",23.0,1.2,44,57,77.2,684,181,24,28,85.7,17,21,81.0,2,4,50.0,1,0.6,0.2,0.4,4,4,2,0,8,Matches
Luciano Giménez,ar ARG,"FW,MF",23.0,0.8,8,9,88.9,92,6,6,6,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Eduardo Vinícius,br BRA,MF,18.0,0.2,10,12,83.3,206,61,3,3,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,1,3,0,0,1,Matches
David,br BRA,"MF,FW",16.0,0.1,5,5,100.0,79,12,3,3,100.0,1,1,100.0,1,1,100.0,0,0.0,0.1,0.0,1,0,1,1,0,Matches
Kauan,br BRA,"FW,MF",18.0,0.1,4,6,66.7,81,30,2,2,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Squad Total,,,27.8,38.0,12134,15383,78.9,223402,85628,5191,5908,87.9,5125,5977,85.7,1470,2598,56.6,16,20.9,20.7,-4.9,276,990,211,71,1123,
Opponent Total,,,27.5,38.0,17568,20912,84.0,318632,105125,7409,8117,91.3,7833,8793,89.1,1898,2931,64.8,34,35.8,37.6,-1.8,420,1577,329,109,1832,
