Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Walter,br BRA,GK,36.0,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marllon Borges,br BRA,DF,31.0,32.0,1,16,4,25.0,0.5,0.12,0.06,0.25,11.8,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Isidro Pitta,py PAR,FW,24.0,31.5,7,65,20,30.8,2.07,0.64,0.06,0.2,17.5,0,3,4,9.7,6.6,0.1,-2.7,-2.6,Matches
Ramon,br BRA,DF,22.0,29.3,2,20,4,20.0,0.68,0.14,0.1,0.5,23.1,1,0,0,1.0,1.0,0.05,1.0,1.0,Matches
Alan Empereur,br BRA,DF,29.0,28.3,0,13,1,7.7,0.46,0.04,0.0,0.0,14.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Matheus Alexandre,br BRA,DF,24.0,27.4,1,7,2,28.6,0.26,0.07,0.14,0.5,18.7,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
Clayson,br BRA,"FW,MF",28.0,22.7,5,45,14,31.1,1.98,0.62,0.11,0.36,21.6,9,0,0,2.6,2.6,0.06,2.4,2.4,Matches
Lucas Mineiro,br BRA,MF,27.0,26.0,0,12,1,8.3,0.46,0.04,0.0,0.0,20.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Denilson,br BRA,MF,22.0,22.4,0,22,6,27.3,0.98,0.27,0.0,0.0,23.5,1,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
Fernando Sobral,br BRA,MF,29.0,22.2,1,18,3,16.7,0.81,0.13,0.0,0.0,27.7,1,1,1,1.3,0.6,0.03,-0.3,-0.6,Matches
Bruno Fabiano Alves,br BRA,DF,32.0,22.4,1,12,4,33.3,0.54,0.18,0.08,0.25,17.3,0,0,0,0.9,0.9,0.08,0.1,0.1,Matches
Max,br BRA,MF,22.0,13.5,1,24,5,20.8,1.77,0.37,0.04,0.2,23.9,0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
