Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Walter,br BRA,GK,36.0,36.0,1061,652,404,80,0,2,0,0,0,0,0,0,794,5,1,Matches
Marllon Borges,br BRA,DF,31.0,32.0,1247,1190,56,54,0,2,1,2,0,0,0,0,1069,1,16,Matches
Isidro Pitta,py PAR,FW,24.0,31.5,597,527,67,0,1,4,17,7,0,0,0,0,418,3,21,Matches
Ramon,br BRA,DF,22.0,29.3,1254,1010,241,13,2,2,87,225,3,1,2,0,943,3,36,Matches
Alan Empereur,br BRA,DF,29.0,28.3,1522,1414,96,85,1,28,12,9,2,0,0,0,1260,12,7,Matches
Matheus Alexandre,br BRA,DF,24.0,27.4,1256,998,255,11,0,3,49,244,0,0,0,0,974,3,43,Matches
Clayson,br BRA,"FW,MF",28.0,22.7,735,635,97,22,7,2,89,14,53,25,16,0,508,3,21,Matches
Lucas Mineiro,br BRA,MF,27.0,26.0,977,918,59,55,2,10,1,3,0,0,0,0,843,0,11,Matches
Denilson,br BRA,MF,22.0,22.4,971,939,27,14,10,8,33,4,9,3,5,0,823,5,19,Matches
Fernando Sobral,br BRA,MF,29.0,22.2,1009,913,89,35,2,9,72,33,20,5,11,0,762,7,22,Matches
Bruno Fabiano Alves,br BRA,DF,32.0,22.4,796,752,43,38,0,1,2,2,0,0,0,0,685,1,5,Matches
Max,br BRA,MF,22.0,13.5,535,479,52,17,1,6,52,5,30,12,8,1,384,4,18,Matches
Derik Lacerda,br BRA,"FW,MF",24.0,15.8,314,303,11,2,3,1,8,7,0,0,0,0,244,0,8,Matches
Jonathan Cafu,br BRA,"FW,MF",32.0,15.5,435,426,7,2,0,1,47,5,0,0,0,0,318,2,22,Matches
Lucas Fernandes,br BRA,"MF,FW",26.0,11.5,483,454,28,13,1,5,23,1,14,5,6,0,407,1,11,Matches
Railan,br BRA,"DF,MF",23.0,13.3,609,524,84,8,0,6,45,76,0,0,0,0,448,1,16,Matches
Filipe Augusto,br BRA,MF,30.0,9.4,446,431,15,13,1,2,2,0,2,2,0,0,385,0,7,Matches
Gustavo Sauer,br BRA,"FW,MF",30.0,5.6,137,118,18,4,0,2,13,3,7,5,1,0,100,1,3,Matches
Rikelme,br BRA,DF,20.0,5.5,202,159,43,6,0,1,18,33,4,3,0,0,141,0,4,Matches
Juan Pablo,br BRA,DF,21.0,3.8,166,138,28,2,0,1,10,26,0,0,0,0,132,0,9,Matches
Eliel Chrystian,br BRA,"FW,MF",21.0,5.7,70,69,1,0,0,0,7,1,0,0,0,0,47,0,6,Matches
Gabriel Knesowitsch,br BRA,DF,20.0,3.2,126,123,3,3,0,0,0,0,0,0,0,0,105,0,3,Matches
André Luis,br BRA,"FW,MF",26.0,5.5,177,167,9,1,2,0,3,6,0,0,0,0,142,1,7,Matches
Deyverson,br BRA,FW,32.0,2.4,53,45,8,1,0,3,0,0,0,0,0,0,33,0,1,Matches
Mateus Pasinato,br BRA,GK,31.0,2.0,46,26,20,4,0,0,0,0,0,0,0,0,35,0,0,Matches
Jadson,br BRA,"FW,MF",18.0,1.7,33,32,0,0,0,0,0,0,0,0,0,0,28,1,0,Matches
Allyson Aires dos Santos,br BRA,DF,33.0,1.0,37,36,1,0,0,0,0,1,0,0,0,0,35,0,1,Matches
Guilherme Madruga,br BRA,"MF,FW",23.0,1.2,57,54,2,0,0,1,2,2,0,0,0,0,44,1,3,Matches
Luciano Giménez,ar ARG,"FW,MF",23.0,0.8,9,8,1,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Eduardo Vinícius,br BRA,MF,18.0,0.2,12,12,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
David,br BRA,"MF,FW",16.0,0.1,5,4,1,0,0,0,1,0,0,0,0,0,5,0,0,Matches
Kauan,br BRA,"FW,MF",18.0,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
Squad Total,,,27.8,38.0,15383,13562,1766,483,33,100,594,709,144,61,49,1,12134,55,323,
Opponent Total,,,27.5,38.0,20912,19057,1788,472,37,185,889,786,222,74,93,1,17568,67,367,
